CommodityCode,ValueUSD
1,60950967
2,16007376
3,3311915869
4,334555484
5,20854060
6,18562826
7,105135617
8,825189603
9,1551765702
10,75008015
11,62247961
12,339420865
13,141881570
14,162969396
15,20346230368
16,1158682580
17,263617847
18,1245520200
19,1015054617
20,249517966
21,1185994013
22,227831508
23,801661142
24,1197293985
25,320925365
26,5254702183
27,42011767451
28,1142404726
29,2928794574
30,545848027
31,406043512
32,546150735
33,779347269
34,1045706684
35,57595551
36,11008366
37,1249119
38,4926358706
39,2587555649
40,6381284593
41,83307314
42,597266194
43,318846
44,4435145421
45,174864
46,80575103
47,2649365183
48,4483133135
49,35198919
50,662190
51,669973
52,810933534
53,12204003
54,871707710
55,2177394681
56,170712700
57,71471407
58,48832138
59,159802486
60,104258726
61,4073930402
62,4494889833
63,219371397
64,5113294152
65,55488948
66,1848765
67,423367361
68,146625503
69,343233336
70,303527230
71,5604701111
72,5751429157
73,1321440277
74,1961045484
75,790473755
76,775838016
78,22564339
79,22761770
80,1550910677
81,14831034
82,97829791
83,117294855
84,5865947956
85,8854011354
86,18532906
87,7552009886
88,136527644
89,167027828
90,588970713
91,20661956
92,585021285
93,770753
94,1797246876
95,507553029
96,402715680
97,5639065
99,47953348
103,55930137
104,475721
105,67478
106,4477630
202,16923
203,9756
207,29117
208,14361103
210,1590475
301,74991482
302,104852881
303,381244809
304,518074104
305,78729071
306,1574129505
307,560281198
308,19612815
401,8342917
402,14198523
403,11570901
404,157203
405,3640397
406,3612332
407,776168
409,909868
410,291347171
501,759482
502,2465
505,4715247
506,217204
507,53162
508,9279278
510,147910
511,5679309
601,90313
602,9451891
603,5778375
604,3242246
701,2604906
702,239963
703,6393176
704,7899882
705,1804743
706,105745
707,45788
708,3819950
709,2391081
710,21461325
711,419128
712,2823689
713,30186932
714,24939302
801,429614231
802,315821156
803,14609696
804,42980755
805,863677
806,11786
807,467404
808,1477
809,52280
810,4424163
811,5415067
812,100872
813,10825756
814,1275
901,817789500
902,108418492
903,33949
904,156823106
905,74031110
906,141445277
907,101746314
908,128181495
909,97399
910,23199056
1001,539658
1003,99
1004,28
1005,72936826
1006,1486982
1008,44420
1101,20323948
1102,6396456
1103,69537
1104,1473405
1105,60307
1106,12003983
1108,21920322
1201,467423
1202,3927289
1203,37891805
1204,464
1205,76403
1206,1756
1207,25449126
1208,107326
1209,15482129
1210,433
1211,40434359
1212,215390633
1213,4916
1214,186796
1301,54412826
1302,87468743
1401,2768976
1404,160200419
1501,12824
1503,9
1504,1051619
1505,14738
1506,83230
1507,240468
1508,427
