commodity_code,trade_value_usd
4907,1393280
4908,61
4909,20100
4910,45738
4911,5161600
5003,3253
5004,35460
5006,1023
5007,2187716
5101,7345
5105,1686
5106,78571
5107,40
5111,1571323
5112,1678974
5201,967033
5202,6688779
5203,18729
5204,5844902
5205,19563127
5206,806939
5207,7519990
5208,50115765
5209,39654929
5210,10276319
5211,3145565
5212,250277
5301,7
5302,24
5305,71417
5307,572998
5308,29978
5309,69593
5310,98078
5311,40310
5401,8687064
5402,16246210
5403,99381
5404,264684
5406,10219
5407,205878400
5408,6177125
5501,3562157
5502,293724
5503,3807806
5504,4531
5506,1197425
5508,1448186
5509,7295950
5510,21792
5511,916418
5512,23154424
5513,98373726
5514,594541430
5515,7130499
5516,4619420
5601,13859392
5602,156444819
5603,56917163
5604,9833987
5605,22866
5606,5244
5607,19971615
5608,6235078
5609,535101
5701,1527754
5702,1075086
5703,691486
5704,82991
5705,522753
5801,2668245
5802,1569452
5803,91324
5804,10160004
5805,30348
5806,76718621
5807,38258165
5808,2492370
5809,62352
5810,529516
5811,66535
5901,1311789
5902,1905166
5903,39947494
5904,3728087
5905,76301
5906,120312
5907,1007672
5908,751
5909,1448648
5910,783538
5911,2228114
6001,16262417
6002,314984
6003,2649364
6004,5383430
6005,15490675
6006,88368127
6101,15994915
6102,11537
6103,175308
6104,108171
6105,618654
6106,107341
6107,120870
6108,134439
6109,2401952
6110,850377
6111,1012220
6112,893337
6113,44123
6114,392917
6115,317790
6116,279194
6117,1711006
6201,1344979
6202,78491
6203,1457700
6204,1297915
6205,3883531
6206,2246884
6207,1247284
6208,75658
6209,551893
6210,10678165
6211,2100183
6212,2228123
6213,2964
6214,15005
6215,738616
6216,331335
6217,2803005
6301,3023599
6302,1964034
6303,129120
6304,3280007
6305,33299622
6306,636582
6307,9744970
6308,13
6309,2168
6310,418
6401,4546119
6402,3375918
6403,7737668
6404,3008447
6405,4002612
6406,38489891
6501,672147
6502,388
6504,17216
6505,605376
6506,1687758
6507,8785
6601,2042081
6602,26248
6603,1440757
6701,11515
6702,874509
6703,623
6704,1506949
6801,1384234
6802,8462864
6803,2330
6804,4453649
6805,1173545
6806,1015489
6807,689595
6808,11585100
6809,6068975
6810,7205420
6811,7741590
6812,958786
6813,49064
6814,94229
6815,465795
6901,456295
6902,2359708
6903,67111
6904,599482
6905,289202
6906,1635
6907,66093941
6909,156102
6910,11881681
6911,7787127
6912,2149366
6913,383451
6914,316732
7001,54215
7002,18720
7003,1520361
7004,105473
7005,11835213
7006,1101972
7007,4130451
7008,479859
7009,3012886
7010,39402834
7011,18523
7013,7023344
7014,9957
7015,57
7016,8137449
7017,555638
7018,462514
7019,5960797
7020,274852
7104,867860
7106,53435
7108,49800
7113,24
7114,165811
7115,102612
7117,282535
7118,669
7201,3538124
7202,1583499
7203,437
7204,434717
7205,335778
7206,970
7207,174680
7208,44666625
7209,13374480
7210,343921031
7211,304639
7212,3592822
7213,113891932
7214,260899909
7215,4264253
7216,148583582
7217,65357247
7218,106706
7219,12029107
7220,335931
7221,14129
7222,1720589
7223,966750
7225,55056747
7226,2023898
7227,11640430
7228,40720884
7229,983740
7301,10780562
7302,34076354
7303,19475602
7304,53869328
7305,1240456
7306,212998077
7307,10189110
7308,128254146
7309,6624967
7310,9925238
7311,4424298
7312,7291309
7313,645046
7314,7709797
7315,4348476
7316,265742
7317,9697876
7318,39852517
7319,701778
7320,2763916
7321,5712211
7322,16362044
7323,11953277
7324,5425728
7325,3216107
7326,39733227
7401,24133
7402,598875
7403,882882
7406,6958
7407,2087610
7408,17538109
7409,427487
7410,731696
7411,2716647
7412,675113
7413,570437
7415,288271
7418,285339
7419,1491693
7502,6206
7505,10896
7506,24356
7507,19
7508,7190
7601,633150
7603,4259
7604,22809509
7605,3833113
7606,39798235
7607,18748809
7608,251706
7609,29135
7610,19387775
7611,9006
7612,1762618
7613,75921
7614,17345348
7615,1052683
7616,3501176
7801,53651
7804,935198
7806,26270
7901,3331735
7903,13469
7904,465972
7905,39198
7907,71666
8003,45737
8007,1155894
8101,23939
8104,27690
8108,133
8113,216
8201,3545789
8202,1252896
8203,1357739
8204,1812031
8205,4287185
8206,410455
8207,2568811
8208,964498
8209,24440
8210,156904
8211,417308
8212,4310900
8213,330422
8214,682880
8215,795576
8301,3606685
8302,6907396
8303,1217018
8304,44732
8305,904009
8306,331103
8307,1038764
8308,26582978
8309,31875699
8310,135865
8311,11690050
8401,22783
8402,17534807
8403,243979
8404,29015
8405,111039590
8406,3678491
8407,18330097
8408,42814394
8409,13714139
8410,6389003
8411,25249624
8412,6341737
8413,62389738
8414,42735369
8415,88113025
8416,189262
8417,1238706
8418,60232994
8419,30388010
8420,566831
8421,27887097
8422,24650106
8423,2872592
8424,24903705
8425,3787307
8426,28216326
8427,12558414
8428,37658157
8429,236293623
8430,134643028
8431,107879728
8432,22324501
8433,93604223
8434,183991
8435,511581
8436,33555325
8437,24159480
8438,20406695
8439,960662
8440,2346290
8441,7409928
8442,2181450
8443,18711151
8444,196299
8445,1830209
8446,394437
8447,12509997
8448,687178
8449,1290405
8450,13011686
8451,13406651
8452,33982260
8453,7533133
8454,485532
8455,5090550
8456,1185803
8457,191203
8458,964605
8459,3760552
8460,3685863
8461,2962604
8462,8322627
8463,2915466
8464,272792
8465,2967498
8466,2855728
8467,7387956
8468,1413321
8470,2662603
8471,91511326
8472,3557582
8473,2956422
8474,17616675
8475,144130
8476,132982
8477,16623380
8478,3053780
8479,22107869
8480,8786880
8481,29200450
8482,8874316
8483,12245482
8484,3488159
8486,4041101
8487,769260
8501,146426258
8502,429326120
8503,59360786
8504,135760367
8505,2638507
8506,27999499
8507,76127373
8508,1146781
8509,2819106
8510,2565246
8511,2876580
8512,1462531
8513,2760257
8514,2972820
8515,7708604
8516,25394670
8517,526242925
8518,7112890
8519,229845
8521,386483
8522,105897
8523,28040634
8525,3104664
8526,1980409
8527,2770715
8528,42927163
8529,3692167
8530,722602
8531,2945913
8532,1303389
8533,573968
8534,2812310
8535,42818369
8536,39758239
8537,68290097
8538,7354509
8539,14489923
8540,40434
8541,33361545
8542,13125120
8543,10842826
8544,141563662
8545,158463
8546,26825940
8547,3886252
8548,34954
8601,1223
8602,619227
8603,165124
8604,1541598
8606,29520074
8607,74739013
8608,3505317
8609,5239215
8701,145423181
8702,60185276
8703,289197132
8704,154247199
8705,14353123
8706,3580849
8707,9221024
8708,113361702
8709,1655284
8711,333286532
8712,10367100
8713,295926
8714,23310584
8715,251971
8716,30758456
8801,214492
8802,58531321
8803,14944432
8804,1084
8805,5462
8901,11235131
8903,585974
8904,6279794
8905,8628184
8906,1067846
8907,167452
9001,14448103
9002,1080105
9003,766661
9004,5169578
9005,6296746
9006,3661413
9007,567337
9008,13483
9010,297939
9011,2045256
9012,161550
9013,83547
9014,177296
9015,3069354
9016,238544
9017,2226645
9018,89851611
9019,3437418
9020,1059708
9021,914670
9022,22906566
9023,2299851
9024,679318
9025,3583079
9026,6699595
9027,9765989
9028,17139642
9029,618578
9030,4373120
9031,16130216
9032,12950737
9033,1067224
9101,181290
9102,328025
9103,2059734
9105,895563
9106,61948
9107,7782
9108,54432
9109,112
9110,2731
9111,8406
9112,49
9113,57240
9114,198933
9201,128193
9202,169601
9205,42543
9206,207443
9207,515000
9208,12213
9209,89348
9401,11296920
9402,6064822
9403,32791649
9404,3423935
9405,16468896
9406,25571883
9503,8871126
9504,164185
9505,179701
9506,7530857
9507,136957
9508,92620
9601,121998
9602,855297
9603,8443739
9604,8437
9605,47287
9606,31151710
9607,35275526
9608,4548191
9609,3831550
9610,117433
9611,62829
9612,277666
9613,306634
9614,250
9615,984645
9616,150315
9617,1962144
9618,51651
9619,26224766
9620,188716
9701,7679
9703,20774
9704,50002
9705,290259
9999,5789238
10221,7928
10310,778742
10391,2135632
10392,1903219
10410,17618
10420,60825
10511,3867168
10512,669233
10513,378849
10594,65000
10599,1672142
10619,536572
10639,29890
20120,43
20130,2860
20220,250473
20230,3251524
20319,25739
20329,412971
20423,18038
20430,22887
20442,448397
20443,66683
20450,7188
20621,8294
20622,52480
20629,46327
20690,12415
20712,169713
20713,3182
20714,113347
20727,68188
20742,89969
20745,123615
20910,23
21011,2937
21019,18523
30111,7628
30119,869
30193,5800
30199,31190
30211,2769
30213,9244
30214,18725
30219,1700
30224,3828
30239,17576
30244,5569
30272,50037
30289,754785
30299,3165
30313,3736700
30314,40885
30319,835344
30326,1946953
30349,14179
30354,15819
30359,18527
30363,144
30369,238905
30381,28511
30389,305189
30399,64313
30439,4505
30442,379
30449,59346
30452,17199
30462,135027
30469,40043
30481,77352
30487,34665
30499,117749
30510,139921
30520,810090
30539,541
30541,2099
30549,641
30551,39
30559,136515
30569,343
30572,162700
30579,494
30612,37837
30614,272989
30617,68966
30631,3117
30632,3126
30636,434763
30639,2931
30695,9457
30711,30504
30712,78
30721,2454
30722,4739
30729,220
30731,32514
30732,25979
30749,31
30752,35050
30760,40886
30772,6628
40110,894784
40120,807753
40140,412518
40150,868927
40210,10077912
40221,23769749
40229,1241917
40299,4495655
40310,7332182
40390,3107240
40410,5138387
40490,37094
40510,2796742
40520,25159
40590,798417
40610,837253
40620,839227
40630,811212
40640,5443
40690,4040423
40711,640170
40729,1411931
40790,2099
40811,13405
40900,22504
41000,32604
50100,16399922
50400,4409
50510,5145231
50590,7612784
50690,192
51110,7720
51199,6258
60110,101582
60120,28338
60210,33705
60290,4290
60312,578976
60314,3
60315,492980
60319,375
60390,45802
60420,11232
70110,115804
70190,28800
70200,4047
70320,316
70490,1450
70610,154
70690,2052
70951,1487
70959,255589
70960,16277
70992,121
70999,534
71010,411180
71021,128832
71022,20938
71029,9791
71030,5569
71040,28259
71080,40209
71090,123618
71120,31298
71151,20624
71190,8186
71220,43601
71239,25626
71290,226428
71310,59668
71333,31098
71335,528
71360,24695
71410,15128
71420,94402
71440,2525
71490,504
80111,7908
80119,306929
80131,50
80211,16
80212,40368
80232,1797
80252,5483
80280,9210
80290,3448
80390,29150
80410,156601
80430,6084
80440,4981
80450,89932
80510,23076016
80521,55998
80540,86973
80550,47970
80610,3091030
80620,209838
80711,9818
80719,7327
80810,18602452
80830,1983290
80929,143039
80930,67317
80940,16476
81010,76686
81020,1349
81040,63333
81050,218066
81060,10714
81070,3520
81090,2276218
81110,44214
81120,8573
81190,117008
81290,1416
81340,64405
81350,1216
81400,4330
90111,360652
90112,34993
90121,122664
90122,296
90190,1036002
90210,25976
90220,92639
90230,309048
90240,884892
90411,9196670
90412,112417
90421,6118089
90422,14675
90520,6065
90611,2123
90710,527838
90720,209250
90811,317846
90812,74249
90821,202002
90822,18000
90831,466456
90832,416959
90922,14336
90931,1252287
90932,545376
90961,294974
90962,18090
91011,275
91020,3
91030,768
91091,62195
91099,310906
100199,136479724
100310,134398
100390,30810
100410,7
100490,9522
100510,31792021
100590,686119
100610,51046
100620,132300
100630,1409238
100640,271115
100710,1800
110100,6700681
110220,13643
110290,352016
110311,2630222
110313,186289
110319,4923
110320,456708
110412,157674
110419,332528
110423,21800
110429,3102
110510,275116
110520,2427
110620,1
110630,14900
110710,25429086
110720,4408658
110811,19227
110812,1542338
110813,164112
110814,998914
110819,2393856
110820,1852
110900,398322
120110,8838691
120190,488551
120230,974600
120300,99078
120510,80364
120590,75160
120600,805164
120721,438994
120740,4089263
120750,13420
120799,9902
120991,5295950
120999,212963
121010,230305
121020,427892
121120,1995
121190,2814918
121221,502635
121229,79466
130120,28426
130190,225648
130211,6
130212,239509
130213,1906846
130219,79855
130220,248794
130231,57360
130232,321979
130239,233433
140490,27738
150190,2706
150210,4508
150420,234833
150500,4934
150790,1231813
150910,510658
150990,69646
151190,645251176
151211,8990
151219,42391189
151319,167872
151321,2411488
151329,51
151419,77950
151499,110258
151519,685
151529,219973
151530,5254
151550,111580
151590,37579
151620,7308446
151710,1924357
151790,5519362
151800,49336
152110,126139
152190,9243
160100,1635827
160210,185654
160231,39236
160232,981711
160239,13317
160241,112724
160242,22721
160249,505927
160250,118214
160290,65968
160300,39218
160411,49722
160412,9017
160413,622375
160414,378698
160415,3382280
160416,14942
160419,5114
160420,240625
160432,8754
160510,117530
160521,49937
160529,95045
160530,14299
160551,2110
160553,1374
160554,366444
160555,3638
160561,255
160569,33626
170114,1457
170191,24555
170199,46606897
170211,324258
170219,154400
170220,10195
170230,3785946
170240,40435
170250,46
170260,374796
170290,2421823
170310,1216
170410,2946241
170490,7444592
180400,3808
180500,936232
180610,325765
180620,752875
180631,1741964
180632,549618
180690,3367876
190110,38145498
190120,1085424
190190,105988927
190211,463
190219,2107554
190220,606813
190230,9048435
190240,3328
190300,3051433
190410,1560474
190420,165783
190430,9407
190490,2509543
190510,31318
190520,1384
190531,23353778
190532,40111941
190540,2973236
190590,12354711
200110,23993
200190,118519
200210,38194
200290,436067
200310,42653
200390,27471
200410,468628
200490,69171
200510,9821
200520,327683
200540,94413
200551,5964
200559,156949
200560,1593
200570,38024
200580,39706
200599,81536
200600,108805
200710,61732
200799,1596771
200811,162822
200819,298824
200820,83147
200840,1379
200860,66352
200870,42282
200880,5533
200893,10095
200897,140387
200899,2468705
200911,74234
200912,585367
200919,66148
200921,30529
200929,553
200939,497523
200941,72712
200949,113604
200950,12322
200961,147938
200969,99320
200971,285465
200979,132487
200981,6522
200989,368762
200990,1639189
210111,22917845
210112,9050623
210120,16614667
210130,84462
210210,3135481
210220,122737
210230,538807
210310,2064255
210320,598120
210330,33383
210390,24897916
210410,832133
210420,5626381
210500,1881638
210610,150375
210690,292478335
220110,182471
220210,80351572
220299,41402257
220300,159982
220410,756800
220421,2086681
220422,35236
220429,149341
220430,117956
220600,40550
220720,41339
220820,107881
220830,4904905
220840,8864
220850,19612
220860,18161
220870,38636
220890,39570
220900,305705
230110,24926788
230210,20355180
230310,1047853
230330,10603203
230400,92558417
230500,50020
230630,4092369
230641,444127
230649,4788250
230660,2059465
230690,132781
230800,46805204
230910,6457454
230990,129670765
240110,5647657
240120,1088127
240210,20557
240220,1139698
240319,46631890
240399,6738
250100,1691842
250200,7220
250300,5362894
250410,771209
250490,512123
250510,2246639
250590,466155
250610,985
250620,230
250700,642935
250810,408128
250830,835427
250840,225855
250900,11963
251110,796778
251200,20531
251320,89261
251512,115
251612,7875
251620,6253
251690,26674
251710,39446
251720,138225
251741,284
251749,172859
251830,25380
251910,30347
251990,249461
252010,2098123
252020,1221279
252100,386679
252210,10984
252220,9540
252230,37426
252310,8422569
252321,1963511
252329,54850415
252330,1340
252390,2546498
252490,94636
252520,1121
252610,19200
252620,494935
252800,35098
252910,62570
253010,61287
253090,9100
260112,575
260200,163
260800,39946
261390,50
261400,33200
261800,708963
261900,55
262190,274216
270111,163753
270112,7464259
270119,34022183
270400,466791
270500,81500
270600,524192
270720,72172
270730,119064
270750,145713
270799,788647
270900,60076
271012,868913528
271019,1577808139
271020,8301
271099,690
271111,94239464
271113,487621
271114,61639593
271119,254299
271210,362405
271220,5047829
271290,19609787
271312,36254
271320,34455054
271410,3419776
271490,22146236
271500,3310
271600,12918673
280110,73152
280120,7263
280200,296805
280300,3039767
280410,151689
280421,163387
280429,137456
280430,52570
280440,438253
280461,3583
280469,49592
280490,10
280512,27
280519,14487
280610,506778
280700,9239446
280800,568249
280910,40
280920,977742
281000,160392
281111,30796
281119,555294
281121,635948
281122,840024
281129,143560
281290,119166
281390,240648
281420,153370
281511,6310193
281512,2240028
281520,994
281610,191185
281640,311
281700,1359627
281820,5707
281830,2929
282010,201948
282090,97160
282110,330172
282300,9315529
282410,6000
282490,1220
282510,467
282520,2155
282550,292364
282560,10632
282590,45407
282619,6544
282690,129569
282710,284781
282720,693164
282731,33465
282732,460936
282739,185061
282741,55063
282749,48763
282759,2789
282760,234276
282810,282954
282890,314119
282911,260650
282990,6428
283010,287482
283090,38200
283110,546397
283210,149113
283220,4263
283230,15597
283311,2933984
283319,734378
283321,121695
283322,486662
283324,775
283325,872619
283327,8093
283329,1546072
283330,331308
283340,167158
283410,21632
283421,67257
283429,57896
283510,15020
283522,59067
283524,74866
283525,1492828
283526,636834
283529,143495
283531,2371263
283539,123710
283620,2734394
283630,1730236
283640,136
283650,9496517
283699,1793663
283711,3270000
283719,199752
283720,2590563
283919,2931898
283990,367947
284011,97362
284019,370237
284020,197744
284150,396
284161,148396
284170,127
284190,487
284210,3905894
284290,16360
284321,15
284329,20795
284390,100
284410,21320
284420,14050
284430,11560
284440,44440
284610,67
284690,1482
284700,683879
284910,224302
284920,5240
284990,82813
285000,416
285210,1237
285290,4
285390,142405
290110,7974779
290121,19949
290122,1831
290123,147787
290129,197405
290211,779
290219,1023
290230,1075950
290241,45455
290244,121756
290250,86140
290290,4808602
290311,604395
290312,106187
290313,930
290319,90
290329,13
290339,878999
290371,78104
290379,45222
290391,554979
290399,17330
290410,96613
290420,36290
290499,249777
290511,621216
290512,561639
290513,36864
290514,2395
290516,3759
290517,10996
290519,6040
290529,28
290531,439416
290532,501650
290539,8643
290541,2540
290542,15
290543,226856
290544,391514
290545,637735
290549,183701
290559,3925
290611,1625940
290621,157293
290629,1600
290711,178978
290712,26400
290715,3
290719,64129
290721,2
290729,4178
290819,79387
290899,37
290911,2622
290919,7440
290920,135
290930,34442
290941,270
290943,128019
290944,3339
290949,91701
290950,583
290960,142529
291010,1636
291020,43
291090,267
291100,120
291211,2307635
291212,714
291219,20984
291221,5
291229,32
291241,69750
291249,2273
291260,667553
291411,51588
291412,142577
291413,107028
291419,63660
291422,39611
291429,1785554
291439,9044
291462,69000
291469,288180
291479,1259
291511,234306
291512,22681
291521,230098
291529,54443
291531,644464
291532,303
291533,290610
291539,191525
291540,179
291550,378311
291560,484943
291570,810655
291590,808786
291611,138319
291613,16320
291614,2024459
291615,240
291619,207080
291631,535566
291632,51739
291639,31586
291711,23851
291712,4
291719,58920
291720,2927650
291732,2538036
291734,168168
291737,18869
291739,105971
291811,264857
291813,2869
291814,2139413
291815,237999
291816,91787
291819,114023
291821,5455
291822,6515
291823,521359
291829,3187
291830,10
291899,176253
291990,38649
292019,109095
292090,9897
292111,691
292112,200
292119,143395
292121,86
292129,55803
292141,3
292142,8400
292143,144
292144,319
292149,710
292159,1990
292211,3
292212,29729
292215,12058
292217,72000
292218,108
292219,423
292229,31914
292241,3039152
292242,43916998
292249,845206
292250,1430004
292310,471028
292320,133998
292390,708632
292419,4141
292429,785468
292511,436872
292529,151417
292620,314
292690,13714
292700,58461
292800,1459404
292910,1534003
292990,1256944
293040,5890778
293090,1518848
293110,9100
293139,23250
293190,296996
293211,1600
293214,79550
293219,6112
293220,2355
293299,52227
293319,17375
293321,103224
293329,482059
293331,225
293333,40
293339,95966
293349,15660
293359,60839
293361,422435
293369,202231
293379,2226
293399,1103744
293410,612052
293499,736570
293530,32229
293590,125251
293621,878976
293622,61281
293623,103557
293624,458606
293625,82548
293626,10741
293627,311708
293628,213193
293629,635399
293690,197492
293719,100
293729,19
293790,48292
293890,39598
293911,215
293919,1500
293920,434255
293930,85711
293949,67915
293959,69491
294000,210706
294110,2299027
294130,58058
294140,7760
294150,54
294190,840425
294200,2012341
300190,1010531
300211,138029
300212,95795
300213,143880
300215,7803594
300220,32536653
300230,10565068
300290,288501
300310,239424
300320,2516294
300339,337410
300349,12469
300390,1089336
300410,12141176
300420,19804745
300432,750511
300439,10691904
300442,40556
300449,1129172
300450,28419186
300460,10
300490,403396596
300510,13871379
300590,2388247
300610,1002083
300620,56383
300630,724242
300640,95099
300650,257684
300660,1296329
300670,37927329
300691,74433
300692,1637575
310100,10532381
310210,118614909
310221,3586823
310229,32633483
310250,115643
310290,582279
310311,438040
310420,3226665
310430,25207
310490,2189935
310510,4364468
310520,97931453
310530,8068235
310540,7390
310559,7967704
310560,75687861
310590,25378970
320120,16500
320190,15000
320290,46336
320300,209278
320411,234195
320412,78298
320413,126076
320414,169256
320415,1016563
320416,169193
320417,1747364
320419,1233200
320420,115264
320490,1313106
320500,165783
320611,1857341
320619,600648
320620,30418
320641,110122
320642,16274
320649,1397279
320650,56278
320710,105856
320720,94889
320740,676696
320810,2848085
320820,3114666
320890,6997568
320910,4073428
320990,4455359
321000,716389
321100,593321
321210,59267
321290,572628
321310,98306
321390,54703
321410,1704239
321490,2912735
321511,2413924
321519,5589206
321590,583984
330113,1212
330119,591866
330124,119770
330125,15923
330129,205182
330130,1201
330190,1576634
330210,17296945
