Commodity Code,Trade Value (US$)
1,747904238
2,1173408829
3,1567656092
4,340657183
5,53839967
6,100053686
7,1002757995
8,4190129962
9,120681274
10,3787448692
11,1376621959
12,208913726
13,27128690
14,14857077
15,502936863
16,6601964020
17,2235565491
18,37768066
19,1721312720
20,2139562554
21,2505382717
22,1920661672
23,2232788343
24,167383381
25,864480756
26,94681786
27,6185945836
28,699617384
29,3582432881
30,576175261
31,183566814
32,589522369
33,2028096872
34,931795501
35,883171191
36,11008494
37,9687453
38,1568642379
39,11966116807
40,15638532481
41,517832492
42,358651859
43,132782991
44,2282310601
45,746135
46,7933376
47,201305364
48,1398996230
49,55685047
50,5899377
51,20856105
52,331557392
53,18587404
54,589634347
55,1004558425
56,558776246
57,125347720
58,163409562
59,131635343
60,342192089
61,1444863651
62,705400586
63,435631858
64,511813929
65,59742421
66,2763313
67,21900227
68,535983742
69,643285561
70,701879401
71,18212406311
72,1061956753
73,4090287011
74,2279325495
75,11605643
76,1890256373
78,21344455
79,66488977
80,190321396
81,59616841
82,534130514
83,741877724
84,38048770660
85,34402785282
86,109869307
87,24341545623
88,2606778726
89,583420687
90,4750995236
91,554539840
92,16504149
93,31793710
94,1546734161
95,726039957
96,601584898
97,4117644
101,252914
102,210828522
103,510949037
104,2246797
105,20845498
106,2781467
202,426059
203,105388693
204,902
206,6036263
207,920840762
208,1610986
209,211007
210,138894154
301,23533278
302,51132860
303,130964082
304,210311921
305,72400740
306,781150898
307,284887342
308,13274967
401,122857026
402,31186496
403,119667913
404,7410055
405,1415789
406,4166464
407,21628882
408,11628269
409,17895433
410,2800852
501,391719
502,3852
504,17347204
505,8913686
506,6827995
507,10743
508,2377335
510,531982
511,17435447
601,2922933
602,39560097
603,48093059
604,9477595
701,166228
702,498830
703,18014673
704,708096
705,1145179
706,1335232
707,268248
708,1385631
709,108209384
710,118263397
711,2808498
712,17263954
713,35759179
714,696931460
801,204484622
802,85429785
803,16104252
804,578856727
805,32521039
806,13597954
807,3445755
808,2045559
809,126764
810,2716346954
811,259339499
812,3139384
813,274068414
814,623247
901,3020945
902,23853370
903,25288
904,17106031
905,869681
906,341081
907,26420
908,42620
909,505358
910,74890476
1001,19601
1002,3997
1003,40867
1004,9964
1005,70659335
1006,3710030903
1007,631345
1008,6052676
1101,12417068
1102,172626015
1103,665091
1104,2076712
1105,1144966
1106,28537335
1107,73928
1108,1158953719
1109,127120
1201,1068263
1202,1138011
1203,21393733
1204,14734
1206,233174
1207,32590391
1208,303762
1209,132862608
1210,8911
1211,14767320
1212,3712271
1213,778371
1214,42172
1301,16111086
1302,11017603
1401,3353218
1404,11503858
1501,32119
1502,19941
1503,5039
1504,21417413
1505,31077
1506,156305
1507,102933998
1508,99747
1509,125872
1510,46246
1511,157899081
1512,7638488
1513,54043733
1514,498697
1515,65955928
1516,37361753
1517,8160804
1518,29703721
1520,13389736
1521,1950027
1522,1467128
1601,50200851
1602,2636278154
1603,15656053
1604,3103490353
1605,796338607
1701,1762269262
1702,265068045
1703,61039530
1704,147188652
1801,8420
1803,128570
1804,3627
1805,1113833
1806,36513614
1901,428987675
1902,599455290
1903,37078508
1904,192491130
1905,463300115
2001,15488807
2002,1366641
2003,11829075
2004,33220281
2005,331778189
2006,231324580
2007,35517170
2008,918280163
2009,560757644
2101,135046745
2102,24060423
2103,847714181
2104,72137514
2105,88878762
2106,1337545089
2201,23373094
2202,1605449374
2203,93614924
2204,40950216
2205,132496
2206,5845306
2207,13925823
2208,134098820
2209,3271615
2301,168034114
2302,4135816
2303,30270430
2304,21509350
2305,4632
2306,2380332
2307,96634
2308,19829386
2309,1986527644
2401,31510489
2402,135222025
2403,650866
2501,20135166
2502,29
2503,502268
2504,36946
2505,619808
2506,38715
2507,3319521
2508,13959993
2509,15319
2510,22793
2511,10885973
2512,132725
2513,49458
2514,1250
2515,141354
2516,544417
2517,8936330
2518,14494764
2519,85229
2520,160830741
2521,795791
2522,24645025
2523,553597462
2524,38957
2525,21794
2526,1762802
2528,65433
2529,26296643
2530,22504032
2601,10435235
2602,7264143
2603,365446
2604,79984
2605,4314
2606,29431
2607,1
2608,71550
2609,95
2610,1132
2611,3
2612,1
2613,54054888
2614,8156926
2615,762222
2616,71164
2617,665722
2618,48297
2619,5349705
2620,4430475
2621,2891042
2701,9862997
2703,743
2704,9942
2705,20
2706,8975
2707,528968926
2709,394933671
2710,4686979054
2711,143157011
2712,46973968
2713,144101704
2714,454208
2715,15783021
2716,214711589
2801,5389781
2802,2026329
2803,103611076
2804,9491525
2805,55612429
2806,1452004
2807,9126142
2808,1674688
2809,930857
2810,4987
2811,54082850
2812,173874
2813,248813
2814,1024581
2815,25504296
2816,48171
2817,30516143
2818,1207554
2819,137274
2820,191870
2821,524945
2822,1571
2823,216145
2824,12407982
2825,31375170
2826,43632053
2827,9203693
2828,930225
2829,83978
2830,332867
2831,54586
2832,40511854
2833,21573521
2834,5083589
2835,101440123
2836,42165594
2837,7726
2839,9524831
2840,214742
2841,335065
2842,2945424
2843,2105052
2844,1145922
2845,14
2846,9594214
2847,58776830
2849,234193
2850,1099
2852,1278293
2853,1460815
2901,193318938
2902,945906676
2903,71067046
2904,1976696
2905,205617022
2906,1634884
2907,313651506
2908,104344
2909,74920681
2910,240861969
2912,761693
2914,158203350
2915,9943942
2916,175596889
2917,443269029
2918,187086748
2919,41391
2920,2041842
2921,9635789
2922,208192035
2923,4074277
2924,8294426
2925,1100222
2926,25306091
2927,5236390
2928,789304
2929,3542981
2930,6884670
2931,101894321
2932,13873545
2933,74448180
2934,1534082
2935,850
2936,25530246
2937,227063
2938,15239891
2939,347974
2940,34117007
2941,14223984
2942,1934892
3001,625861
3002,26033138
3003,22305703
3004,401949914
3005,59620327
3006,65640315
3101,3281271
3102,79615616
3103,7647346
3104,2740844
3105,90281734
3201,68847
3202,6940844
3203,2559824
3204,157708364
3205,167413
3206,68354257
3207,22412745
3208,154095036
3209,40801502
3210,4074305
3211,14641931
3212,7808592
3213,2404583
3214,75305948
3215,32178170
3301,14026526
3302,107405039
3303,19652779
3304,591432347
3305,728085615
3306,318637730
3307,248856832
3401,343815056
3402,425107092
3403,55469401
3404,63241886
3405,7107809
3406,24124110
3407,12930143
3501,323392
3502,146168
3503,8476141
3504,30672685
3505,761557750
3506,60368792
3507,21626258
3601,257611
3603,6345643
3604,2880838
3605,70319
3606,1454081
3701,2601047
3702,2517696
3703,378467
3704,9146
3705,1111
3706,570022
3707,3609961
3801,397218
3802,36254981
3803,71360
3804,157115
3805,249015
3806,712456
3807,211658
3808,226179916
3809,68833861
3810,14962981
3811,9678602
3812,27106562
3813,1124897
3814,14043219
3815,422141861
3816,10557824
3817,54216641
3818,72865023
3819,8521212
3820,8875802
3821,272087
3822,47373403
3823,100809753
3824,438390004
3825,3081089
3826,1553825
3901,2907531358
3902,1146691730
3903,504675450
3904,464371501
3905,9462783
3906,164439362
3907,1962291343
3908,199689828
3909,69232804
3910,219432468
3911,123600141
3912,125083141
3913,14563112
3914,696018
3915,59957015
3916,2602623
3917,111444377
3918,40429214
3919,139411995
3920,894380573
3921,284165262
3922,16829412
3923,1306820577
3924,209187735
3925,38111261
3926,951015711
4001,3525149550
4002,2434178239
4003,18010997
4004,4731087
4005,241942037
4006,2903340
4007,301043819
4008,36151981
4009,317723244
4010,120820427
4011,5297756748
4012,59297335
4013,76607408
4014,224781627
4015,2354596239
4016,601666614
4017,21171784
4101,2522432
4102,1462
4103,1373673
4104,52421009
4105,1693512
4106,41443923
4107,386766690
4112,394580
4113,19507037
4114,11622350
4115,85819
4201,2124972
4202,251643007
4203,56627181
4205,48237923
4206,18774
4301,1211
4302,128173283
4303,871430
4304,3737066
4401,180249835
4402,7706746
4403,6775374
4404,228
4405,237941
4407,933144501
4408,6426038
4409,8491110
4410,331263983
4411,618447008
4412,54870031
4413,34921
4414,13020393
4415,9874676
4416,187691
4417,290053
4418,39976594
4419,35134970
4420,18962092
4421,17216403
4501,511770
4502,1177
4503,7366
4504,225820
4601,5548287
4602,2385089
4701,253683
4702,53649564
4703,55262421
4705,6738
4706,67363558
4707,24769398
4801,5357916
4802,443890440
4803,4708853
4804,38952470
4805,291818230
4806,12214660
4807,2301962
4808,6808121
4809,20664418
4810,21776283
4811,126262112
4812,19754717
4813,314479
4814,494966
4816,18254567
4817,5158815
4818,61330903
4819,230914766
4820,6193907
4821,28623104
4822,3620687
4823,49579842
4901,18922119
4902,667485
4903,2755418
4904,451
4905,259175
4906,354539
4907,2411252
4908,8213471
4909,504980
4910,1052492
4911,20543661
5001,8241
5002,3
5003,731375
5004,343586
5005,2391760
5006,11207
5007,2413202
5102,29
5103,369976
5105,2054817
5106,561534
5107,15416574
5108,132
5109,64801
5110,66
5111,221293
5112,2166877
5201,117343
5202,3023905
5203,465578
5204,1861878
5205,29377537
5206,16853621
5207,1143614
5208,140262053
5209,98216996
5210,16673734
5211,19266432
5212,4294695
5302,3159
5303,48571
5305,13929711
5306,11236
5307,561
5308,116985
5309,4370346
5310,7290
5311,99541
5401,12461406
5402,323574802
5403,109618
5404,20115381
5405,1
5406,118895
5407,230761754
5408,2492487
5501,63694830
5502,786469
5503,460012961
5504,156799311
5505,1132978
5506,9455584
5507,51779
5508,2321649
5509,112796844
5510,8853428
5511,443998
5512,24727710
5513,85772361
5514,16518019
5515,35242235
5516,25948261
5601,85139214
5602,14208104
5603,271555014
5604,5323147
5605,35790
5607,55475735
5608,124004140
5609,3035099
5701,118701
5702,16967742
5703,97245237
5704,549409
5705,10466629
5801,775235
5802,991105
5803,146387
5804,40275946
5805,32417
5806,49156480
5807,10231715
5808,2803834
5809,17708
5810,57798265
5811,1180467
5901,7015000
5902,33292280
5903,34623096
5904,285967
5905,136583
5906,8387956
5907,1183697
5908,44484
5909,410133
5910,1785456
5911,44470686
6001,27720096
6002,5406820
6003,1679418
6004,39378707
6005,19587907
6006,248419139
6101,28926507
6102,8490655
6103,139671265
6104,85027172
6105,82109930
6106,17311687
6107,73045339
6108,178991265
6109,311431397
6110,182819345
6111,93795298
6112,31559875
6113,67996061
6114,14677922
6115,101287408
6116,13677388
6117,14045127
6201,49114214
6202,33482501
6203,87295452
6204,68366321
6205,49488493
6206,44228556
6207,6240375
6208,6212348
6209,14301396
6210,98682266
6211,41569829
6212,187050941
6213,3451402
6214,2121399
6215,239808
6216,7349515
6217,6205761
6301,12251300
6302,25951144
6303,4758424
6304,25823903
6305,132596438
6306,10513810
6307,189008253
6308,528665
6309,25291341
6310,8908574
6401,7391549
