Commodity Code,Trade Value (US$)
6402,146755251
6403,235067987
6404,77291976
6405,19919222
6406,25387941
6501,149354
6502,124110
6504,843408
6505,21263560
6506,32101142
6507,5260845
6601,2437616
6602,192794
6603,132902
6701,852
6702,5489952
6703,1115266
6704,15294155
6801,120004
6802,9811620
6803,27701
6804,119388175
6805,44751952
6806,8759152
6807,334775
6808,7528449
6809,79550867
6810,57778709
6811,182436908
6812,1729493
6813,16010840
6814,98772
6815,7656317
6901,207160
6902,41500107
6903,7490063
6904,1923774
6905,10046532
6906,213138
6907,98815543
6909,68013058
6910,207880784
6911,63767396
6912,97445056
6913,16917918
6914,29065025
7001,1602849
7002,2304359
7003,15600255
7004,1838045
7005,130111426
7006,1876443
7007,56788811
7008,690486
7009,69420684
7010,67457980
7011,10498266
7013,62057980
7014,623265
7015,13351180
7016,13713525
7017,850604
7018,2843292
7019,48887069
7020,201362872
7101,10825410
7102,946786558
7103,549369104
7104,45835300
7105,166115
7106,139582044
7107,4892
7108,13344955251
7109,120892
7110,23937587
7111,148688
7112,196991647
7113,2639393042
7114,3203988
7115,24285357
7116,42473465
7117,243359183
7118,967779
7201,24688
7202,21127074
7203,541687
7204,222298755
7205,34443563
7206,17835
7207,66245443
7208,9871308
7209,20079331
7210,105806671
7211,3081167
7212,6446437
7213,14802931
7214,64663852
7215,7680450
7216,123061978
7217,66329637
7218,598193
7219,156958418
7220,16592742
7221,191582
7222,7844191
7223,30103294
7224,5165315
7225,18020015
7226,2092940
7227,1049807
7228,25924061
7229,30893374
7301,11008175
7302,5188423
7303,1355561
7304,107620056
7305,4300146
7306,187308502
7307,241546727
7308,384252414
7309,29698760
7310,99243070
7311,226856890
7312,256360443
7313,3839116
7314,48545348
7315,62013578
7316,430077
7317,64004522
7318,440945011
7319,1533173
7320,86084630
7321,267708094
7322,3273675
7323,92859034
7324,31607110
7325,123584308
7326,1309120157
7401,4650317
7402,13800292
7403,261924208
7404,531981586
7405,133624
7406,10142806
7407,228837749
7408,560910682
7409,112859123
7410,55008018
7411,311296480
7412,36763515
7413,11689320
7415,4558706
7418,30204370
7419,104564692
7501,604445
7502,885910
7503,3877960
7504,237429
7505,778864
7506,18128
7507,298082
7508,4904820
7601,175846717
7602,134129546
7603,21596
7604,36812253
7605,23162914
7606,452534195
7607,187026014
7608,19399978
7609,11459665
7610,369562280
7611,872874
7612,77888980
7613,1457650
7614,2928818
7615,191615605
7616,205537280
7801,14714215
7802,1154636
7804,216443
7806,5259159
7901,17605036
7902,16405260
7903,12869823
7904,340889
7905,3092335
7907,16175633
8001,122272206
8002,3957990
8003,27867275
8007,36223924
8101,4134765
8102,1299053
8103,45370434
8104,1888303
8105,247692
8106,257500
8108,1965105
8109,348
8110,4202276
8112,150882
8113,100479
8201,9110815
8202,78836829
8203,8839567
8204,3833474
8205,23804461
8206,5369925
8207,341563290
8208,18831739
8209,10656099
8210,507351
8211,22050090
8212,2548897
8213,153845
8214,1852850
8215,6171275
8301,121985315
8302,415575508
8303,8794608
8304,3247595
8305,8814300
8306,15700972
8307,3033858
8308,10189083
8309,119860067
8310,5471286
8311,29205127
8401,3209
8402,28627894
8403,4380643
8404,2174955
8405,12687528
8406,4398656
8407,1621387788
8408,1000925162
8409,1046332318
8410,68401
8411,378649065
8412,123881522
8413,653773189
8414,1740671230
8415,5251843349
8416,2127243
8417,27247302
8418,2101313702
8419,280735224
8420,3492950
8421,671154583
8422,171997865
8423,7735150
8424,109248614
8425,25963551
8426,52569290
8427,31199979
8428,301762728
8429,355838051
8430,25624811
8431,221794595
8432,58774115
8433,282460806
8434,1665937
8435,1481227
8436,8941049
8437,35617472
8438,12803671
8439,3671879
8440,564746
8441,14480758
8442,3292495
8443,3124583934
8444,633812
8445,8946418
8446,2461881
8447,8675942
8448,5378608
8449,145715
8450,1156877433
8451,81588466
8452,145033619
8453,3905311
8454,32442355
8455,47136439
8456,75080566
8457,9039482
8458,95405992
8459,7815998
8460,70172038
8461,8707389
8462,25040704
8463,1856204
8464,12528552
8465,7643137
8466,72385031
8467,89069044
8468,16253243
8470,55303871
8471,11794825001
8472,55398103
8473,2155876686
8474,59378945
8475,649366
8476,4571022
8477,137276621
8478,5699169
8479,131302716
8480,164130884
8481,678697341
8482,525870432
8483,296173116
8484,66490320
8486,96088716
8487,28866291
8501,702568066
8502,176639819
8503,101591967
8504,1927820488
8505,103896482
8506,92852386
8507,316153949
8508,68488326
8509,33285521
8510,34789923
8511,430217469
8512,493019148
8513,4915010
8514,15825184
8515,80231257
8516,1001814496
8517,4854577930
8518,499801101
8519,11510641
8521,11333255
8522,112575641
8523,366898688
8525,1423742863
8526,69410653
8527,493302958
8528,1139976101
8529,887238647
8530,12228609
8531,304244486
8532,345770219
8533,216580341
8534,1309552625
8535,111348156
8536,1632910336
8537,2178412159
8538,196768167
8539,32982685
8540,48060451
8541,2546974966
8542,7155510961
8543,1293596852
8544,1185828889
8545,29014822
8546,30384894
8547,121176490
8548,196961181
8602,321498
8603,146
8604,612562
8606,55881
8607,846636
8608,202225
8609,107830356
8701,352229315
8702,18188823
8703,8300741170
8704,5017608793
8705,6862877
8706,1560159
8707,40053130
8708,6697626333
8709,9604133
8710,1238445353
8711,2000517665
8712,31816154
8713,9574954
8714,578614206
8715,61459
8716,38041092
8801,200508
8802,2312846278
8803,287152944
8804,6294666
8805,284328
8901,139371798
8902,2523012
8903,17632202
8904,61039502
8905,336271901
8906,9440810
8907,17138450
8908,3008
9001,996473872
9002,423409902
9003,29970166
9004,121746905
9005,2491228
9006,136392383
9007,2024432
9008,86078
9010,651679
9011,6837950
9012,1012282
9013,918584682
9014,3521373
9015,58330297
9016,319633
9017,66219380
9018,645767230
9019,19155495
9020,1853279
9021,58051358
9022,26564673
9023,9490829
9024,4558091
9025,94826909
9026,88515658
9027,72152388
9028,21895145
9029,170256925
9030,107341341
9031,128154751
9032,445676693
9033,88662213
9101,17949502
9102,331362961
9103,35392
9104,127849
9105,13326937
9106,1743892
9107,205058
9108,114502
9109,1931517
9110,25451688
9111,30334831
9112,2479194
9113,50258447
9114,79218063
9201,276946
9202,283395
9205,233583
9206,10587665
9207,352782
9208,666796
9209,4102979
9301,11508332
9303,1591821
9304,319753
9305,227664
9306,18122002
9307,24136
9401,577087038
9402,16162480
9403,647222294
9404,198521780
9405,93588256
9406,14152310
9503,231157865
9504,1343976
9505,44514165
9506,387157983
9507,61036220
9508,829745
9601,298909
9602,365897
9603,78534077
9604,1408236
9605,529598
9606,35670401
9607,16907916
9608,32969707
9609,20073949
9610,193644
9611,1788298
9612,1199216
9613,23730831
9614,5778
9615,26487704
9616,10153995
9617,69768491
9618,2224962
9619,273153684
9620,6119595
9701,1846890
9702,50129
9703,2146185
9704,53707
9705,20731
10121,19007
10129,233406
10130,403
10190,96
10221,65058722
10229,109143857
10231,22256572
10239,14369370
10310,163810867
10391,13160397
10392,333977772
10410,3331
10420,2243466
10511,6776677
10513,291566
10514,152
10515,4136
10594,12691607
10599,1081358
10611,146047
10614,8208
10619,992802
10620,128912
10632,8777
10639,272071
10641,935
10649,161063
10690,1062647
20210,18473
20220,12558
20230,395028
20311,6140072
20312,638839
20319,88456660
20321,2750450
20322,3206993
20329,4195676
20442,902
20621,4780
20629,1255175
20630,9134
20641,75564
20649,4691609
20711,569260
20712,10328972
20713,13606796
20714,877999735
20726,58385
20727,44
20741,346
20742,7312402
20744,10125
20745,10947980
20755,6711
20830,176
20840,299
20850,1350994
20890,259516
20910,41519
20990,169487
21019,430265
21092,224
21093,1713260
21099,136750402
30111,18181448
30119,256138
30192,1106
30193,6062
30194,25
30199,5088497
30211,4517
30213,22683
30214,63636
30219,16480
30229,480
30231,0
30232,70088
30233,4477
30239,1356361
30243,1524161
30244,396229
30246,209
30247,95
30249,16338465
30259,5547016
30271,1812799
30272,2959665
30273,2815690
30274,12039
30279,200208
30282,4196
30289,17773122
30291,87642
30299,122593
30311,6999
30312,3269475
30313,49046
30314,158015
30323,4224628
30324,2719302
30325,12193687
30329,544429
30331,180673
30339,752734
30341,134984
30342,27474016
30343,3462918
30344,151183
30349,127951
30351,48
30353,127158
30354,1185678
30355,59113
30356,39938
30357,585694
30359,5885648
30369,1
30382,20375
30383,19904
30389,65306070
30391,248916
30392,11
30399,2035474
30431,534
30432,318
30441,13036
30445,109790
30446,117
30449,50741
30451,1520362
30452,682
30459,260318
30461,409495
30462,1545697
30463,11798
30469,1546492
30471,456224
30474,384053
30475,854112
30479,346005
30481,43511449
30482,9270717
30483,1496378
30484,140180
30485,315
30486,65128
30487,17199313
30489,28252285
30491,40
30492,670
30493,2063900
30495,104341
30499,100697415
30510,424455
30520,2583782
30539,2253165
30541,662087
30543,3530109
30544,2831920
30549,3264789
30552,502673
30554,11188361
30559,42289812
30564,1572
30569,1311957
30571,281542
30572,998422
30579,276086
30611,460594
30612,12899
30614,20574896
30615,27
30616,12598702
30617,565756983
30619,630263
30631,1145201
30633,7954557
30636,100957208
30639,3952687
30693,90157
30695,66181730
30699,834989
30711,2773
30722,46716
30729,12
30731,26700
30732,32765
30739,259067
30742,8717371
30743,197561882
30749,6315566
30751,5330358
30752,47835961
30759,265
30760,187837
30771,9941875
30772,4612186
30784,7
30791,2015039
30792,2000935
30799,17
30819,13901
30822,14
30830,12853934
30890,407117
40110,4153393
40120,107273832
40140,8822768
40150,2607032
40210,11915736
40221,6869997
40229,2803983
40291,33406
40299,9563371
40310,78621195
40390,41046717
40410,5075808
40490,2334246
40510,1037017
40520,28599
40590,350172
40610,81531
40620,86373
40630,113464
40640,13136
40690,3871958
40711,221497
40719,1296
40721,21166818
40729,151338
40790,87931
40811,22479
40819,1853273
40891,4153
40899,9748362
40900,17895433
41000,2800852
50100,391719
50210,295
50290,3556
50400,17347204
50510,8816479
50590,97207
50610,3955445
50690,2872549
50790,10743
50800,2377335
51000,531982
51110,7812
51191,16052269
51199,1375366
60110,702092
60120,2220841
60210,6188000
60220,3738282
60240,4498
60290,29629316
60311,350939
60313,44392395
60314,9911
60319,416446
60390,2923366
60420,2243502
60490,7234093
70110,120562
70190,45665
70200,498830
70310,15715388
70320,2177469
70390,121815
70410,124688
70420,3312
70490,580095
70511,155286
70519,887238
70529,102654
70610,914510
70690,420722
70700,268248
70810,179829
70820,224757
70890,981043
70920,4214279
70930,120670
70940,36747
70951,1683281
70959,2018811
70960,21099895
70970,1768
70992,25193
70993,154780
70999,78853956
71010,45474
71021,53636
71022,14858502
71029,54364992
71030,22906
71040,20938823
71080,19939860
71090,8039201
71120,112117
71140,176439
71151,179889
71159,6417
71190,2333634
71220,63563
71231,160760
71232,5795269
71233,647248
71239,890680
71290,9706432
71310,66984
71320,6382
71331,23841080
71332,3922721
71333,1307511
71334,30085
71335,18639
71339,4639880
71340,152270
71360,46946
71390,1726675
71410,689584526
71420,254253
71430,1405
71440,1055288
71450,53164
71490,5982821
80111,1801765
80112,65228006
80119,121291320
80121,1978
80122,180620
80131,4287958
80132,11692973
80211,605605
80212,258535
80222,19385
80231,316638
80241,1443
80242,42347
80251,23378
80252,57973
80261,1689651
80262,512354
80280,75023231
80290,6879241
80310,11046
80390,16093205
80410,888177
80420,3656
80430,7517238
80440,59567
80450,570388086
80510,792654
80521,1010582
80529,566370
80540,22506912
80550,6756717
80590,887802
80610,1113983
80620,12483970
80711,974387
80719,458584
80720,2012783
80810,1827681
80830,161022
80840,56855
80921,5320
80929,99227
80930,13219
80940,8996
81010,66699
81020,38477
81030,205
81040,55914
81050,59535
81060,2072974444
81070,49266
81090,643102410
81110,3047051
81120,13332
81190,256279116
81210,10597
81290,3128787
81310,53486
81320,750191
81330,154965
81340,271252588
81350,1857182
81400,623247
90111,1908569
90112,1709
90121,1024594
90122,41298
90190,44773
90210,15101260
90220,2019235
90230,3239510
90240,3493363
90300,25288
90411,3169624
90412,1500655
90421,3680946
90422,8754805
90510,574534
90520,295146
90611,206424
90619,122670
90620,11986
90710,26419
90720,0
90811,1312
90812,1
90821,1874
90822,449
90831,38980
90832,0
90921,410437
90922,4729
90931,86
90961,33577
90962,56528
91011,60515652
91012,541258
91020,858
91030,2809655
91091,4733525
91099,6289525
100119,38
100191,113
100199,19448
100290,3997
100390,40867
100490,9964
100510,68409933
100590,2249402
100610,772
100620,105618480
100630,3292166916
100640,312244733
100790,631345
100821,22406
100829,55143
100850,6294
100890,5968832
110100,12417068
110220,1478191
110290,171147824
110311,399889
110313,64237
110319,198849
110320,2114
110412,30143
110419,267260
110422,78858
110423,142975
110429,1541606
110430,15868
110510,1001622
110520,143343
110610,1937139
110620,22827307
110630,3772888
110710,67674
110720,6254
110811,106213
110812,372212
110813,489214
110814,1140642962
110819,11456159
110820,5886957
110900,127120
120190,1068263
120230,1565
120241,972678
120242,163766
120300,21393733
120400,14734
120600,233174
120710,3086258
120721,749
120729,12000
120740,6548644
120750,2517
120770,4503410
120799,18436810
120810,25997
120890,277764
120923,600
120929,2922786
120930,7707109
120991,108443614
120999,13788497
121020,8911
121120,11459
121190,14755861
121221,1009290
121229,552461
121292,24
121293,112750
121299,2037743
121300,778371
121490,42172
130120,535135
130190,15575951
130211,555
130212,1412
130213,69527
130214,275
130219,3138779
130220,354628
130231,1928365
130232,423215
130239,5100843
140110,2291687
140120,60702
140190,1000829
140420,23897
140490,11479961
150110,285
150120,90
150190,31743
150290,19941
150300,5039
150410,1068013
150420,20349399
150500,31077
150600,156305
150710,28892425
150790,74041573
150810,138
150890,99609
150910,105212
150990,20659
151000,46246
151110,114342121
151190,43556960
151211,128174
151219,7480412
151229,29901
151311,3624663
151319,6108695
151321,30591090
151329,13719283
151411,93588
151419,356618
151491,18917
151499,29572
151511,78
151519,91389
151521,1
151529,14773
151530,4981244
151550,3533064
151590,57335377
151610,10724
151620,37351028
151710,2369487
151790,5791317
151800,29703721
152000,13389736
152110,1208537
152190,741490
152200,1467128
160100,50200851
160210,14088523
160220,1049538
160231,757349
160232,2435097633
160239,130890947
160241,3085316
160242,202983
160249,49768989
160250,824242
160290,512631
160300,15656053
160411,119619470
160412,1169889
160413,160282612
160414,2372962547
160415,73479362
160416,1378719
160417,1274908
160418,392015
160419,92265440
160420,280367480
160432,297906
160510,18210958
160521,256378107
160529,446435632
160530,30
160540,14050
160551,40909
160552,2464328
160553,1205440
160554,55812129
160555,5148241
160556,8629487
160557,4788
160558,51742
160559,1886961
160569,55800
170112,3433
170113,5699506
170114,879166415
170191,5872728
170199,871527177
170211,106689
170219,473529
170220,131635
170230,42385841
170240,1167740
170250,330
170260,1501566
170290,219300712
170310,59255412
170390,1784118
170410,3372902
170490,143815749
180100,8420
180310,128570
180400,3627
180500,1113833
180610,18445158
180620,7550969
180631,2806824
180632,729043
180690,6981618
190110,97721143
190120,24471738
190190,306794793
190211,5511581
190219,147323956
190220,87434273
190230,359185478
190300,37078508
190410,91155037
190420,4886694
190430,22
190490,96449376
190510,126032077
190520,969429
190531,97567522
190532,23270374
190540,7712166
190590,207748544
200110,19017
200190,15469789
200210,127261
200290,1239380
200310,380462
200390,11448613
200410,5210371
200490,28009909
200510,4291243
200520,12069464
200540,5657097
200551,1610604
200559,1441367
200560,195350
200570,9837
200580,216274687
200591,17260429
200599,72968106
200600,231324580
200710,24820733
200791,219859
200799,10476577
200811,33096088
200819,96119317
200820,348470049
200830,18551530
200840,6827304
200850,38031
200860,154674
200870,35816710
200880,2724696
200893,1030756
200897,105274894
200899,270176109
200911,1944523
200912,3664780
200919,10866664
200921,0
200929,839245
200931,95474
200939,8941351
200941,1505806
200949,63640514
200950,309238
200961,33708
200969,5269477
200971,425009
200979,4584746
200981,8424758
200989,321686019
200990,128526324
210111,25181538
210112,74469333
210120,32516715
210130,2879157
210210,3172712
210220,9611636
210230,11276074
210310,34566979
210320,9004433
210330,2086106
210390,802056661
210410,52744955
210420,19392559
210500,88878762
210610,2628865
210690,1334916224
220110,4706660
220190,18666433
220210,64292753
220291,30301
220299,1541126319
220300,93614924
220410,4550210
220421,34837827
220422,37386
220429,1524767
220430,24
220510,118027
220590,14468
220600,5845306
220710,13001623
220720,924200
220820,44290229
220830,55773097
220840,1570142
220850,2297018
220860,1554058
220870,4268175
220890,24346098
220900,3271615
230110,920115
230120,167113999
230210,1969971
230230,2891
230240,1026104
230250,1136849
230310,26562029
230320,3665760
230330,42640
230400,21509350
230500,4632
230610,1397
230630,145998
230649,252357
230650,781871
230660,987900
230690,210806
230700,96634
230800,19829386
230910,1657661980
230990,328865664
240110,16676265
240120,14514981
240130,319242
240210,344825
240220,134877193
240290,7
240319,483105
240391,386
240399,167373
250100,20135166
250200,29
250300,502268
250410,23931
250490,13014
250510,252695
250590,367113
250610,33724
250620,4990
250700,3319521
250810,3016846
250830,167419
250840,10494102
250850,243774
250870,37850
250900,15319
251010,10421
251020,12371
251110,10885973
251200,132725
251310,3319
251320,46139
251400,1250
251511,24779
251512,116558
251520,16
251611,9718
251612,379079
251620,5041
251690,150578
251710,5071047
251720,498
251741,2059
251749,3862725
251810,13573435
251820,409868
251830,511460
251910,1
251990,85228
252010,111050567
252020,49780174
252100,795791
252210,21196251
252220,2938264
252230,510509
252310,295550908
252321,10788323
252329,190029067
252330,11746
252390,57217415
252490,38957
252510,2324
252520,19468
252530,1
252620,1762802
252800,65433
252910,24155877
