CommodityCode,ValueUSD
1,201224657
2,955630153
3,701138940
4,1059135936
5,38026127
6,69302613
7,657910791
8,705239153
9,230965556
10,374518587
11,173070196
12,145504751
13,51018447
14,17445143
15,1572162721
16,461257520
17,263159056
18,522944425
19,577619993
20,377528363
21,1048475244
22,2472769318
23,156900257
24,625326759
25,477303131
26,51695403
27,49086880201
28,1176843898
29,7108811360
30,3604153685
31,14719446
32,926178200
33,4240926919
34,785821521
35,425396255
36,19377993
37,359825849
38,4236000289
39,7184496276
40,1100341110
41,46745716
42,1682356525
43,4804121
44,287539181
45,2266490
46,4190416
47,316994395
48,1491999971
49,298329263
50,3992170
51,6948035
52,25999847
53,1608847
54,55369198
55,202716932
56,152767956
57,40750140
58,18761542
59,124173200
60,71737774
61,884996698
62,1155622131
63,1164852079
64,593804936
65,79999402
66,5553481
67,9396603
68,601199025
69,209604442
70,1136986264
71,22587085680
72,1796963560
73,3225330879
74,661125419
75,615931529
76,1390648339
78,35949756
79,293363751
80,203091395
81,129615294
82,697402129
83,350003899
84,52872392021
85,1.08685E+11
86,174053691
87,3817051588
88,6503538818
89,94976227
90,12791799145
91,1628753696
92,54329737
93,1194775
94,1013423463
95,559540281
96,286194324
97,330828697
99,2885674165
101,4838096
105,177610706
106,18775853
201,97926469
202,133074232
203,311376148
204,86634045
206,27382603
207,280201367
208,1562576
209,2064344
210,15408366
301,22131602
302,138812478
303,129143753
304,112515601
305,43091150
306,159955575
307,73514325
308,21974453
401,132555893
402,364331953
403,54919179
404,92045979
405,90737765
406,110196241
407,135686286
408,1648133
409,23105360
410,53909143
501,133631
502,8527
504,11272064
505,57
508,44259
511,26567586
601,13831
602,32610181
603,31992736
604,4685863
701,26450618
702,35942176
703,86865823
704,77577713
705,26446626
706,29577074
707,13523055
708,21082719
709,206632176
710,49212576
711,2420636
712,24220179
713,24806258
714,33153155
801,56614252
802,67158443
803,32361581
804,72688951
805,91248153
806,57021758
807,37242482
808,88866465
809,38105034
810,147080887
811,6649945
812,150533
813,9974776
814,75888
901,60852051
902,47353583
903,421692
904,25791696
905,1094110
906,2957950
907,18315847
908,25752780
909,5247451
910,43178392
1001,69628094
1003,667143
1004,945901
1005,2706119
1006,299024319
1007,15730
1008,1531277
1101,51722392
1102,8455954
1103,1633552
1104,10188192
1105,896301
1106,12536483
1107,33878480
1108,50851987
1109,2906852
1201,14272124
1202,8948113
1203,104628
1204,307316
1206,1414853
1207,12563819
1208,4107549
1209,6405391
1210,258636
1211,81978046
1212,13033805
1213,624525
1214,1485940
1301,16700382
1302,34318064
1401,5433447
1404,12011695
1501,105634
1502,477314021
1504,29476786
1505,17152
1506,20001
1507,16377807
1508,799406
1509,18486325
1510,808417
1511,131939947
1512,48763381
1513,31430303
1514,16076499
1515,131970010
1516,24466212
1517,50460014
1518,588116670
1520,3901024
1521,1463265
1522,169836
1601,19579567
1602,184059406
1603,8394631
1604,151571387
1605,97652528
1701,115702962
1702,91876386
1703,558248
1704,55021459
1801,227208995
1802,16978
1803,60808962
1804,41703856
1805,18093583
1806,175112049
1901,94509909
1902,126772996
1903,2897852
1904,44065972
1905,309373263
2001,7001362
2002,6932200
2003,17692581
2004,41698520
2005,97355264
2006,8746878
2007,14339312
2008,110021748
2009,73740493
2101,100355030
2102,11080096
2103,168640226
2104,25136434
2105,51322067
2106,691941388
2201,37616720
2202,220739609
2203,112621751
2204,540288136
2205,729058
2206,46389885
2207,45021143
2208,1460868856
2209,8494157
2301,1443763
2302,15850846
2303,733370
2304,7878447
2306,207617
2307,24086
2308,1985420
2309,128776703
2401,70826214
2402,535437982
2403,19062562
2501,23196433
2502,1523655
2503,98372
2504,961471
2505,105052579
2506,1848392
2507,1743459
2508,9406636
2509,35279
2510,46334
2511,213803
2512,2054636
2513,1635733
2514,97056
2515,2858525
2516,1117475
2517,145693491
2518,628404
2519,3728513
2520,2209412
2521,3245063
2522,14393596
2523,147175693
2525,343645
2526,5889869
2529,818220
2530,1287372
2601,8635
2602,21820
2603,15240
2604,263458
2606,2316079
2608,7496
2609,1700592
2610,3019
2611,3420006
2616,247378
2618,42278402
2619,880935
2620,171823
2621,360514
2701,34012338
2702,8418
2703,575951
2704,656083
2705,25912
2706,79446
2707,202089097
2709,14376394884
2710,31234549723
2711,3209459182
2712,22025641
2713,4468236
2714,857511
2715,1677569
2716,202
2801,15522905
2802,901321
2803,18692716
2804,198947521
2805,14774426
2806,7594492
2807,13945349
2808,6286088
2809,19607643
2810,880233
2811,79838738
2812,48106616
2813,13893373
2814,25632902
2815,44881300
2816,3942126
2817,13447810
2818,4865396
2819,630875
2820,26526318
2821,1472956
2822,1691678
2823,1854846
2824,291705
2825,29758843
2826,19156046
2827,47260333
2828,6236965
2829,4934993
2830,931731
2831,547558
2832,1665341
2833,24795719
2834,1368149
2835,31290437
2836,17326586
2837,342498
2839,5028144
2840,1662431
2841,6670917
2842,8385616
2843,319474678
2844,10828450
2845,4918546
2846,5202904
2847,13406725
2849,11712764
2850,24130376
2852,1315137
2853,14262653
2901,273415948
2902,210047409
2903,71969268
2904,16145043
2905,428043239
2906,83223375
2907,44622833
2908,1897293
2909,552311182
2910,42938710
2911,2402325
2912,90081002
2913,76396
2914,133175788
2915,262322851
2916,151351260
2917,114650251
2918,104225589
2919,3962200
2920,22259225
2921,125938649
2922,106726589
2923,47294499
2924,34423150
2925,34867509
2926,23641183
2927,473530
2928,2898258
2929,38894047
2930,50335357
2931,77003328
2932,253805580
2933,2950221577
2934,186432241
2935,115514225
2936,270535065
2937,27021702
2938,9266088
2939,20707364
2940,18175755
2941,95885172
2942,9629289
3001,507299206
3002,855178024
3003,12049689
3004,1785750730
3005,106980869
3006,336895163
3101,350875
3102,7403953
3103,216105
3104,1856050
3105,4892460
3201,1060409
3202,7726383
3203,4559776
3204,241703042
3205,1016023
3206,87862383
3207,23665080
3208,170608246
3209,26185959
3210,11087439
3211,1660913
3212,13350496
3213,2863338
3214,70390170
3215,262438538
3301,154058583
3302,169838871
3303,650275479
3304,2892576145
3305,143331967
3306,51676432
3307,179169439
3401,227846009
3402,282019200
3403,135005021
3404,19591889
3405,107430668
3406,11466208
3407,2462523
3501,15256612
3502,29729337
3503,11892613
3504,49124421
3505,22472960
3506,140441332
3507,156478976
3602,5628614
3603,4747817
3604,7823553
3605,155454
3606,1022553
3701,37188799
3702,13332368
3703,1804698
3704,240291
3705,145339628
3706,8407
3707,161911654
3801,10528008
3802,28264782
3803,184469
3804,2267622
3805,1493945
3806,6801863
3807,149037
3808,201524378
3809,57973467
3810,35473245
3811,633136673
3812,35053239
3813,3532078
3814,19990630
3815,234981253
3816,10245898
3817,25307862
3818,1401033914
3819,10738573
3820,9875891
3821,83379305
3822,696944670
3823,345245028
3824,381125819
3825,275854
3826,472771
3901,2113326871
3902,636152179
3903,75449752
3904,101432535
3905,90266272
3906,135836929
3907,682160439
3908,64642541
3909,111703693
3910,77208020
3911,58946372
3912,27341700
3913,53789218
3914,69615505
3915,2261344
3916,30908139
3917,222124036
3918,39498758
3919,305692587
3920,436355637
3921,132969161
3922,6172174
3923,545267331
3924,165164143
3925,46797834
3926,953413093
4001,118337603
4002,179820546
4003,1902212
4004,379954
4005,20149213
4006,4323722
4007,1168254
4008,16387065
4009,75093616
4010,43656018
4011,207788352
4012,12773413
4013,1725676
4014,11050717
4015,110087531
4016,291893072
4017,3804139
4101,26306
4103,20372811
4104,318668
4106,1073988
4107,4579094
4112,20979
4113,19901965
4114,406627
4115,45274
4201,3284469
4202,1579023307
4203,64228600
