CommodityCode,ValueUSD
1,84660686
2,127166752
3,2958898886
4,677973537
5,52562589
6,40782236
7,900308088
8,816941354
9,353940457
10,951667554
11,269557108
12,1376037793
13,110231012
14,45899145
15,255235505
16,292005345
17,187818124
18,181391868
19,532678700
20,307386108
21,867258896
22,401049292
23,2105393535
24,290159211
25,340095894
26,296619704
27,34553739521
28,1872844494
29,3961792619
30,2251947183
31,1563681871
32,1399909121
33,1903838058
34,709390216
35,326338586
36,59631411
37,120039392
38,3649632723
39,8385085506
40,2489476997
41,508839483
42,727063755
43,311082224
44,501284910
45,1606978
46,4903431
47,652561223
48,1622654955
49,184932642
50,9872210
51,107204236
52,666804403
53,17274030
54,776280921
55,328391541
56,257123016
57,60187834
58,165026949
59,505687125
60,408783645
61,549467663
62,703822666
63,336361955
64,608300852
65,45341850
66,20270738
67,20325886
68,324838771
69,609210258
70,818861267
71,10948132326
72,10865603998
73,6257172102
74,3876440717
75,81079587
76,3216805431
78,222185632
79,421997710
80,104749545
81,88684156
82,1087631477
83,654634876
84,26943926161
85,38816151296
86,418169530
87,9573835946
88,1755977076
89,621435676
90,5787578949
91,689553679
92,43732006
93,2351407995
94,1211381603
95,360464505
96,427214210
97,53374463
101,3343863
102,52361573
103,2763214
104,1809198
105,22429851
106,1952984
201,17419764
202,51605330
203,657
204,13076300
206,34370066
207,6152539
208,464192
209,795588
210,3282312
301,10956495
302,269355761
303,1672773078
304,253519939
305,15965873
306,216035900
307,517121720
308,3170116
401,11186275
402,333934907
403,45703419
404,73246455
405,71804261
406,79545659
407,43758
408,6311488
409,3482654
410,52714656
501,53
502,373218
504,7126623
505,2825924
506,1623165
507,46441
508,579330
510,1641901
511,38345929
601,1093736
602,6380694
603,32533008
604,774797
701,25866384
702,526398
703,77067335
704,61754052
705,3853548
706,42144469
707,9890
708,2575015
709,78338117
710,12812847
711,2391977
712,287851140
713,37524672
714,267592237
801,122952973
802,84810200
803,3809668
804,18077205
805,63717299
806,139584301
807,5482337
808,241962179
809,22968184
810,71659148
811,27527897
812,6218025
813,7820604
814,351327
901,92159101
902,19601836
903,13910
904,208666152
905,138619
906,6096406
907,734446
908,2368861
909,7886191
910,16274932
1001,681112171
1002,12610
1003,92022953
1004,168693
1005,157465056
1006,14304750
1007,208679
1008,6372637
1101,68090082
1102,6732911
1103,558325
1104,5238246
1105,6307159
1106,3086852
1107,102227993
1108,61705582
1109,15609953
1201,1151960077
1202,57111536
1203,117
1204,263377
1205,867214
1206,11229327
1207,33811088
1208,245955
1209,25655104
1210,7247438
1211,20200994
1212,65827097
1213,15446
1214,1603015
1301,3966797
1302,106264214
1401,2689299
1404,43209846
1501,845738
1502,1119302
1503,37619
1504,13014389
1505,2117976
1506,619556
1507,46676
1508,29422
1509,17008087
1510,911819
1511,1947396
1512,29485105
1513,14968209
1514,3046504
1515,40766125
1516,58041221
1517,57273137
1518,11180977
1520,1334636
1521,1441577
1522,25
1601,2552197
1602,25044041
1603,455582
1604,209117639
1605,54835884
1701,424717
1702,84049491
1703,5107050
1704,98236865
1801,992708
1802,2131
1803,7847387
1804,337717
1805,39221631
1806,132990292
1901,264384012
1902,40867287
1903,961411
1904,48914113
1905,177551877
2001,3612066
2002,19066051
2003,9755081
2004,70939965
2005,18131301
2006,11332892
2007,7901013
2008,111609430
2009,55038306
2101,101171742
2102,26269214
2103,92877949
2104,11571411
2105,17259509
2106,618109068
2201,13106720
2202,31750358
2203,15239500
2204,59232812
2205,3892039
2206,12047169
2207,17330323
2208,245415565
2209,3034803
2301,202568038
2302,22330094
2303,144730383
2304,1179242242
2305,219
2306,167690209
2308,7635906
2309,381196440
2401,5965740
2402,283061932
2403,1131538
2501,13068716
2502,354200
2503,9649286
2504,4284424
2505,15781486
2506,4002063
2507,25510527
2508,33947524
2509,17027
2510,137874
2511,7935388
2512,1565574
2513,2939190
2514,25637
2515,17146829
2516,15122148
2517,10015749
2518,549803
2519,20319042
2520,3504703
2521,364928
2522,485659
2523,71659732
2524,14777156
2525,4541154
2526,48701015
2528,110073
2529,6623897
2530,6955074
2601,206413
2602,6288957
2603,27302
2604,89109
2605,11071
2606,6909913
2607,320025
2608,342508
2609,105080831
2610,573705
2613,77249883
2614,13389248
2615,71458092
2616,3393
2617,1887963
2618,889974
2619,3801786
2620,1377799
2621,6711723
2701,1323216943
2702,9909000
2703,3809092
2704,9641721
2706,383854
2707,458221808
2708,3868777
2709,20851285322
2710,5372330602
2711,5083330073
2712,39860885
2713,137174195
2714,1918553
2715,1933426
2716,1256855265
2801,725199
2802,3781602
2803,343212205
2804,157012989
2805,22027601
2806,1478577
2807,45054033
2808,14111149
2809,66769807
2810,3921504
2811,98721145
2812,3898165
2813,81798
2814,114134833
2815,44006049
2816,3387409
2817,51170461
2818,87252409
2819,6087464
2820,16927916
2821,9459615
2822,4386393
2823,7987167
2824,4679077
2825,41754639
2826,8897660
2827,34801194
2828,12073306
2829,15217839
2830,6010380
2831,7703388
2832,5035956
2833,56118091
2834,20145340
2835,94134917
2836,225689362
2837,5545519
2839,8937020
2840,9911995
2841,20707498
2842,10133825
2843,116396191
2844,8589697
2845,172831
2846,38614564
2847,1835681
2849,11900275
2850,1380489
2852,144683
2853,717563
2901,302979465
2902,235986651
2903,280141833
2904,6903749
2905,506488112
2906,55961875
2907,175522693
2908,2093609
2909,57682161
2910,24382518
2911,100829
2912,18143285
2913,18022
2914,116629258
2915,245424791
2916,137453531
2917,101866599
2918,72107786
2919,11107429
2920,22793882
