Commodity Code,Trade Value (US$)
2818,961205
2819,69920
2820,669361
2821,247952
2822,1976046
2823,1511022
2824,101243
2825,31340160
2826,3222863
2827,8950564
2828,1634331
2829,348467
2830,112693
2831,98056
2832,636375
2833,10720100
2834,4091151
2835,21742565
2836,44240089
2837,90055
2839,6092425
2840,5187173
2841,827481
2842,37134025
2843,1964930
2844,3182212
2845,135412
2846,238674834
2847,463350
2849,1490576
2850,4491736
2853,3098226
2901,273820606
2902,433898180
2903,7001928
2904,667043
2905,919193821
2906,68421087
2907,1815208
2908,36587
2909,92099058
2910,864367
2911,29462
2912,28793356
2913,1075884
2914,3118677
2915,614263606
2916,207595702
2917,192772222
2918,5803395
2919,36893
2920,55759
2921,1959616
2922,65223260
2923,1069503
2924,20549575
2925,405623
2926,403530
2927,367218
2928,135957
2929,2278094
2930,302154573
2931,4832984
2932,40021102
2933,3509139
2934,2916572
2935,169148
2936,26188499
2937,20463538
2938,75890206
2939,442483
2940,218448
2941,10370150
2942,1143058
3001,96645
3002,5578926
3003,15004503
3004,215611673
3005,77848935
3006,16258947
3101,4887139
3102,520629926
3103,1572867
3104,8490226
3105,55194163
3201,799621
3202,2679618
3203,2322174
3204,31038969
3205,90472
3206,95462357
3207,7599818
3208,199796334
3209,33666556
3210,4545033
3211,2154368
3212,66548508
3213,803826
3214,88751563
3215,63391923
3301,4992846
3302,106739464
3303,19760371
3304,119709226
3305,41689520
3306,45454607
3307,72686345
3401,565847734
3402,305176715
3403,30730117
3404,65910288
3405,6403424
3406,3899906
3407,1328819
3501,264608
3502,599656
3503,237418
3504,1239798
3505,5283440
3506,119342649
3507,24386866
3601,8706
3602,1761894
3603,11777997
3604,178923
3605,186867
3606,557357
3701,59701837
3702,63619331
3703,1297572
3704,34564
3705,318904
3707,11442066
3801,23605274
3802,47019162
3803,312396
3804,77597
3805,105070
3806,140805
3807,61863
3808,311632476
3809,22701334
3810,17233313
3811,5583546
3812,114401879
3813,689988
3814,15752106
3815,201672127
3816,17884245
3817,4972
3818,334378477
3819,1527439
3820,634300
3821,1181478
3822,12939683
3823,1816253457
3824,679372206
3825,967295
3826,351187357
3901,1677733896
3902,866129526
3903,655783962
3904,97707638
3905,86606961
3906,386669032
3907,936109159
3908,116026020
3909,101151111
3910,19434445
3911,58615874
3912,3176139
3913,1515132
3914,712381
3915,8809755
3916,20079156
3917,125362104
3918,21660392
3919,197799345
3920,890596231
3921,148013120
3922,9113622
3923,957337312
3924,100573821
3925,51876392
3926,646219764
4001,781658668
4002,937717112
4003,14195598
4004,839835
4005,64968037
4006,1404989
4007,132191682
4008,49133834
4009,131271082
4010,7592930
4011,308946663
4012,33304845
4013,1283740
4014,101070850
4015,8561924442
4016,206260264
4017,3887584
4101,1435425
4102,72952
4103,1667472
4104,267213
4105,59030
4106,347703
4107,1849894
4112,13618886
4113,1103822
4114,1474
4115,21964
4201,57570
4202,58135810
4203,5159154
4205,1859439
4301,1293
4302,24434880
4303,1114404
4304,78693
4401,145876622
4402,25382877
4403,121223137
4404,1228629
4405,695874
4406,4869653
4407,572886597
4408,22505757
4409,168337686
4410,63393433
4411,172934854
4412,675578846
4413,2311628
4414,21848469
4415,79232708
4416,18811
4417,722679
4418,231455199
4419,1223864
4420,6329928
4421,16880144
4501,6566
4503,9145
4504,54345
4601,390885
4602,431420
4702,241344721
4703,5388571
4704,14699
4706,134483284
4707,2301837
4801,11678983
4802,30035663
4803,6098106
4804,20829907
4805,111419995
4806,680514
4807,2231807
4808,13667427
4809,638423
4810,14284963
4811,192229465
4812,66832
4813,27022380
4814,1344474
4816,1439751
4817,11004816
4818,158538120
4819,151211997
4820,58258936
4821,31687914
4822,1752778
4823,85658186
4901,101510655
4902,873237
4903,14138186
4904,720587
4905,65023
4906,1237
4907,84623902
4908,472076
4909,467436
4910,2565546
4911,36747303
5003,1774
5007,390603
5101,2280658
5102,2057
5103,125166
5105,2618774
5106,140176
5107,2573957
5111,1618
5112,267556
5113,1995470
5201,30775363
5202,458669
5203,99266
5204,67013
5205,143730174
5206,10017471
5207,173388
5208,24257934
5209,10659450
5210,17088832
5211,8362557
5212,306340
5303,417018
5305,1838517
5309,699096
5310,256
5311,1739
5401,483379
5402,178309811
5403,149065
5404,2382219
5405,19825
5406,2984
5407,175925648
5408,154518
5501,74662139
5502,8528
5503,103320916
5504,1548608
5505,2209357
5506,1602592
5508,2334451
5509,3608740
5510,14838
5511,701402
5512,3690831
5513,20640032
5514,31827436
5515,12897036
5516,3748335
5601,5037488
5602,1125629
5603,185801063
5604,5688057
5605,40737
5606,10572
5607,7496300
5608,22436773
5609,1788370
5701,735539
5702,376578
5703,9026448
5704,817047
5705,1170043
5801,65793
5802,67438
5804,1433330
5805,43658
5806,7329207
5807,2338601
5808,1433537
5809,177426
5810,4699197
5811,4092737
5901,692334
5902,128176
5903,21411042
5905,999469
5906,1905521
5907,174022
5908,130689
5909,730950
5910,231939
5911,40669477
6001,152719422
6002,3922309
6003,175280
6004,2397242
6005,22696007
6006,49446160
6101,10871610
6102,5810745
6103,77598859
6104,41712471
6105,4485764
6106,7739267
6107,4514443
6108,17682925
6109,92213272
6110,240514987
6111,3850740
6112,10299231
6113,2770027
6114,260575020
6115,6712055
6116,125948368
6117,19892049
6201,2815191
6202,4306103
6203,47541786
6204,63862640
6205,56244402
6206,29571227
6207,4795882
6208,271298
6209,4211658
6210,38777878
6211,18207732
6212,19923991
6213,2874807
6214,2402515
6215,270155
6216,994439
6217,14074242
6301,925593
6302,7288432
6303,13543488
6304,9230481
6305,9088341
6306,6613261
6307,40488420
6308,3364574
6309,55709662
6310,7822695
6401,10773179
6402,36125280
6403,49548512
6404,27093347
6405,25030508
6406,1858951
6501,3192
6502,2684
6504,81618
6505,6790859
6506,44361798
6507,182773
6601,962674
6602,24454
6603,293847
6701,24177
6702,691839
6703,363802
6704,886698
6802,5756382
6803,662305
6804,6512307
6805,21352298
6806,14973413
6807,7943012
6808,3765210
6809,12867091
6810,489474677
6811,26826557
6812,1372984
6813,4229468
6814,2580886
6815,15109737
6901,466002
6902,9555723
6903,12171357
6904,4313015
6905,1671896
6906,898672
6907,76208817
6909,13866072
6910,16552326
6911,28733737
6912,23961550
6913,6820875
6914,24171597
7001,678931
7002,44233406
7003,5188569
7004,5136
7005,277073341
7006,150856163
7007,245992972
7008,2290362
7009,4183621
7010,18412008
7011,72080
7013,24850825
7014,46975881
7015,3528661
7016,334039
7017,2253620
7018,6048875
7019,419598065
7020,38353600
7101,282155
7102,13871849
7103,13489520
7104,16452228
7105,381082
7106,26229487
7107,374865
7108,159655958
7109,13511
7110,1621647
7111,101505316
7112,419082979
7113,750028869
7114,34480948
7115,194097804
7116,30237
7117,10242675
7118,267288
7201,31575361
7202,651706725
7203,220888268
7204,205984399
7205,2420448
7206,7028450
7207,630098462
7208,37637738
7209,13987651
7210,75016049
7211,9894887
7212,25003592
7213,1402764294
7214,1028319037
7215,4677255
7216,132401713
7217,108950191
7218,24454501
7219,286299177
7220,140462850
7221,314496
7222,22448750
7223,2309734
7224,172263
7225,7453700
7226,36900742
7227,17327511
7228,5448331
7229,32032667
7301,2423086
7302,2466141
7303,4458655
7304,67195514
7305,95792017
7306,149549014
7307,117069420
7308,493734080
7309,19444285
7310,64043762
7311,33512139
7312,118368765
7313,430778
7314,21835578
7315,40943791
7316,342765
7317,38025043
7318,269532722
7319,14357646
7320,22043365
7321,2605017
7322,6300711
7323,23071747
7324,31159959
7325,5431579
7326,399824436
7401,92040
7402,2014194
7403,49616920
7404,160099000
7406,780940569
7407,261365178
7408,337718609
7409,51103145
7410,248388889
7411,201170505
7412,7247262
7413,5257448
7415,4693912
7418,147722
7419,53379649
7501,2422345
7502,111039275
7503,21781172
7504,5424685
7505,3807543
7506,458288
7507,6723076
7508,5101616
7601,2497505367
7602,49223021
7603,89046365
7604,158912263
7605,155971676
7606,68222885
7607,119677821
7608,11694608
7609,1736608
7610,70840155
7611,246016
7612,31819316
7613,120512
7614,60519
7615,2849939
7616,505995938
7801,99236139
7802,1808300
7804,16589342
7806,11156130
7901,53716061
7902,26632725
7903,33113763
7904,2408054
7905,4344680
7907,13578684
8001,361366500
8002,141696
8003,24155948
8007,5932288
8101,2551590
8102,1825224
8103,165416
8104,6431328
8105,100699487
8107,48472
8108,6154598
8109,10488
8110,705150
8111,36818
8112,1291925
8113,435178
8201,5085023
8202,5050818
8203,609999
8204,1820783
8205,17193315
8206,1300148
8207,88210727
8208,7995499
8209,1087879
8210,65218
8211,3843704
8212,1345099
8213,524297
8214,322225
8215,3513379
8301,23627063
8302,104307630
8303,2527076
8304,2628735
8305,10361979
8306,7097745
8307,5128450
8308,1294174
8309,33065819
8310,13380460
8311,51824143
8401,31931
8402,34893634
8403,1288225
8404,1544517
8405,3665638
8406,7105174
8407,28814761
8408,18494675
8409,55234087
8410,183922
8411,227766045
8412,48864730
8413,88515640
8414,537304106
8415,1101018707
8416,25010128
8417,3618376
8418,171148539
8419,354686532
8420,1023458
8421,490489495
8422,119036052
8423,2159243
8424,58231004
8425,17877680
8426,53277831
8427,32795340
8428,108276923
8429,21259759
8430,68084550
8431,640561128
8432,9725075
8433,6287139
8434,2020084
8435,9788741
8436,139867247
8437,7977058
8438,16179545
8439,11211974
8440,5010060
8441,193408115
8442,20331122
8443,3238049561
8444,35665
8445,2588108
8446,30862365
8447,575919
8448,18721508
8449,278314
8450,3968684
8451,58524368
8452,53060965
8453,51741
8454,1921689
8455,2183183
8456,9263177
8457,2551320
8458,8411480
8459,5229998
8460,4195367
8461,2316848
8462,86877944
8463,4722996
8464,1327818
8465,21021829
8466,206667803
8467,312350033
8468,2590737
8470,33698778
8471,4972254018
8472,7865134
8473,2619616865
8474,109984174
8475,81929131
8476,2221013
8477,116110275
8478,23460634
8479,1217860562
8480,112361101
8481,469086393
8482,192432511
8483,84432106
8484,37294040
8486,1232846818
8487,45849472
8501,125592192
8502,42283484
8503,23668283
8504,1057996865
8505,99530425
8506,240141262
8507,996978201
8508,1448362149
8509,36987110
8510,135814
8511,58977578
8512,188577952
8513,12627661
8514,6886938
8515,34103003
8516,1531619880
8517,5315243240
8518,1451086430
8519,84422857
8521,101421600
8522,58335434
8523,5830607461
8525,219919152
8526,122551526
8527,532677631
8528,1618138396
8529,1021507050
8530,17487735
8531,253250138
8532,1155859160
8533,184188379
8534,675743714
8535,22969816
8536,1180180328
8537,1219898328
8538,282778081
8539,23145526
8540,25402720
8541,7610633924
8542,49255244550
8543,1341048434
8544,749244364
8545,28811043
8546,51116753
8547,10973077
8548,29543434
8601,27515
8602,2471
8603,92603
8604,278318
8606,35047
8607,5093745
8608,4796173
8609,49426644
8701,27858824
8702,52629829
8703,323298111
8704,16657474
8705,972375
8706,35657691
8707,2559497
8708,962175726
8709,28754429
8710,240080
8711,20958440
8712,6417072
8713,296722
8714,450493829
8715,1013439
8716,17439444
8801,45641
8802,1060509079
8803,1156970933
8804,84486
8805,4500761
8901,20591121
8903,22592031
8904,41732189
8905,103589543
8906,455771
8907,5336188
8908,118780
9001,237218865
9002,110851216
9003,5246214
9004,21718882
9005,161657
9006,58244975
9007,3614707
9008,73469
9010,385305
9011,8241656
9012,3021161
9013,122934086
9014,86094199
9015,97080117
9016,65636
9017,6265695
9018,1792811559
9019,88107220
9020,9162864
9021,856374671
9022,162182730
9023,16938541
9024,30022492
9025,25334817
9026,380815395
9027,371615684
9028,180920348
9029,161354673
9030,4790563547
9031,681235891
9032,605549993
9033,80808580
9101,53942399
9102,32226341
9104,55884
9105,170190
9106,777775
9107,1807276
9108,50721926
9109,24972
9110,34770978
9111,26326484
9112,148982
9113,1926610
9114,61510728
9201,8048296
9202,2070860
9205,1640772
9206,238285
9207,182734069
9208,1049783
9209,22308897
9301,83245
9303,1522
9305,593408
9306,3409202
9307,45050
9401,558888422
9402,4852307
9403,2501443572
9404,153713878
9405,149659334
9406,94979432
9503,143379655
9504,138186136
9505,2510959
9506,130110844
9507,141811419
9508,2599934
9601,26739
9602,1050362
9603,34005129
9604,5545
9605,150191
9606,1786503
9607,3645959
9608,74151951
9609,2401051
9610,799500
9611,3071616
9612,41483454
9613,3001917
9614,48248
9615,2311871
9616,14925013
9617,44695423
9618,226460
9619,84507583
9620,664978
9701,1343563
9702,3884
9703,243401
9704,359991
9705,18529
9999,465727959
10190,2854
10221,144737
10239,197550
10392,25198918
10511,7890211
10513,2784
10515,745020
10594,144671229
10599,29532906
10611,173580
10614,8393
10619,18373
10620,141375
10631,144577
10639,12556
10641,90300
10649,98706
10690,680532
20130,329459
20220,473939
20230,1840339
20311,225313
20312,3090
20319,3424964
20329,1068135
20422,166351
20441,15783
20442,26171
20443,42190
20610,133244
20621,1903
20629,336051
20690,81404
20711,6071
20712,6232604
20713,980345
20714,8787736
20725,9779
20742,3245009
20745,1847940
20850,8393
20890,3505
20910,29975
21020,6044699
21093,85595
21099,319231
30111,14719108
30119,638247
30192,80906
30193,181231
30199,8069694
30211,477
30219,14499
30224,3511
30229,236681
30233,1003
30234,403
30239,4605
30242,2776
30243,31662
30244,300667
30249,160754
30259,126538
30271,109887
30272,1046
30273,43660
30274,84610
30279,839619
30282,107675
30284,6074815
30285,73237
30289,23984243
30299,51491
30314,1045
30319,57471
30323,325255
30324,980339
30325,24696
30326,4016939
30329,973112
30331,97579
30333,841738
30339,34749
30341,3205655
30342,2355499
30343,1963886
30344,364552
30349,5949967
30351,31031
30353,344844
30354,3837007
30355,225230
30357,584906
30359,4342342
30363,61052
30366,9474
30367,6310
30369,407029
30382,257064
30384,367206
30389,85269054
30391,321154
30392,160261
30399,384550
30431,320
30432,158818
30439,571580
30441,88997
30442,888
30443,9711
30449,303712
30451,157
30459,701342
30461,2519512
30462,9138426
30463,15549
30469,7369094
30471,45730
30472,1142
30474,16893
30475,7765
30479,74746
30481,445469
30483,3402
30484,13058
30486,913
30487,1248700
30489,2968088
30491,29638
30493,1469
30494,6385
30497,534
30499,21999129
30510,215027
30520,900050
30539,3827493
30541,464084
30549,92299
30554,1002571
30559,8310973
30563,252892
30569,11061
30571,576987
30572,1032346
30579,642911
30611,3724473
30612,1033409
30614,4459098
30615,1736
30616,1272126
30617,184947901
30619,2423313
30631,11021479
30632,598150
30633,10460405
30635,1511084
30636,15001667
30639,150022
30692,93253
30693,108188
30695,7624706
30699,4891514
30711,2733707
30712,99990
30719,19983
30722,422134
30729,105572
30731,1464479
30732,99772
30742,2471086
30743,65031323
30749,4185296
30751,2854
30752,11264984
30760,77995
30771,257087
30772,1210108
30779,5145
30781,2984
30782,78676
30783,2352780
30784,1332
30787,4442
30788,36023
30791,181468
30792,61888
30811,2141
30812,4197041
30819,18658941
30830,15538620
30890,377548
40110,1173612
40120,8162146
40140,2877305
40150,1335480
40210,9952756
40221,121188958
40229,5850344
40291,29517567
40299,65320352
40310,4376119
40390,6137976
40410,4728127
40490,1012235
40510,5640423
40520,259603
40590,16093232
40610,2011437
40620,2205897
40630,1400940
40690,1930995
40711,5421389
40719,1624971
40721,117783135
40729,163645
40790,891104
40819,10865
40899,1200970
40900,1382053
41000,215826847
50100,58415
50400,30405
50510,2048064
50590,808563
50800,23181
51110,8626
51191,764515
51199,74115
60110,2988
60120,386858
60210,450865
60220,1062273
60290,10222181
60311,60259
60312,8746
60313,3118557
60314,77301260
60315,80211
60319,3297155
60390,3499247
60420,5036520
60490,3475397
70190,1779076
70200,26715049
70310,8503977
70320,6604774
70390,4156718
70410,1333778
70420,23722
70490,7754796
70511,5628104
70519,14145126
70521,29
70529,242944
70610,2296243
70690,1690230
70700,10168358
70810,603967
70820,7182238
70890,1838869
70920,65131
70930,4934248
70940,1278608
70951,14410074
70959,3673844
70960,6520806
70970,4645168
70991,2380
70992,1474
70993,3606800
70999,21866642
71010,1874752
71021,18861
71022,25695
71029,35683
71030,14447
71040,2983045
71080,126011
71090,484262
71120,140
71151,3774
71159,266
71190,166405
71220,8472832
71231,57878
71232,1327
71233,1573
71239,343964
71290,6285056
71310,115209
71320,192642
71331,1555345
71332,176097
71333,26767
71335,47408
71339,142570
71340,705575
71350,189226
71360,125710
71390,847217
71410,175844
71420,591580
71430,253270
71440,6178
71490,457660
80111,13488329
80112,666738
80119,3155705
80121,103
80122,20176
80131,339
80132,84200
80211,26176
80212,346561
80221,1059
80222,552
80232,91202
80241,261958
80242,83281
80251,138388
80252,20790
80261,580
80262,2148
80280,2288041
80290,132696
80390,8676364
80410,6622138
80420,22086
80430,5061597
80440,180364
80450,7511907
80510,2569594
80521,392176
80529,466815
80540,3541901
80550,1324932
80590,41549
80610,1308649
80620,561126
80711,13238698
80719,2451691
80720,7278943
80810,2022716
80830,704368
80910,1286
80921,1098
80929,2003
80930,31636
80940,68662
81010,180646
81020,4285
81030,1786
81040,14317
81050,115555
81060,17645508
81070,36292
81090,15696164
81110,81422
81190,119365296
81210,42519
81290,408508
81310,11279
81320,79692
81330,17329
81340,1367460
81350,170053
81400,35886
90111,4686022
90112,14583
90121,27917059
90122,1894807
90190,221111
90210,7168295
90220,8346985
90230,9065355
90240,4600314
90300,95182
90411,22144504
90412,6790092
90421,3404614
90422,2416454
90510,8108
90520,3568
90611,279339
90619,15120
90620,745052
90710,321173
90720,43399
90811,143474
90812,656428
90821,158226
90822,243340
90831,778142
90832,298038
90921,829606
90922,422464
90931,195450
90932,302616
90961,109833
90962,168553
91011,705919
91012,114677
91020,15407
91030,893025
91091,8729268
91099,10240689
100191,128668
100199,14051
100390,142404
100490,47196
100510,484062
100590,2931880
100610,5332
100620,4567825
100630,18503039
100640,23386
100710,237955
100790,45257
100810,131616
100821,260327
100829,14222
100850,84017
100890,140870
110100,27917165
110220,511432
110290,1676703
110311,1934946
110313,769391
110319,81598
110320,16521
110412,23531772
110419,4543
110422,209841
110423,1526267
110429,238551
110430,996845
110510,367902
110520,822841
110610,5117
110620,231845
110630,17047466
110710,12728
110811,8039
110812,369046
110813,1770736
110814,187512
110819,9657925
110820,309049
110900,97085
120110,4882834
120190,1565965
120230,600264
120241,26749
120242,518906
120400,1486
120600,4103
120710,636090
120721,425936
120729,21999
120740,148609
120750,12782
120770,4876
120791,799836
120799,11143047
120810,205117
120890,7081
120929,393558
120991,1172133
120999,887622
121190,4942132
121221,3626105
121229,6786
121293,2660295
121300,650379
121490,35768
130120,13191
130190,4305728
130212,105817
130213,2823
130219,504865
130220,270094
130231,78575
130232,564110
130239,2672591
140110,22203
140120,1297788
140190,60574
140490,90078217
150210,641956
150290,34721639
150300,1647
150410,4638
150420,6881646
150430,100122
150500,109037
150710,3092676
150790,104275962
150810,314597
150890,1533259
150910,44636
150990,9700
151000,1151755
151110,2928961161
151190,6846355289
151211,3460233
151219,93466354
151229,10930257
151311,43870559
151319,165823204
151321,365712132
151329,337771364
151419,75271891
151491,30428
151499,6753433
151511,1208
151519,133508
151521,6530835
151529,8494675
151530,208109
151550,6976539
151590,15843246
151610,40534
151620,1639697476
151710,28410917
151790,352289637
151800,358900501
152000,16997771
152110,451564
152190,61018
152200,11004785
160100,6295908
160210,290896
160231,210207
160232,25452969
160239,75885306
160249,1579115
160250,10930739
160290,165191
160300,4623988
160411,341083
160413,15173255
160414,836871
160415,6331136
160416,459946
160417,433032
160418,5643
160419,31349438
160420,87984289
160431,84437
160432,9940
160510,4151367
160521,303187
160529,4937128
160530,213418
160540,4632
160551,122718
160552,316147
160553,18659
160554,16694154
160555,112756
160556,345278
160557,1282254
160558,1610
160559,22557
160561,344568
160562,1471
160563,130646
160569,1791879
170114,1203427
170191,278548
170199,106343500
170211,131803
170219,4763
170220,21962
170230,563295
170240,38194
170250,355315
170260,31281
170290,99713862
170310,1050320
170390,1642369
170410,7674800
170490,67111076
180100,242353865
180200,182810
180310,95029098
180320,12406896
180400,598870708
180500,294425587
180610,25314510
180620,30222334
180631,18970999
180632,63732695
180690,109592463
190110,43513871
190120,18426346
190190,511813812
190211,3394060
190219,7712464
190220,733330
190230,84897564
190240,31701
190300,597920
190410,30156146
190420,1895565
190490,10839055
190510,3466035
190520,93355
190531,149349663
190532,46279691
190540,3383194
190590,330338790
200110,4766
200190,915531
200290,683175
200310,217241
200390,201183
200410,4914879
200490,769234
200510,930012
200520,14276910
200540,1156348
200551,1368884
200559,298281
200560,32966
200570,53590
200580,42697
200591,166455
200599,5613678
200600,2651977
200710,243463
200791,153161
200799,15817817
200811,6271829
200819,37025640
200820,7427096
200830,103202
200840,1946
200860,91927
200880,52466
200891,5487
200893,14512800
200897,59613
200899,4356824
200911,628536
200912,10284
200919,617490
200929,297032
200939,295766
200941,489209
200949,52976
200950,47084
200961,8851
200969,125030
200971,5996
200979,197780
200981,1810058
200989,13641999
200990,3350034
210111,166599833
210112,278853729
210120,33799055
210130,742393
210210,967071
210220,4503610
210230,2628630
210310,19732892
210320,8479285
210330,147420
210390,154117185
210410,10326621
210420,2402838
210500,16786805
210610,4876100
210690,678546144
220110,9353116
220190,15807421
220210,89812002
220291,2800848
220299,162026533
220300,33069764
220410,5472468
220421,16455134
220422,7246
220429,9945780
220510,8231
220600,2352820
220710,292697
220720,77533
220820,88707124
220830,91224663
220840,413144
220850,1126348
220860,1822938
220870,1828182
220890,6782881
220900,1932270
230110,409059
230120,56126880
230210,6941261
230230,2343384
230240,5693409
230310,10067
230330,213994
230400,27910314
230500,4617
230630,178207
230641,130556
230650,4080399
230660,308114961
230690,28321
230800,7911902
230910,8496472
230990,213071001
240110,653
240120,419250
240210,601371
240220,41331406
240290,9093904
240311,338404
240319,451261
240391,25776224
240399,300828
250100,7211441
250200,30665
250300,2850144
250410,286099
250490,16680
250510,63082620
250590,8193487
250610,3720380
250620,21300
250700,8553274
250810,461430
250840,23882462
250850,64142
250870,90591
250900,12717
251020,108709
251110,441569
251200,24405
251310,1843
251320,3079097
251400,3164
251511,8157539
251512,1671633
251520,12323
251611,1002050
251612,2964444
251620,4025
251710,37276539
251720,26516
251730,45782
251741,674347
251749,5806345
251810,72141
251910,309275
251990,299867
252010,1631230
252020,1081197
252100,37686385
252210,40455449
252220,13480181
252230,17745
252310,21782264
252321,12875789
252329,47429972
252330,58533
252390,211139
252490,1356
252510,33978
252520,1920318
252620,339758
252800,484119
252910,5201896
253010,37988
253020,388961
253090,22874128
260111,908090001
260112,436835
260200,53105365
260300,112046858
260400,200795
260600,11090040
260700,6714846
260800,20276582
260900,1057434
261000,2993
261100,230946
261220,498136
261310,10093167
261390,420886
261400,4399351
261510,23078682
261590,24972099
261610,3353
261690,7970943
261800,29496915
261900,18304
262011,875392
262019,295624
262021,54991
262030,490142
262040,159730
262099,2475680
262190,93395
270111,849530
270112,185162
270119,953918
270120,623520
270300,67705
270400,990120
270600,10603858
270710,7521854
270730,567585
270740,63238
270750,583628697
270799,33744248
270820,17232
270900,4696973705
271012,3446282548
271019,9295114599
271099,40588403
271111,7105567117
271112,28654047
271113,53370838
271114,72449622
271119,62708213
271129,306677342
271210,1736267
271220,99128016
271290,22560194
271311,12644345
271312,325466
271320,355849161
271390,52576643
271410,20641
271490,23966496
271500,236399164
271600,118793010
280110,1205588
280120,4844
280130,218265
280200,577160
280300,8925800
280410,4247505
280421,5569859
280429,4783379
280430,1098279
280440,609247
280450,50999
