Commodity Code,Trade Value (US$)
280461,206426814
280469,66112241
280470,480
280490,21337
280511,1143
280519,12230
280610,1635162
280620,2314
280700,10073934
280800,2634837
280920,1058373
281000,835425
281111,512413
281119,13814509
281121,2625930
281122,24530647
281129,3608201
281212,44248
281219,131796
281290,5449631
281390,1065516
281410,146588264
281420,2108244
281511,1110092
281512,4538974
281520,5147231
281530,579
281610,63767
281640,17517
281700,13708092
281810,2276
281820,465777
281830,493151
281910,59413
281990,10506
282010,4991
282090,664370
282110,247952
282200,1976046
282300,1511022
282410,101243
282520,4056
282540,1378083
282550,2892760
282560,45201
282570,3209
282580,51368
282590,26965480
282612,85847
282619,2335642
282630,3362
282690,798010
282710,112361
282720,168241
282731,15279
282732,549175
282735,74034
282739,1944134
282749,630845
282751,663194
282759,4746150
282760,47148
282810,82087
282890,1552244
282911,334037
282990,14429
283010,4314
283090,108379
283110,97181
283190,875
283210,360345
283220,165012
283230,111017
283311,28021
283319,38483
283321,575106
283322,1917511
283324,1946379
283325,569585
283327,19248
283329,4974151
283330,623996
283340,27613
283410,152883
283421,17601
283429,3920667
283510,2092676
283522,95749
283524,1368676
283525,842209
283526,13439837
283529,2359140
283531,69440
283539,1474835
283620,395297
283630,469290
283640,39202
283650,42307446
283691,3157
283699,1025695
283719,3830
283720,86224
283911,17113
283919,971689
283990,5103622
284011,3108
284019,4024038
284020,1154388
284030,5638
284130,47472
284150,2914
284161,74945
284169,7776
284170,94274
284190,600096
284210,37054972
284290,79053
284310,10098
284321,202990
284329,1641787
284390,110054
284410,22558
284430,44694
284440,3107233
284450,7726
284510,133251
284590,2161
284690,238674834
284700,463350
284910,1264111
284920,93595
284990,132869
285000,4491736
285390,3098226
290110,1913793
290121,187784754
290122,33408146
290123,974588
290124,28338149
290129,21401173
290211,9823
290219,48373
290220,130344172
290230,22313582
290241,32868
290242,48068
290243,242178768
290244,569921
290250,38114675
290290,237926
290311,291985
290312,58608
290313,153674
290319,63519
290321,258946
290322,19046
290323,539534
290329,2584
290339,5114460
290371,16820
290372,59740
290373,401
290378,33442
290379,77552
290389,18604
290391,54898
290399,238108
290410,499206
290499,167837
290511,293124664
290512,4386403
290513,60324327
290514,62351928
290516,40761493
290517,92224993
290519,18448948
290522,37552383
290529,525007
290531,87898227
290532,184452
290539,9891535
290541,155811
290542,210683
290543,1964
290544,225168
290545,210301561
290549,593383
290559,30883
290611,67943024
290619,221975
290621,20003
290629,236084
290711,400786
290713,16433
290719,534678
290721,7988
290722,22392
290723,380472
290729,452456
290819,24343
290899,12244
290911,9432
290919,30056060
290920,17292
290930,556953
290941,1351222
290943,53587960
290944,292145
290949,5630108
290950,186730
290960,411151
291010,474745
291020,1356
291030,25246
291090,363019
291100,29462
291211,234397
291219,26748805
291221,1211275
291229,120829
291241,41023
291242,120168
291249,19981
291250,15616
291260,281258
291300,1075884
291411,137007
291412,994526
291413,671861
291419,101028
291422,130609
291429,535637
291439,213322
291440,20054
291450,115290
291462,15709
291479,183628
291511,259193
291512,49331
291521,134564020
291529,123143
291531,2562435
291532,64183
291533,31963283
291539,3186822
291540,2440
291550,382982
291560,111166
291570,166556096
291590,274438506
291611,61808890
291612,130478306
291613,48303
291614,10033330
291615,3906593
291619,185913
291620,15519
291631,516490
291632,346908
291639,255444
291711,21436
291712,121003
291714,19976113
291719,1326786
291720,861475
291732,49649150
291733,36797873
291734,15449417
291735,73905
291736,47117398
291737,16607
291739,21361052
291811,180700
291812,496863
291813,1832929
291814,438923
291815,138743
291816,93941
291817,1929092
291819,39980
291822,4541
291823,69396
291829,66395
291830,29835
291891,2375
291899,479674
291990,36893
292019,4433
292029,1893
292090,49432
292111,61895
292113,1750
292119,59120
292121,62058
292122,7238
292129,825477
292130,448542
292142,7074
292144,1601
292149,7514
292151,423122
292159,54221
292211,16808638
292212,16792036
292215,20926220
292218,1156
292219,150391
292229,10968
292239,137439
292241,185738
292242,8906351
292249,1200916
292250,103402
292310,101521
292320,600082
292390,367899
292419,15826809
292421,4702079
292429,20687
292511,4595
292519,36941
292529,364086
292610,39795
292690,363735
292700,367218
292800,135957
292910,2263053
292990,15040
293020,1241244
293030,16846
293040,260985870
293080,1248
293090,39909363
293131,1022
293139,9066
293190,4822894
293211,32547198
293213,8588
293214,301839
293219,1008090
293220,5601108
293299,554277
293321,14534
293329,337355
293331,161442
293333,11515
293339,870761
293349,22791
293359,45243
293361,89977
293369,241060
293371,9074
293379,300889
293391,17410
293399,1387082
293410,328604
293420,100040
293430,24288
293499,2463638
293510,122828
293590,46320
293621,6992816
293622,130269
293623,105632
293624,2208248
293625,36462
293626,51891
293627,535678
293628,10154885
293629,3234566
293690,2738048
293712,4619569
293719,586151
293721,292720
293722,11299231
293723,384258
293729,3235198
293790,46408
293890,75890206
293911,9336
293920,12286
293930,50814
293959,5967
293979,330084
293980,33993
294000,218448
294110,137070
294130,64242
294150,8829989
294190,1338847
294200,1143058
300190,96645
300211,12576
300212,1698515
300213,247228
300215,820622
300219,249873
300220,286719
300230,1659199
300290,604192
300320,592484
300331,2657
300339,39916
300360,13569559
300390,799885
300410,1348203
300420,3230358
300431,17217782
300432,4228223
300439,157690
300441,19924640
300442,147639
300449,2419084
300450,3099296
300460,44178
300490,163794573
300510,59069152
300590,18779782
300610,1951143
300620,4385
300630,89311
300640,21853
300650,858624
300660,8924041
300670,4336949
300691,26429
300692,46208
310100,4887139
310210,514992090
310221,464825
310229,348199
310230,2729568
310250,40649
310260,96701
310290,1957891
310319,45592
310390,1527274
310420,3754079
310430,106364
310490,4629782
310510,149020
310520,30279954
310530,184257
310551,116215
310559,102318
310560,396332
310590,23966064
320110,30905
320120,235549
320190,533166
320210,39971
320290,2639646
320300,2322174
320411,640530
320412,2210282
320413,1087845
320414,879143
320415,120894
320416,2015144
320417,20934525
320419,1281978
320420,336013
320490,1532611
320500,90472
320611,50379825
320619,25206337
320620,263032
320641,208075
320649,19168353
320650,236732
320710,3299621
320720,86176
320730,470523
320740,3743496
320810,17471963
320820,43507054
320890,138817316
320910,14050916
320990,19615640
321000,4545033
321100,2154368
321210,55173447
321290,11375060
321310,554891
321390,248935
321410,38795322
321490,49956240
321511,6976662
321519,26786109
321590,29629151
330112,35203
330113,25600
330119,2050321
330124,148534
330125,78267
330129,558128
330130,290901
330190,1805889
330210,21725837
330290,85013627
330300,19760371
330410,1914809
330420,3425348
330430,608909
330491,6499007
330499,107261151
330510,26589098
330520,434802
330530,513843
330590,14151776
330610,26104259
330620,15356454
330690,3993892
330710,104087
330720,5653691
330730,14516382
330741,9904950
330749,32519285
330790,9987948
340111,165189922
340119,4519733
340120,329508761
340130,66629316
340211,33120230
340212,877136
340213,121462230
340219,11377369
340220,67882911
340290,70456835
340311,996194
340319,8352426
340391,5301192
340399,16080304
340420,998024
340490,64912264
340510,708568
340520,213543
340530,1284420
340540,310849
340590,3886041
340600,3899906
340700,1328819
350110,214319
350190,50289
350211,3495
350219,473515
350220,107910
350290,14735
350300,237418
350400,1239798
350510,2317940
350520,2965500
350610,12409744
350691,97429138
350699,9503765
350710,2365
350790,24384500
360100,8706
360200,1761894
360300,11777997
360410,12328
360490,166594
360500,186867
360610,12196
360690,545160
370110,11439577
370120,224898
370130,6189452
370191,15026
370199,41832883
370210,24783
370239,142019
370242,59436605
370244,3762662
370298,253260
370310,112492
370320,1055056
370390,130022
370400,34564
370500,318904
370710,259034
370790,11183032
380110,12306613
380120,1463
380130,4669
380190,11292528
380210,25489933
380290,21529229
380300,312396
380400,77597
380510,51449
380590,53621
380610,56621
380630,29919
380690,54265
380700,61863
380852,389489
380859,4031458
380861,1292066
380862,3509
380891,66654169
380892,18131442
380893,173249209
380894,35029950
380899,12851180
380910,83638
380991,21086243
380992,1100774
380993,430678
381010,11526498
381090,5706814
381119,208253
381121,360212
381129,1790397
381190,3224682
381210,33575013
381220,8211925
381231,1894613
381239,70720325
381300,689988
381400,15752106
381511,1419194
381512,191498589
381519,993601
381590,7760742
381600,17884245
381700,4972
381800,334378477
381900,1527439
382000,634300
382100,1181478
382200,12939683
382311,255274309
382312,109404373
382313,27688
382319,1012772488
382370,438774597
382410,540206
382430,4893
382440,9464642
382450,7978846
382460,178338
382471,152812
382472,3467
382474,12356
382476,1709
382477,1411
382478,729561
382479,327704
382481,134843
382482,2019
382484,53014
382485,6140
382488,4693
382491,7293256
382499,652482288
382530,854318
382549,1473
382550,5709
382569,35823
382590,69970
382600,351187357
390110,634631860
390120,477549064
390130,4097557
390140,419572106
390190,141883307
390210,589925290
390220,43101263
390230,154840609
390290,78262362
390311,2549086
390319,200096211
390320,32358832
390330,344345371
390390,76434460
390410,58462152
390421,3558677
390422,19869891
390430,3543979
390440,1762906
390461,2320102
390469,4603126
390490,3586801
390512,1132001
390519,413951
390521,34794775
390529,26076
390530,1487425
390591,11430757
390599,37321973
390610,16533620
390690,370135411
390710,164113997
390720,51374535
390730,92330386
390740,75988082
390750,31004325
390761,94857028
390769,196998511
390770,162879
390791,46122267
390799,183157144
390810,98919161
390890,17106858
390910,22824280
390920,1673712
390931,8560267
390939,9789627
390940,5225606
390950,53077617
391000,19434445
391110,651757
391190,57964116
391211,22113
391212,185500
391220,71952
391231,633919
391239,1112505
391290,1150147
391310,96101
391390,1419030
391400,712381
391510,1265801
391520,3236929
391530,315680
391590,3991344
391610,187164
391620,1517506
391690,18374485
391710,1081407
391721,10329478
391722,3839285
391723,23508223
391729,3696689
391731,25162049
391732,4389743
391733,3360862
391739,15576501
391740,34417863
391810,20184659
391890,1475733
391910,55105505
391990,142693840
392010,534993419
392020,130812082
392030,15891822
392043,11573415
392049,13196737
392051,18039159
392059,730589
392061,7317842
392062,113457201
392063,404242
392069,7476576
392071,46456
392079,16462
392091,1348262
392092,3670348
392094,72976
392099,31548636
392111,4315052
392112,1337214
392113,11978222
392114,2660
392119,26501955
392190,103878016
392210,1629044
392220,2756998
392290,4727579
392310,131260821
392321,386725982
392329,86837780
392330,27012277
392340,17242649
392350,59446540
392390,248811260
392410,53078842
392490,47494979
392510,17124697
392520,4056575
392530,1189432
392590,29505687
392610,12797756
392620,37492169
392630,5579997
392640,561596
392690,589788244
400110,43130644
400121,477149
400122,736452008
400129,1594603
400130,4260
400211,5845083
400219,3586687
400220,51210762
400231,2876289
400239,528925
400241,903860
400249,10467044
400251,130859255
400259,710685
400260,19813685
400270,23206612
400280,685968445
400291,171977
400299,1567797
400300,14195598
400400,839835
400510,61432483
400520,147709
400591,3007627
400599,380216
400610,520115
400690,884873
400700,132191682
400811,13587150
400819,2227777
400821,26015461
400829,7303445
400911,14756116
400912,786385
400921,50763614
400922,742545
400931,35793844
400932,1341923
400941,24197663
400942,2888990
401011,13908
401012,343597
401019,448298
401031,2356767
401032,1625058
401033,126724
401034,60202
401035,351216
401039,2267156
401110,209753870
401120,63346145
401130,574863
401140,2943007
401150,45958
401170,1119986
401180,30519480
401190,643352
401211,1189
401212,6223011
401213,574616
401219,227501
401220,1235861
401290,25042665
401310,642637
401320,11578
401390,629524
401410,80914266
401490,20156584
401511,436686432
401519,8108555507
401590,16682503
401610,3251143
401691,19550688
401692,1911925
401693,42656142
401694,10343799
401695,2144793
401699,126401771
401700,3887584
410120,1405877
410190,29547
410221,72952
410320,1568732
410330,10762
410390,87977
410419,53943
410441,185834
410449,27435
410510,59030
410631,322601
410640,23789
410692,1312
410712,191864
410719,20558
410791,390182
410792,1051192
410799,196095
411200,13618886
411330,1087417
411390,16404
411420,1474
411520,21964
420100,57570
420211,944311
420212,4510188
420219,497357
420221,6231253
420222,5205038
420229,2118398
420231,817891
420232,1135616
420239,2299619
420291,514051
420292,18133762
420299,15728320
420310,575432
420321,842046
420329,2174615
420330,1481633
420340,85425
420500,1859439
430110,1293
430211,22945568
430219,1489312
430310,1012871
430390,101533
430400,78693
440111,171303
440112,24106
440122,62263628
440131,67764278
440139,15514351
440140,138951
440210,798450
440290,24584426
440311,25335
440312,15311
440349,60433329
440399,60749161
440410,5995
440420,1222634
440500,695874
440612,4869653
440711,1188084
440712,305252
440719,1756864
440721,6551
440722,306313
440725,164752034
440726,19365600
440727,2400610
440729,194356577
440791,90162
440795,4319
440797,5162
440799,188349064
440810,767380
440831,57997
440839,17407913
440890,4272465
440910,3901896
440921,17313
440922,101492288
440929,62926188
441011,43896489
441012,15918614
441019,691929
441090,2886400
441112,68908270
441113,12386799
441114,27032083
441192,22173697
441193,42345497
441194,88506
441210,8952
441231,551035040
441233,47178638
441234,696953
441239,22588535
441294,31438742
441299,22631983
441300,2311628
441400,21848469
441510,2383493
441520,76849215
441600,18811
441700,722679
441810,518137
441820,86702886
441840,1132472
441850,164005
441860,632716
441873,20995
441874,3846
441875,9066185
441879,91133546
441899,42080406
441911,417393
441912,8558
441919,22986
441990,774925
442010,291470
442090,6038458
442110,255834
442191,546728
442199,16077581
450110,6566
450310,2134
450390,7010
450410,3092
450490,51253
460121,63510
460122,97163
460129,112783
460192,3705
460199,113723
460211,45025
460212,7136
460219,88311
460290,290946
470200,241344721
470321,3217006
470329,2171565
470429,14699
470620,132967719
470691,1473352
470692,23488
470693,18722
470710,2301837
480100,11678983
480210,61811
480220,3342217
480254,1700157
480255,8421161
480256,3774402
480257,11215172
480258,392714
480261,11220
480262,161710
480269,955095
480300,6098106
480411,305524
480419,439974
480421,418721
480429,6386
480431,10090579
480439,7310562
480441,7857
480442,5387
480449,143413
480451,1872493
480452,35878
480459,193127
480511,5819823
480512,35835
480519,58709878
480524,6497929
480525,6553340
480530,1606831
480540,56221
480550,70638
480591,1363434
480592,78702
480593,30627358
480610,22150
480620,184253
480630,15454
480640,458656
480700,2231807
480810,8089399
480840,50535
480890,5527492
480920,606799
480990,31623
481013,4803589
481014,44015
481019,2365920
481022,28408
481029,1981708
481031,2399588
481032,4824
481039,755551
481092,422462
481099,1478894
481110,45522
481141,117517632
481149,280011
481151,300952
481159,35438715
481160,1542288
481190,37104341
481200,66832
481310,545454
481390,26476925
481420,1174677
481490,169796
481620,518773
481690,920977
481710,9580690
481720,344907
481730,1079219
481810,47809381
481820,78200229
481830,3866777
481850,9771933
481890,18889798
481910,59702836
481920,41654775
481930,15719295
481940,24260559
481950,6063616
481960,3810914
482010,29889047
482020,5974849
482030,17669230
482040,2006606
482050,30378
482090,2688822
482110,19770686
482190,11917228
482210,96989
482290,1655788
482320,1002826
482340,1406895
482369,19789016
482370,32648160
482390,30811287
490110,15671412
490191,1934003
490199,83905239
490210,636385
490290,236852
490300,14138186
490400,720587
490591,2124
490599,62899
490600,1237
490700,84623902
490810,114832
490890,357244
490900,467436
491000,2565546
491110,15998522
491191,14595594
491199,6153186
500300,1774
500710,11074
500790,379529
510121,2267834
510130,12824
510219,2057
510310,125166
510521,844301
510529,1774472
510610,140176
510710,115316
510720,2458641
511190,1618
511211,129852
511219,120088
511230,11570
511290,6045
511300,1995470
520100,30775363
520210,2896
520299,455773
520300,99266
520411,18552
520419,47059
520420,1400
520511,8610120
520512,64766023
520513,9540563
520514,21923626
520515,65419
520522,10465055
520523,19406303
520524,7781612
520526,564638
520527,64351
520532,2083
520541,70581
520548,469796
520611,2316
520612,8819351
520613,28665
520622,4027
520623,612513
520624,151604
520631,295942
520632,103049
520710,74794
520790,98593
520811,928028
520812,234066
520819,253596
520821,102809
520822,792418
520823,451813
520829,670857
520831,685723
520832,686535
520833,492091
520839,1071396
520841,157806
520842,144108
520843,1865559
520849,649805
520851,14216164
520852,745885
520859,109267
520911,1156893
520922,931202
520929,26467
520931,981175
520932,4781897
520939,1500840
520942,14892
520949,1150320
520951,1808
520959,113951
521011,242209
521019,1315743
521021,2284837
521029,2843060
521031,2858814
521032,3907938
521039,2005558
521041,500099
521049,555586
521051,370025
521059,204958
521111,13324
521112,318915
521119,517764
521120,1110471
521132,2893682
521139,3232737
521143,25281
521149,250380
521213,114349
521225,191991
530310,408383
530390,8635
530500,1838517
530911,4639
530919,682609
530929,11848
531010,256
531100,1739
540110,396785
540120,86594
540211,76026
540219,36019
540220,49218
540231,100018
540232,22893
540233,62322829
540234,86156
540239,5024
540244,1027088
540245,21601
540246,58856427
540247,48658929
540248,4290
540249,19809
540252,6098975
540253,35985
540261,265850
540262,10183
540263,11865
540269,600617
540349,149065
540411,464677
540412,83191
540419,1725603
540490,108746
540500,19825
540600,2984
540710,3276933
540720,520543
540741,1126500
540742,202763
540743,1556
540744,4054
540751,43024450
540752,35404842
540753,3631056
540754,9385865
540761,60208805
540769,6581103
540771,21332
540773,9833
540774,429973
540781,368271
540782,6877534
540783,25660
540784,11128
540791,4762452
540792,1270
540794,49715
540810,149742
540822,4776
550110,5575
550120,3085878
550130,71516513
550190,54171
550210,5053
550290,3475
550311,114043
550319,165507
550320,98679478
550330,3833799
550340,32833
550390,495253
550410,1455071
550490,93536
550510,2209357
550610,1429
550620,1601162
550810,1590340
550820,744111
550921,46418
550922,1929926
550931,3300
550942,69444
550951,7903
550952,1262078
550953,261082
550959,28586
551011,2464
551030,12373
551110,56870
551120,644532
551211,1381717
551219,2297022
551229,1630
551291,3865
551299,6596
551311,5050270
551312,108111
551313,285975
551319,106203
551321,5293448
551323,3241817
551329,58628
551331,4897242
551339,898018
551341,700318
551411,40725
551412,546074
551419,355515
551421,411531
551422,25400225
551423,3793980
551429,18970
551430,700594
551442,265125
551443,43032
551449,251658
551511,1895039
551512,10770456
551513,74466
551519,112677
551522,42187
551599,2210
551612,102635
551614,1030708
551621,1528967
551622,1069983
551631,3683
551693,2896
551694,9460
560121,4176216
560122,256369
560129,373562
560130,231340
560210,638090
560221,9900
560229,45343
560290,432295
560311,145925089
560312,7766855
560313,8854493
560314,9820047
560391,3152696
560392,8595319
560393,40025
560394,1646537
560410,4919114
560490,768942
560500,40737
560600,10572
560721,11764
560729,29642
560741,1979
560749,4977212
560750,417144
560790,2058557
560811,12241902
560819,6528989
560890,3665881
560900,1788370
570110,73526
570190,662012
570210,4279
570220,4314
570232,133067
570239,22313
570241,44187
570242,106032
570250,1304
570299,61079
570310,54649
570320,533448
570330,7500800
570390,937549
570490,817047
570500,1170043
580110,15048
580122,40405
580136,1382
580190,8956
580219,41021
580220,4396
580230,22020
580410,103621
580421,1265440
580429,64268
580500,43658
580610,10455
580620,3434477
580631,209184
580632,3100027
580639,455045
580640,120016
580710,2123865
580790,214736
580810,374271
580890,1059265
580900,177426
581091,2623
581092,4687545
581099,9027
581100,4092737
590110,127823
590190,564511
590210,26217
590220,87257
590290,14701
590310,6113195
590320,5519242
590390,9778604
590500,999469
590610,177864
590699,1727656
590700,174022
590800,130689
590900,730950
591000,231939
591110,1469839
591120,568002
591131,6263
591132,24390276
591140,5774723
591190,8460371
600110,546582
600121,77085152
600122,1846155
600129,53284249
600191,10256821
600192,7735540
600199,1964920
600240,168546
600290,3753762
600320,38583
600330,79973
600390,56723
600410,2387611
600490,9630
600521,9563
600522,6628581
600536,533185
600537,1421886
600539,14034088
600542,1816
600590,66885
600610,3232
600621,254194
600622,43019381
600624,59863
600631,36698
600632,5273029
600633,100365
600634,94236
600644,2926
600690,602231
610120,9395197
610130,1210036
610190,266377
610210,3075
610220,5417580
610230,92880
610290,297208
610310,58779
610322,722535
610323,135936
610329,69678
610332,2553756
610333,50047
610339,681174
610342,60118560
610343,12097213
610349,1111177
610413,2277
610419,404202
610422,75710
610423,186179
610429,1106652
610431,1657
610432,979200
610433,1336198
610439,451922
610441,6359
610442,9505872
610443,1401553
610444,202548
610449,643535
610452,304606
610453,42101
610459,447247
610461,3013
610462,8646460
610463,14542661
610469,1422510
610510,2768268
610520,654805
610590,1062690
610610,3380921
610620,3080613
610690,1277732
610711,3076254
610712,171157
610719,75053
610721,470177
610722,93389
610729,4893
610791,267456
610799,356061
610811,15513
610819,73244
610821,4023497
610822,4279205
610829,1503657
610831,4112444
610832,1088135
610839,490409
610891,1029959
610892,826890
610899,239968
610910,76250133
610990,15963139
611011,490756
611012,231209
611019,1270382
611020,190923786
611030,37908252
611090,9690599
611120,2526247
611130,122190
611190,1202303
611211,1011160
611212,5861726
611219,88816
611231,882014
611241,2398597
611249,56916
611300,2770027
611420,247724225
611430,3491939
611490,9358855
611510,713209
611521,261388
611522,647389
611529,335960
611530,43919
611594,137971
611595,525190
611596,2550653
611599,1496373
611610,117206496
611692,1205087
611693,5320630
611699,2216154
611710,17077411
611780,729404
611790,2085234
620111,29777
620112,96601
620113,77174
620119,169163
620191,10412
620192,351465
620193,1691514
620199,389081
620211,52603
620212,487122
620213,2905377
620219,40566
620291,153409
620292,123555
620293,525169
620299,18299
620311,46583
620312,6256
620319,273085
620323,5596
620329,805357
620331,670030
620332,161026
620333,546795
620339,1944695
620341,200603
620342,26881792
620343,9653326
620349,6346635
620411,2398
620412,887378
620419,1075565
620421,32970
620422,32028
620423,3255
620429,59838
620431,52073
620432,148751
620433,1074123
620439,3083113
620441,25124
620442,1037607
620443,3660959
620444,413050
620449,23092066
620451,10434
620452,2306600
620453,2300180
620459,372478
620461,575424
620462,5888779
620463,4049403
620469,13679035
620520,36741920
620530,8497675
620590,11004806
620610,141759
620620,8959
620630,2149409
620640,2742181
620690,24528917
620711,1163471
620719,3175157
620721,208399
620722,110734
620729,25584
620791,40887
620799,71646
620819,43154
620821,15600
620822,54477
620829,20250
620891,13873
620892,32161
620899,91781
620920,2778179
620930,724024
620990,709453
621010,13787589
621020,11615577
621030,66230
621040,941547
621050,12366933
621111,232958
621112,1205332
621132,395292
621133,7670705
621139,752540
621142,677081
621143,6429509
621149,844311
621210,18314068
621220,471518
621230,17573
621290,1120831
621320,2815775
621390,59031
621410,240644
621420,46620
621430,942398
621440,9558
621490,1163292
621510,86426
621520,136664
621590,47063
621600,994439
621710,13983308
621790,90934
630120,90808
630130,136046
630140,298548
630190,400190
630210,119246
630221,287383
630222,298364
630229,1236850
630231,389845
630232,63405
630239,444998
630240,4218
630251,1309748
630253,59415
630259,139401
630260,2021830
630291,131385
630293,175166
630299,607170
630312,121913
630319,1733889
630391,2313
630392,10853423
630399,831947
630411,59546
630419,5938953
630420,21577
630491,455615
630492,2123436
630493,101362
630499,529988
630510,919359
630520,10149
630532,2963176
630533,3899626
630539,770419
630590,525609
630612,356335
630619,1080310
630622,2480163
630629,1867058
630630,483191
630640,28529
630690,317671
630710,3574167
630720,689053
630790,36225199
630800,3364574
630900,55709662
631010,7184548
631090,638146
640110,6830868
640192,820355
640199,3121955
640219,3172562
640220,1715282
640291,454999
640299,30782436
640312,4789
640319,18027960
640320,420201
640340,3533290
640351,323100
640359,1340356
640391,2907035
640399,22991776
640411,15011448
640419,11623565
640420,458334
640510,1043367
640520,516133
640590,23471006
640610,309466
640620,167136
640690,1382348
650100,3192
650200,2684
650400,81618
650500,6790859
650610,9659330
650691,5968987
650699,28733480
650700,182773
660110,511121
660191,7682
660199,443870
660200,24454
660320,288791
660390,5055
670100,24177
670210,409276
670290,282563
670300,363802
670411,5493
670419,863915
670420,1643
670490,15646
680210,285179
680221,1731814
680223,746356
680229,40601
680291,434830
680292,1213
680293,1157323
680299,1359063
680300,662305
680410,494990
680421,2092903
680422,2147802
680423,285120
680430,1491490
680510,1507559
680520,7463255
680530,12381483
680610,12710774
680620,1824170
680690,438467
680710,324304
680790,7618707
680800,3765210
680911,415476
680919,4816247
680990,7635367
681011,1646528
681019,85617697
681091,211794339
681099,190416113
681140,1485770
681181,7274
681182,24151852
681189,1181659
681280,1225561
681291,21657
681293,62910
681299,62854
681320,73396
681381,4129579
681389,26491
681410,885792
681490,1695094
681510,6721456
681591,14963
681599,8373317
690100,466002
690220,9288257
690290,267466
690310,335756
690320,3745630
690390,8089970
690410,3373400
690490,939615
690510,1442919
690590,228977
690600,898672
690721,55833087
690722,10650437
690723,3454548
690730,5089352
690740,1181391
690911,7596001
690912,689570
690919,4598420
690990,982080
691010,12999590
691090,3552736
691110,26629214
691190,2104522
691200,23961550
691310,37127
691390,6783747
691410,8350287
691490,15821310
700100,678931
700210,584
700220,24669
700231,192426
700232,27978
700239,43987746
700312,13555
700319,5175014
700490,5136
700510,10607758
700521,2803623
700529,263660602
700530,1356
700600,150856163
700711,1396310
700719,237413606
700721,3692600
700729,3490454
700800,2290362
700910,840967
700991,1671286
700992,1671367
701010,43727
701020,544597
701090,17823683
701110,55441
701190,16639
701310,359028
701328,307853
701333,40341
701337,201549
701341,21551
701342,21071
701349,22831938
701391,3653
701399,1063837
701400,46975881
701510,1749969
701590,1778692
701610,181396
701690,152642
701710,323380
701720,229818
701790,1700421
701810,621045
701820,5380014
701890,47816
701911,306041289
701912,7248005
701919,400585
701931,1902188
701932,15275
701939,1443797
701940,71756
701959,6024316
701990,96450849
702000,38353600
710122,282155
710229,158099
710239,13713749
710310,12734533
710391,64993
710399,689993
710410,5730312
710420,10413045
710490,308871
710510,19295
710590,361787
710610,3400496
710691,1168473
710692,21660518
710700,374865
710812,47413525
710813,112242433
710900,13511
711011,761971
711019,161276
711029,84850
711031,123544
711039,118313
711049,371690
711100,101505316
711230,10714816
711291,178153819
711292,40714881
711299,189499461
711311,2879070
711319,744627822
711320,2521975
711411,24652
711419,1485515
711420,32970780
711590,194097804
711620,30237
711711,1412889
711719,7440713
711790,1389072
711810,267288
720110,29981536
720150,1593825
720211,199026969
720219,61504
720221,197642081
720229,3625
720230,228931844
720260,10803010
720280,18563
720291,104641
720292,37818
720293,13259970
720299,1816694
720310,216428518
720390,4459750
720410,76051641
720421,13419215
720429,32048354
720430,12062711
720441,39785062
720449,32614336
720450,3077
720510,207919
720521,1585195
720529,627333
720610,1266175
720690,5762274
720711,516911780
720712,20672099
720719,30200085
720720,62314497
720810,2387
720825,54447
720826,27692
720827,117141
720836,303013
720837,39487
720838,11238
720839,16454
720840,254591
720851,29062127
720852,3136004
720853,3206122
720854,1300841
720890,106188
720915,6634
720916,3867501
720917,3983564
720918,5272912
720925,44502
720926,71477
720927,300709
720928,41817
720990,398531
721011,530959
721012,27633129
721030,12553492
721041,118155
721049,1891779
721050,2419365
721061,3916021
721069,137844
721070,17833057
721090,7982244
721114,23108
721119,5061590
721123,4713943
721129,94309
721190,1935
721210,4408058
721220,8351192
721230,5204710
721240,1269803
721250,5754601
721260,15225
721310,146321465
721320,24997
721391,1154096216
721399,102321614
721410,36207621
721420,983957348
721430,4037902
721491,883951
721499,3232213
721510,2557374
721550,1138754
721590,981126
721610,1008024
721621,1231263
721631,5681659
721632,10504063
721633,108850157
721640,403099
721650,1616559
721661,147137
721669,256699
721691,36011
721699,2667037
721710,12402372
721720,34630217
721730,57803996
721790,4113604
721810,29795
721899,24424705
721911,562197
721912,11946600
721913,7569609
721914,1415969
721921,5428653
721922,27264719
721923,11693594
721924,715519
721931,11190558
721932,32479423
721933,105889822
721934,57101307
721935,3840465
721990,9200735
722011,2638162
722012,2998576
722020,54348870
722090,80477240
722100,314496
722211,2206604
722219,420649
722220,7175584
722230,8040242
722240,4605669
722300,2309734
722410,1469
722490,170793
722511,3480583
722519,217373
722530,178725
722540,324544
722591,1746969
722599,1505502
722611,28988241
722619,7240138
722620,276129
722692,56684
722699,339547
722720,2224367
722790,15103143
722810,54732
722830,1984214
722840,147339
722850,181415
722860,958330
722870,2062749
722880,59548
722920,13536404
722990,18496263
730110,2322983
730120,100103
730210,1082295
730230,436061
730240,776564
730290,171220
730300,4458655
730411,10998587
730419,35473417
730422,1176732
730423,578504
730424,491996
730429,3673261
730431,128220
730439,378332
730441,2228914
730449,485123
730451,863707
730459,640863
730490,10077853
730511,35573446
730512,49237
730519,12034198
730520,492828
730531,44068791
730539,2059263
730590,1514250
730611,723681
730619,18490306
730621,387889
730629,195055
730630,15301325
730640,26895231
730650,986315
730661,28950789
730669,1466417
730690,56152001
730711,6370721
730719,20664942
730721,5744038
730722,1446105
730723,28216798
730729,2861765
730791,5711839
730792,1709550
