CommodityCode,ValueUSD
1,10181952
2,96868091
3,6407587808
4,171221697
5,50782670
6,70017390
7,582110600
8,5992566620
9,4069453521
10,2678687048
11,903973721
12,103894593
13,45317786
14,17738444
15,191351750
16,2236821237
17,131885347
18,21181724
19,616172837
20,569144907
21,704130918
22,286437700
23,687056265
24,273837581
25,1528624660
26,111887265
27,3938320616
28,1242138147
29,512150306
30,159332037
31,271797160
32,105611358
33,351793221
34,481224257
35,138617483
36,2418601
37,6329958
38,720092547
39,4186122356
40,3842288732
41,433466539
42,3137714887
43,130653980
44,3146463660
45,360527
46,231341855
47,28008234
48,965254313
49,49963933
50,101573794
51,6402369
52,2842706532
53,42754986
54,1143568269
55,605228101
56,387096661
57,78834082
58,110070322
59,628842199
60,982547464
61,13850362031
62,14301297560
63,1579454782
64,16813013723
65,383560269
66,24195964
67,54426845
68,424229546
69,486614169
70,1001392099
71,762818873
72,4629961540
73,3014768473
74,1096597521
75,1950315
76,1163766100
78,88938813
79,13628251
80,15397709
81,40708017
82,596898929
83,390924689
84,11710860100
85,86599818880
86,3176411
87,2645965469
88,452632215
89,946132803
90,7726130489
91,53868093
92,25508254
93,2779
94,7418417336
95,1392383694
96,531230136
97,2659813
99,3884981971
101,1203814
102,599953
103,776457
105,1175431
106,6426295
201,76789
202,2548683
203,44866117
204,62023
206,1980424
207,25923921
208,15394537
210,6015594
301,11774699
302,16718228
303,389981963
304,3068225659
305,198913665
306,2122949458
307,597415618
308,1608515
401,377602
402,81792612
403,1746275
404,583280
405,1209140
406,4461317
407,1872600
408,3455275
409,65783453
410,9940137
501,4296
502,28784
504,141079
505,10836677
506,68483
507,26386
508,9544805
511,30132158
601,151633
602,22075521
603,42846163
604,4944072
701,845308
702,457790
703,4724269
704,9595347
705,623559
706,10509071
707,900
708,2973277
709,92728584
710,34471458
711,15100817
712,177988794
713,9459500
714,222631920
801,3290695544
802,95310147
803,104332215
804,333937657
805,60480447
806,126360
807,82666350
808,58865
809,6282947
810,1832741596
811,75786681
812,14744700
813,95269516
814,133590
901,2891547106
902,209350248
904,752403035
905,766838
906,134062832
907,1413482
908,13436203
909,26666602
910,39807171
1001,9851951
1002,5000
1003,6584
1005,46270195
1006,2621440197
1007,36788
1008,1076330
1101,70226608
1102,7147267
1103,142882
1104,412081
1105,55070
1106,20546050
1107,6927893
1108,798481566
1109,34300
1201,654506
1202,23231987
1203,3967593
1205,320758
1206,1250
1207,28087604
1208,96947
1209,13103685
1210,23218
1211,23711895
1212,9982878
1213,712267
1301,1889522
1302,43428263
1401,4056073
1404,13682370
1502,130693
1504,27717991
1506,88246
1507,38175324
1508,42717
1509,31657
1510,9500
1511,45029552
1512,13281
1513,30766566
1514,20491
1515,8263618
1516,1839941
1517,25644642
1518,6156981
1520,2145
1521,7418397
1601,615405
1602,17501769
1603,3014017
1604,551139567
1605,1664550476
1701,29562879
1702,8108606
1703,4326584
1704,89887276
1801,4193489
1803,98880
1804,36528
1805,160311
1806,16692513
1901,88334851
1902,239131000
1903,172085
1904,43926967
1905,244607933
2001,30967694
2002,1177976
2003,7876830
2004,31629449
2005,41985821
2006,2711595
2007,17124670
2008,345791154
2009,89879715
2101,447859053
2102,20212261
2103,78779486
2104,2850484
2105,322341
2106,154107291
2201,1271637
2202,149187661
2203,66741035
2204,1462225
2205,122565
2206,7920058
2207,11112614
2208,48486251
2209,133651
2301,221700004
2302,46199863
2303,11181819
2304,36976264
2305,7000
2306,17366260
2308,4416890
2309,349208163
2401,27717196
2402,214553652
2403,31566731
2501,1654011
2503,8790217
2504,623549
2505,10139452
2506,15889941
2507,4754185
2508,9600
2510,8391712
2511,4635813
2512,112595
2514,9081
2515,19516767
2516,114427
2517,155340299
2518,13594830
2519,1250
2520,76725
2522,57314653
2523,1159195988
2524,2164
2525,106983
2526,2901
2529,65913495
2530,2434015
2601,35864288
2603,6753453
2606,4732224
2609,221490
2612,481875
2613,17354000
2614,15465556
2615,5649707
2618,17005905
2619,3582671
2620,1220751
2621,3555342
2701,319946286
2702,2885
2703,18784
2704,473081
2706,23218207
2707,15027915
2708,423599
2709,2146666201
2710,1142917810
2711,193690297
2712,156706
2713,1308733
2714,5236311
2715,1448194
2716,87785601
2801,7515
2803,278138
2804,282039993
2806,23107
2807,160629
2808,71446
2809,87159349
2810,4920
2811,1854316
2812,10939
2814,143215
2815,251688
2817,25563933
2818,546142040
2819,94000
2821,1397933
2822,465365
2823,11517940
2825,138703970
2826,5195
2827,10197986
2828,24298
2829,910
2831,11520
2832,35454
2833,2398918
2834,48807
2835,27263593
2836,10581794
2837,67500
2839,562687
2840,81993
2841,62131197
2842,1289862
2843,239111
2844,116822
2847,34563
2849,31124458
2852,2880
2853,28151
2901,99135
2902,327401496
2903,193051
2905,2191602
2906,46662
2907,320993
2908,46200
2909,920047
2910,30215
2911,1089
2912,1548474
2914,1073364
2915,5249880
2916,85323
2917,5158163
2918,158932
2919,17003
2920,32480
2921,109262
2922,101402282
2923,159695
2924,373779
2925,69251
2926,812
2927,44315
2928,10506
2929,2535151
2930,950124
2931,111595
2932,40628397
2933,649734
2934,319768
2935,9720
2936,10502824
2937,4913
2938,33525
2939,6215025
