CommodityCode,ValueUSD
1,50645834
2,17192045
3,6285225
4,52219161
5,1433734
6,2981537
7,4057455
8,10450666
9,6017504
10,76513753
11,81219780
12,4433720
13,1683548
14,106892
15,19019386
16,16117267
17,51037664
18,4666606
19,160029484
20,11215144
21,110894722
22,328170603
23,249467417
24,327135292
25,102405568
26,18582997
27,1920463928
28,45344465
29,69851928
30,241611033
31,209512919
32,98366899
33,80542143
34,80563474
35,46691270
36,1457636
37,2555614
38,228541374
39,836836515
40,186531807
41,248545169
42,20784714
43,184107700
44,230437180
45,128533
46,105191
47,368993
48,522840702
49,30103833
50,2259758
51,17742271
52,450843006
53,985337
54,122856181
55,896717624
56,94867271
57,4543031
58,214115900
59,233639561
60,2366810994
61,18554905
62,92947973
63,113659314
64,158780852
65,2024981
66,15488079
67,2435038
68,70038175
69,179960433
70,63322438
71,903327513
72,313562385
73,397762643
74,85283504
75,422596
76,394987512
78,1120507
79,1942404
80,1100677
81,3179534
82,32190431
83,150144268
84,1224419035
85,1183124526
86,1932203
87,1704976633
88,13212017
89,28264743
90,109026802
91,3128324
92,362927
93,11715283
94,147870685
95,69176088
96,205902587
97,2146557
99,1112879
102,8180500
103,40872547
104,39750
105,1547954
106,5082
201,1517425
202,6026423
203,168112
204,517637
206,246490
207,8437541
208,578
210,277837
301,3616320
302,977968
303,148270
304,377585
305,19862
306,605234
307,519115
308,20868
401,18873415
402,14961385
403,7909366
404,665660
405,4873963
406,3848829
407,726518
409,360022
504,224432
505,1187353
507,230
508,4868
511,16850
602,2551926
603,401959
604,27651
701,129832
702,1973
703,186867
704,468672
705,25618
706,273289
708,146476
709,705896
710,764595
711,45877
712,828175
713,361881
714,118299
801,255518
802,110073
803,1030
804,624139
805,2433653
806,1202235
807,56698
808,2654041
809,1184470
810,1367410
811,362923
812,16869
813,181602
901,3631583
902,1934478
904,252123
905,1070
906,1385
907,860
908,1045
909,800
910,194156
1001,3936221
1003,49205
1005,65396758
1006,7114126
1007,14385
1008,3056
1101,5652425
1102,1571599
1103,1417050
1104,26055
1105,390335
1106,41936
1107,71400784
1108,718498
1109,1095
1201,667685
1202,161509
1206,5222
1207,154165
1208,8464
1209,2544260
1210,505686
1211,11144
1212,371077
1213,4502
1302,1683548
1401,8343
1404,98548
1501,1046
1502,6087
1504,95060
1506,89262
1507,517436
1508,225779
1509,419149
1510,3453
1511,4423826
1512,2692281
1513,25907
1514,103177
1515,566500
