CommodityCode,ValueUSD
1,648649305
2,788882747
3,1572080939
4,667409717
5,451303139
6,106470791
7,689829016
8,2915278620
9,226518688
10,3131573883
11,319745581
12,1003807713
13,92893141
14,5511126
15,745440339
16,42975335
17,378439013
18,60892347
19,686166217
20,124715831
21,1009759665
22,312360717
23,3637096663
24,257667386
25,333262121
26,1236045484
27,15561624974
28,1518171376
29,3806689488
30,3315226775
31,1021252615
32,1808003275
33,863168532
34,786872083
35,856653267
36,7753852
37,144584374
38,2919577254
39,15872856757
40,2548646770
41,1708903724
42,201909018
43,204316005
44,2048619394
45,2586198
46,18553347
47,657183943
48,2515908400
49,145810258
50,52320695
51,317293765
52,4373633444
53,105208494
54,3398692170
55,2959301581
56,912543378
57,71144797
58,1080867661
59,1465218724
60,5446160757
61,223620329
62,268714269
63,154797255
64,1093591731
65,36930090
66,11333791
67,56810425
68,552453107
69,451130370
70,1301661671
71,606987798
72,11333930769
73,4092668856
74,3090394490
75,121123457
76,3617560086
78,468289705
79,491164300
80,95365098
81,75708197
82,638251205
83,973957822
84,23438200520
85,77771607393
86,33708699
87,6326830468
88,670547754
89,214527045
90,8959550592
91,149501284
92,28387532
93,191860
94,964727342
95,318392508
96,1045102370
97,1697390
99,3600565557
101,1363304
102,615117784
103,3184890
104,6800
105,18157422
106,10819104
201,21090111
202,327944115
203,55190830
204,6663989
206,95968687
207,268915166
208,39895
209,8611099
210,4458851
301,40775874
302,66891004
303,804955224
304,103522365
305,15432789
306,339419376
307,199625342
308,1458962
401,35645079
402,394110057
403,16381783
404,51732197
405,99757096
406,51502028
407,272269
408,5635889
409,507487
410,11865827
501,3464155
502,87820
504,293041
505,350389433
506,378525
507,2063837
508,5942976
510,500
511,88682849
601,42712255
602,45321386
603,17880350
604,556799
701,23104968
702,1052585
703,72366622
704,21880794
705,386380
706,17560616
707,9000
708,299690
709,24541035
710,5123564
711,18471577
712,217042715
713,90990354
714,196999111
801,1795106829
802,197264312
803,49761366
804,183581966
805,25475634
806,116833391
807,2857178
808,155810240
809,42495012
810,306320926
811,7846677
812,19186
813,31852543
814,53354
901,67058283
902,30916441
904,83671899
905,28238
906,16123520
907,1135154
908,14517033
909,4160133
910,8907983
1001,720289240
1003,62728840
1004,85988
1005,2312952707
1006,33395147
1007,50009
1008,2071949
1101,17224257
1102,3545821
1103,697441
1104,18308021
1105,2457985
1106,1760532
1107,197901134
1108,62644508
1109,15205879
1201,686267001
1202,111434634
1204,29905
1205,88067
1206,7549967
1207,76615122
1208,220118
1209,36081106
1210,11144591
1211,46183037
1212,25382370
1213,13800
1214,2797989
1301,22970257
1302,69922884
1401,1631677
1404,3879449
1501,389874
1502,153339
1503,13316
1504,23035852
1505,287616
1506,7154533
1507,48221531
1508,361230
1509,5318484
1510,276276
1511,530946046
1512,15140837
1513,6670826
1514,6429745
1515,8389687
1516,38715523
1517,35050098
1518,12699920
1520,772782
1521,5391815
1522,21000
1601,978833
1602,8325618
1603,285288
1604,23865041
1605,9520553
1701,112009933
1702,159421881
1703,29677237
1704,77329960
1801,119313
1803,1635798
1804,1081877
1805,16891940
1806,41163416
1901,422763227
1902,35784115
1903,4211819
1904,14053990
1905,209353065
2001,804867
2002,9983520
2003,1621527
2004,39033268
2005,6536670
2006,1469175
2007,4881295
2008,35344016
2009,25041489
2101,49067044
2102,18515574
2103,82277605
2104,2248881
2105,21698915
2106,835951644
2201,6142050
2202,186196811
2203,15913878
2204,29510209
2205,81519
2206,3680446
2207,37499570
2208,30409199
2209,2927030
2301,543246175
2302,134095909
2303,365039084
2304,1845242003
2305,271055
2306,221993787
2308,946988
2309,526261659
2401,239659557
2402,25740
2403,17982087
2501,28823606
2502,12665
2503,45328221
2504,1621214
2505,6675164
2506,15287570
2507,26127863
2508,20996258
2509,17453
2510,330753
2511,2234504
2512,2222747
2513,3551211
2514,130767
2515,9609877
2516,15081850
2517,4008426
2518,2256858
2519,16515182
2520,45861296
2521,106821
2522,437394
2523,23863888
2524,12065988
2525,1156920
2526,11729762
2528,2550628
2529,21415830
2530,13241392
2601,1067260508
2602,28320529
2603,257461
2604,35167
2605,196000
2606,2136528
2607,14533229
2608,714244
2609,11592115
2610,194476
2611,11361049
2613,29992200
2614,2431089
2615,19373717
2617,42267647
2618,5169358
2620,24462
2621,185696
2701,3516134305
2702,131626
2703,278070
2704,312247313
2706,743066
2707,93862818
2708,264170
2709,3809032757
2710,6348806004
2711,895871643
2712,67981557
2713,291557262
2714,32886915
2715,4045462
2716,187782000
2801,2726507
2802,1280020
2803,192824660
2804,60144063
2805,264892
2806,4962707
2807,21488369
2808,9917763
2809,8772736
2810,2952427
2811,129663021
2812,1436728
2813,250400
2814,46138128
2815,88399824
2816,2997021
2817,62191188
2818,24005865
2819,5933669
2820,5365499
2821,10132020
2822,1906673
2823,39242273
2824,6252339
2825,25950811
2826,5178609
2827,64623236
2828,32488130
2829,7020038
2830,1481808
2831,13647680
2832,7021820
2833,96993283
2834,14445917
2835,58544979
2836,197292594
2837,56513893
2839,13366178
2840,6607573
2841,21030357
2842,45851655
2843,78920369
2844,3565911
2845,149753
2847,27248765
2849,6955248
2850,2940239
2852,58367
2853,1025347
2901,5092896
2902,241610233
2903,292939370
2904,2750495
2905,445226546
2906,16570537
2907,14386762
2908,754050
2909,83412132
2910,2410322
2911,425429
2912,9928093
2913,182709
2914,97988229
2915,245569310
2916,140025682
2917,588829836
2918,55807702
2919,8498350
2920,10969599
2921,42587837
2922,255400276
2923,49686715
2924,50700561
2925,8149281
2926,9441617
2927,20625557
2928,4677652
2929,201619060
2930,118381746
2931,29286916
2932,36555990
2933,190734844
2934,73157020
2935,18521204
2936,112605905
2937,17084157
2938,5282909
2939,14427729
2940,12801806
2941,259513789
2942,12068616
3001,17834980
3002,454537697
3003,73293995
3004,2625307500
3005,41763982
3006,102488619
3101,47270491
3102,275066441
3103,2521768
3104,266046837
3105,430347076
3201,2203693
3202,31069752
3203,27427827
3204,473194576
3205,8210851
3206,346331356
3207,107389273
3208,247601913
3209,101816550
3210,29317279
3211,6193482
3212,69823328
3213,2448107
3214,105692335
3215,249282945
3301,17263425
3302,466962932
3303,15522112
3304,179091448
3305,103845237
3306,43852584
3307,36630793
3401,75048864
3402,454109369
3403,136295273
3404,89217222
3405,22269666
3406,643475
3407,9288210
3501,17758023
3502,15586099
3503,40631594
3504,7431703
3505,57223198
3506,629807378
3507,88215269
3603,6262503
3604,438148
3605,46280
3606,1006920
3701,111030509
3702,19666368
3703,8348952
3704,132598
3705,196324
3706,15069
3707,5194550
3801,56715466
3802,25907626
3803,410595
3804,6942148
3805,915773
3806,8704340
3807,9076
3808,867040388
3809,143145358
3810,83771940
3811,120354275
3812,212833885
3813,3033330
3814,110111386
3815,122058971
3816,87897460
3817,108746202
3818,165247762
3819,4802912
3820,7601590
3821,16870550
3822,200562431
3823,31853635
3824,533299331
3825,546408
3826,194404
3901,2641731607
3902,1595625712
3903,682128274
3904,494903748
3905,68603738
3906,322922345
3907,1737534585
3908,338431975
3909,679053096
3910,170252418
3911,85041761
3912,109029566
3913,25308487
3914,10332578
3915,150163428
3916,55604456
3917,251335518
3918,56683128
3919,984307074
3920,1656386282
3921,809635534
3922,29207993
3923,569628423
3924,49401586
3925,71733226
3926,2227870207
4001,366121047
4002,693060551
4003,9894208
4004,41962
4005,138022091
4006,6947354
4007,26315203
4008,106768368
4009,100737691
4010,85922920
4011,387838627
4012,8460080
4013,6364880
4014,24360841
4015,78424701
4016,505930047
4017,3436192
4101,5786614
4102,4730
4103,40199007
4104,385107561
4105,8632663
4106,8443761
4107,1064414295
4112,39336269
4113,125845070
4114,2821459
4115,28312291
4201,1163420
4202,146378037
4203,14841180
4205,39526380
4301,29747215
4302,58325710
4303,76548156
4304,39694923
4401,1190260
4402,4516417
4403,463542377
4404,14521
4405,736196
4406,143864
4407,865718740
4408,173313563
4409,6863660
4410,79382215
4411,185447494
4412,213231209
4413,2472053
4414,1065484
4415,4598716
4416,123117
4417,410588
4418,16690992
4419,1612365
4420,6408927
4421,21136627
4501,482289
4502,5245
4503,281826
4504,1816836
4601,15649998
4602,2903349
4701,67349
4702,24732
4703,227897176
4704,2274318
4705,17121155
4706,3257624
4707,406541585
4801,27039040
4802,256016731
4803,39781658
4804,100581195
4805,258533154
4806,6689936
4807,15344745
4808,10502960
4809,12361521
4810,607583329
4811,443423691
4812,1233271
4813,15304697
4814,12245723
4816,9732569
4817,2452707
4818,17516599
4819,241261022
4820,9002788
4821,287892390
4822,7633808
4823,133774859
4901,34563645
4902,5559425
4903,1391945
4904,8052
4905,387475
4906,283611
4907,577842
4908,66351087
4909,817786
4910,1450085
4911,34419300
5002,35691446
5003,12183
5004,1168579
5005,772890
5006,20277
5007,14655319
5101,217614
5102,312657
5105,11859702
5106,2683684
5107,83252365
5108,44048058
5109,31497844
5110,2724
5111,39498947
5112,103154467
5113,765698
5201,2400180595
5202,142096
5203,53146025
5204,14444509
5205,273702358
5206,70510984
5207,25654641
5208,427383031
5209,517922799
5210,230897842
5211,293967818
5212,65680741
5301,23727
5302,8153
5303,1640545
5305,327085
5306,9394629
5307,4718081
5308,4345607
5309,77211201
5310,198115
5311,7341346
5401,78506494
5402,1097415137
5403,19859786
5404,29304872
5405,476140
5406,1741175
5407,2100505075
5408,70883489
5501,3229380
5502,57749466
5503,379390059
5504,123117181
5505,99310
5506,19204325
5507,360965
5508,67218592
5509,163884734
5510,25870941
5511,17870287
5512,827982685
5513,216731336
5514,133117199
5515,757759087
5516,165716028
5601,42206706
5602,39000904
5603,547889503
5604,127851700
5605,2278921
5606,8625237
5607,70285681
5608,55574639
5609,18830083
5701,4566871
5702,8414553
5703,48430682
5704,1486429
5705,8246259
5801,151738041
5802,14076239
5803,6528393
5804,238836069
5805,97853
5806,198045948
5807,235163368
5808,210290556
5809,1110155
5810,17797688
5811,7183346
5901,42863144
5902,62574510
5903,1095639658
5904,1259562
5905,1647294
5906,20272459
5907,123822277
5908,2165773
5909,5731819
5910,8480451
5911,100761773
6001,345589155
6002,23013784
6003,8593390
6004,1140382935
6005,443228901
6006,3485352589
6101,1926421
6102,2426061
6103,11064240
6104,14909927
6105,6159518
6106,2444334
6107,1866193
6108,2090230
6109,46193353
6110,18603232
6111,1998001
6112,1360378
6113,636855
6114,8520244
6115,11133310
6116,15009495
6117,77278529
6201,5574364
6202,5542763
6203,25611492
6204,35484815
6205,10247799
6206,8093066
6207,661207
6208,656770
6209,699483
6210,8236135
6211,10235501
6212,27974327
6213,562669
6214,2879453
6215,28376037
6216,1617857
6217,96260521
6301,14037885
6302,29454128
6303,2725942
6304,8822042
6305,30175226
6306,4557857
6307,63017930
6308,259943
6309,1339268
6310,407031
6401,13783418
6402,23679843
6403,31760921
6404,44566223
6405,26436423
6406,953364900
6501,299498
6502,4122332
6504,308492
6505,8668993
6506,7635363
6507,15895410
6601,6026108
6602,78511
6603,5229171
6701,49747793
6702,5125454
6703,826140
6704,1111037
6801,178714
6802,151070544
6803,719561
