CommodityCode,ValueUSD
1,233271242
2,2939542
3,766525306
4,4060024
5,10085671
6,428752
7,973807028
8,670337254
9,62588326
10,1022889924
11,1756252
12,400277382
13,83899
14,3443250
15,2815655
16,1234616
17,119388970
18,213960
19,3291030
20,4221732
21,5335375
22,9092292
23,1362695
24,61759662
25,2569301
26,70888748
27,4469902832
28,10498164
29,233539
30,147671
31,96720
32,1306904
33,4849667
34,629184
35,30467
37,366999
38,670059
39,66820896
40,260821705
41,1721986
42,375655250
43,3045
44,167861859
46,1279792
47,9587441
48,11731391
49,301680
50,688650
51,655200
52,26600910
53,254879
54,1636360
55,8541033
56,1064691
57,47784
58,2000175
59,1852584
60,16532538
61,1246109606
62,3775146321
63,14296778
64,472456913
65,21614964
66,1660819
67,21691156
68,5123336
69,288025
70,3545121
71,821259567
72,231277238
73,28372860
74,805673928
75,45
76,27022315
78,14074319
79,14872011
80,13863
81,31932
82,498201
83,2623862
84,173299463
85,177989517
86,55961
87,26217483
88,12106871
89,161263540
90,107848847
91,2727164
92,16270
94,15072857
95,6827564
96,12122872
97,21403695
99,2220578
102,231559660
103,117829
104,1404783
105,181100
106,7869
201,97985
202,364140
203,2800
204,1357664
206,653592
207,41183
209,83177
210,339000
301,39975701
302,225279099
303,174845655
304,10343879
305,34201162
306,230181583
307,51166177
308,532047
401,58751
402,22710
403,119223
404,45000
406,58360
409,3001218
410,754760
501,9134245
505,20243
506,39900
508,866492
511,24790
601,398564
602,12304
603,10437
604,7445
701,482912
702,104251
703,38593050
704,242251
706,6081
707,57530
708,2982367
709,14218709
710,2180705
711,132228
712,1283873
713,912122043
714,1401022
801,13985682
802,113899408
803,396518779
804,20896887
805,1058714
806,3556
807,78178415
808,259033
809,5157510
810,9917573
811,590570
812,6711
813,2989911
814,26874498
901,2704195
902,2439721
904,25404351
906,56189
908,8433587
909,477392
910,23072887
1001,152901
1003,100820
1005,236632103
1006,782429121
1007,80
1008,3574898
1101,23761
1102,729256
1103,76820
1105,54557
1106,793503
1107,54872
1108,23480
1201,1922148
1202,109510018
1204,15000
1206,5815061
1207,248202494
1208,161000
1209,4167036
1211,29536218
1212,917686
1213,30717
1301,69220
1302,14679
1401,1508744
1404,1934505
1508,5398
1509,2622
1511,10734
1512,169095
1513,13959
1515,164003
1516,2405961
1517,30351
1518,5529
1521,8000
1602,5804
1604,951138
1605,277672
1701,112328160
1702,7058104
1704,2705
1806,213960
1901,131492
1902,1523148
1903,24705
1904,50784
1905,1560898
2001,102126
2002,11500
2004,10746
2005,500709
2006,6174
2007,129901
2008,2282287
2009,1178286
2101,2316276
2103,1805583
2104,16329
2106,1197184
2202,351855
2203,2048494
2204,331029
2207,817
2208,6360095
2301,315000
2303,13500
2304,5980
2306,591455
2308,23712
2309,413048
2401,14000727
2402,46266222
2403,1492711
2501,195
2505,1333794
2506,18675
2508,1
2512,302848
2515,526
2517,3815
2521,70326
2522,140810
2523,698309
2601,2502992
2607,57695243
2608,941639
2609,5341433
2610,329350
2611,309283
2617,3739057
2618,29750
2709,77695130
2710,101244028
2711,4256559077
2713,168322
2714,6
2716,34236267
2803,63916
2804,123750
2811,7400
2817,6659166
2820,3184249
2827,339630
2833,120051
2916,172749
2936,14
2941,32024
2942,28750
3001,1036
3002,14920
3003,20
3004,112099
3005,136
3006,19460
3101,0
3105,96720
3201,202782
3204,16100
3206,50
3208,420107
3212,666919
3213,152
3215,791
3302,76607
3303,1441643
3304,3187839
3305,1489
3306,90
3307,141996
3401,316696
3402,2273
3403,6599
3404,97970
3405,25497
3406,177016
3407,3130
3506,26419
3507,4048
3702,112564
3703,248674
3707,5759
3802,3240
3806,170114
3808,341866
3812,57802
3814,790
3822,46
3823,52141
3824,44057
3901,18433591
3902,2613834
3903,17720
3904,35150
3907,2323091
3909,29675
3912,8477530
3915,1976074
3916,15454
3917,1512637
3918,2592
3919,25314
3920,1604939
3921,262318
3922,12133
3923,22794966
3924,214807
3925,272
3926,6468791
4001,182357690
4002,74018262
4009,938076
4010,6416
4011,3056808
4015,339
4016,410487
4017,33624
4101,1105850
4102,160698
4103,294650
4112,81621
4115,79167
4201,1154242
4202,358385218
4203,16098133
4205,15562
4206,2093
4303,3045
4401,1677969
4402,221711
4403,30706551
4404,336
4405,11649
4407,43525889
4408,12694529
4409,10683
4411,22
4412,9366032
4414,548
4415,82335
4417,3990
4418,68496669
4419,34310
4420,96692
4421,931935
4601,190829
4602,1088963
4706,7119229
4707,2468212
4802,17992
4803,155018
4804,3855249
4805,123930
4806,268715
4809,240593
4811,1961
4814,5946
4816,11900
4817,43795
4818,1104888
4819,5778034
4820,23376
4821,4654
4823,95336
4901,3916
4902,284175
4903,95
4909,361
4911,13132
5001,479210
5003,209440
5110,655200
5201,18145577
5202,631840
5204,1628
5205,5118037
5206,66800
5207,5261
5208,2492440
5209,4097
5211,132326
5212,2900
5303,80690
5305,171789
5309,2400
5401,1693
5402,8295
