CommodityCode,ValueUSD
1,55311
2,21177
3,7932133
4,101021
5,81
6,742
7,74153
8,92282
9,43881
10,1879229
11,104458
12,671649
13,1333
15,146097
16,152175
17,98823
18,48478
19,527325
20,57834
21,1065612
22,198082
23,241912
25,80976
27,5981921477
28,446522
29,239948043
30,1143718
31,12403
32,364310
33,91348
34,545631
35,188484
36,560
37,7805
38,3477041
39,921813
40,3498435
41,139746
42,566240
43,11670
44,1587641
45,943
46,518
47,1038042
48,630398
49,3115741
52,23693
53,592
54,5217
55,14747
56,73644
57,56035
58,353
59,44829
60,263921
61,4067230
62,5257207
63,606246
64,117669
65,22656
66,7227
67,1765
68,1951374
69,132568
70,361055
71,3026874
72,10972592
73,46962233
74,5313985
75,10317
76,3966488
78,32129
79,28394
80,0
81,3834
82,6294591
83,105084
84,99098277
85,36578645
86,1277301
87,3171310
88,31150383
89,1259817
90,42943036
91,1402999
92,990587
94,2199393
95,1371703
96,77877
97,6850
99,9130879
101,4469
102,5956
104,2889
106,41996
204,990
207,13896
210,6290
301,2282911
302,892478
303,1564545
304,27037
305,26729
306,2788062
307,345817
308,4550
401,37276
402,5453
403,3110
404,148
405,48516
406,5770
408,8
409,589
410,148
505,51
511,29
602,0
603,740
604,1
701,617
703,3256
704,50
706,474
709,8314
710,51962
711,8201
713,262
714,1012
801,747
802,1886
804,88332
805,70
806,141
811,170
813,709
814,223
901,5868
902,16082
904,1948
910,19981
1005,95644
1006,1783560
1008,24
1101,98065
1102,4094
1103,437
1104,51
1105,1164
1106,633
1108,11
1201,11303
1202,32
1206,51
1207,112783
1209,4632
1210,337
1211,160
1212,542348
1302,1333
1507,1335
1508,155
1509,979
1511,20935
1512,1191
1513,1
1515,23107
1516,4
1517,96453
1518,1410
1522,520
1601,71
1602,55522
1603,17502
1604,59776
1605,19302
1701,23497
1702,17002
1704,58324
1801,3119
1805,3705
1806,41653
1901,13600
1902,110432
1903,334
1904,4490
1905,398466
2001,3640
2002,870
2003,8480
2004,3763
2005,13802
2007,5489
2008,16725
2009,5063
2101,4765
2102,5308
2103,205910
2104,22
2105,13782
2106,835822
2201,23725
2202,165099
2209,9256
2304,1222
2309,240690
2501,20528
2505,2831
2508,17476
2510,37
2513,1000
2515,13706
2516,1160
2517,6504
2519,56
2521,3681
2522,15
2523,13858
2525,1
2530,116
2701,3712
2704,17
2707,4514
2709,2699771174
2710,3868834
2711,3278272425
2712,9
2713,781
2714,7
2801,106574
2804,10642
2806,9670
2811,1333
2815,4856
2820,159800
2821,57140
2827,1338
2833,7
2834,2
2835,1
2836,4810
2839,2490
2842,68
2844,87508
2845,212
2853,64
2901,296
2905,239337613
2912,178969
2914,3377
2915,38816
2916,1
2918,6624
2922,2553
2931,228496
2932,1732
2936,149560
2938,0
3001,1
3002,146559
3003,54025
3004,820409
3005,3484
3006,119238
3104,12403
3203,0
3208,351289
3209,1681
3210,4871
3214,2227
3215,4239
3301,11244
3302,18
3303,1768
3304,49653
3305,11725
3306,3449
3307,13488
3401,17021
3402,462272
3403,4546
3404,14
3405,22638
3406,36980
3407,2157
3505,53419
3506,135065
3603,189
3606,370
3701,306
3703,2
3704,534
3705,8
3707,6953
3801,1600
3802,62
3804,20311
3808,2447
3809,287
3810,25270
3811,45309
3812,24449
3813,7362
3814,225
3815,148
3816,388
3819,4966
3820,4
3821,55
3822,2679
3823,532
