CommodityCode,ValueUSD
1,2597120
2,1539667
3,421613233
4,30538424
5,4587816
6,3943134
7,25787997
8,2069529965
9,2469180
10,1551460
11,19521062
12,24504599
13,167911288
14,982203
15,1176619095
16,479054109
17,104883737
18,13279539
19,238696095
20,480828600
21,129145812
22,113911246
23,86390899
24,436564358
25,27816287
26,1223576695
27,1144464595
28,107146361
29,359670893
30,39764778
31,25320855
32,84073124
33,77325324
34,148467205
35,6531388
36,29671918
37,687963
38,193046996
39,911768169
40,486360205
41,4418860
42,651931244
43,8051547
44,675036904
46,35787901
47,93160869
48,114381835
49,59361123
50,818373
51,69929
52,1822648
53,41696757
54,11562968
55,19189781
56,54385365
57,590675
58,42141826
59,7079266
60,4347325
61,562400000
62,321027442
63,80855868
64,103474629
65,12366655
66,6585383
67,65867706
68,75678324
69,37055554
70,101227845
71,1454214110
72,143295645
73,477149655
74,1401684512
75,384410991
76,173127579
78,26946007
79,6437197
80,15510899
81,6457582
82,33925674
83,241647113
84,9646039194
85,32874260983
86,4382595
87,1116318760
88,950189304
89,1215960284
90,2239645622
91,137830150
92,529291
93,55338937
94,417687062
95,194973808
96,170316761
97,4870587
101,1243783
102,8280
105,58424
106,1286633
202,38690
207,1314151
210,186826
301,60931783
302,35552412
303,105307916
304,34225396
305,10502374
306,102786759
307,66430019
308,5876574
401,708055
402,25906969
403,2858209
404,138581
405,631498
406,252743
407,19323
408,376
409,22670
501,6228
506,396
507,33701
508,4268455
511,279036
602,1847788
603,263545
604,1831801
701,2925
703,50980
704,667
706,11325
707,234
708,592
709,16520407
710,6612928
711,163725
712,1269426
713,6717
714,1148071
801,284877731
802,1003619
803,1504777217
804,253654387
805,3137384
807,3873797
810,1239940
811,13236069
812,632216
813,3096789
814,816
901,128531
902,36925
904,2283956
905,574
910,19194
1005,1074778
1006,470282
1008,6400
1101,9104334
1102,107806
1103,191231
1104,172966
1105,67200
1106,7761171
1108,2116354
1201,414
1202,568
1203,97950
1207,431038
1208,21630
1209,10930724
1211,119214
1212,12903061
1301,1121070
1302,166790218
1401,518612
1404,463591
1502,50859
1504,4223468
1507,471
1508,787
1509,2185
1510,7688
1511,20374439
1512,20630
1513,1057920660
1515,59379792
1516,27474977
1517,1538700
1518,2224293
1520,2926853
1521,336681
1522,136612
1601,4072129
1602,9006884
1603,2600
1604,378700127
1605,87272369
1701,56387430
1702,3303550
1703,16300587
1704,28892170
1801,7642569
1803,3759
1804,1739050
1805,114606
1806,3779555
1901,49335800
1902,39428033
1903,160838
1904,18208823
1905,131562601
2001,66455
2002,5068178
2003,573
2004,100711
2005,1046844
2006,6137420
2007,21984819
2008,330293385
2009,116130215
2101,2842606
2102,46810
2103,62036639
2104,1622436
2105,10092786
2106,52504535
2201,217532
2202,95410653
2203,2221773
2204,432147
2206,13716
2207,510859
2208,14170633
2209,933933
2301,10140152
2302,36621
2303,2004588
2304,209727
2305,54506
2306,71235825
2308,1321966
2309,1387514
2401,152127697
2402,241069846
2403,43366815
2501,418080
2503,6230432
2505,3556152
2507,24180
2508,52871
2510,11550
2513,47143
2514,162263
2515,2843163
2517,2029924
2518,2666690
2521,6543765
2522,223
2523,2175546
2524,188
2526,3410
2530,1050707
2601,71809355
2602,3180
2603,617134863
2604,458199605
2610,7997448
2611,38713
2613,17631500
2615,148062
2616,718296
2617,46211682
2618,535000
2620,3087816
2621,61175
2701,281013208
2707,103756172
2709,202677308
2710,456388746
2711,87253311
2713,13297610
2714,65640
2715,12600
2803,33770
2804,16978328
2805,3247094
2806,4314
2807,16338365
2811,64830
2813,24549
2814,15824
2815,5528
2817,479505
2818,49200
2821,151290
2823,3930
2825,9421422
2827,113200
2830,36548487
2833,953632
2835,34407
2836,7112770
2839,1401
2841,3098819
2842,6684283
2843,1522238
2844,84783
2846,2224652
2847,28000
2848,1894888
2852,2097
2853,24755
2901,174655017
2902,28219532
2903,32500
2904,300
2905,149217441
2906,225161
2907,4788
2908,72000
2909,1816901
2910,114344
2915,120176
2916,154131
2918,11944
2920,160333
2921,1222816
2922,1232053
2924,3103
2929,7691
2930,179257
2931,119560
2932,403
2933,218925
2934,283296
2936,337468
2937,1308
2940,1254165
2941,229
2942,6051
3002,487412
3003,676948
3004,30977741
3005,6939629
3006,683048
3101,244091
3102,31667
3104,6508897
3105,18536200
3203,25218
3204,2541739
3205,23743
3206,2266239
3207,947585
3208,6213052
3209,1672523
3210,1690804
3211,2640
3212,949119
3213,25288
3214,210840
3215,67504334
3301,1191413
3302,1942782
3303,3076022
3304,23588321
3305,3235725
3306,579078
3307,43711983
3401,13340915
3402,131162926
3403,2825840
3404,435960
3405,59595
