commodity_code,trade_value_usd
1208,2723
1209,3549045
1211,41019296
1212,11354448
1213,168946
1301,735783
1302,865436
1401,1073537
1404,5360484
1502,13500
1513,85735
1515,1188284
1516,3773595
1521,32000
1602,112963
1604,1199581
1605,2687186
1701,92954713
1702,53085176
1703,6186226
1704,21634
1801,50
1806,110864
1901,30772
1902,2892733
1903,17070
1904,151123
1905,1425624
2002,294799
2004,62
2005,59986
2006,7208
2007,2032423
2008,15522391
2009,1122196
2101,3549302
2103,3312803
2104,4354
2106,3223368
2202,175932
2203,2365149
2204,143394
2206,5615
2207,1201970
2208,4771783
2209,2049
2301,2566843
2302,657579
2306,687510
2401,4685654
2402,41559862
2403,1565657
2505,3872997
2512,136200
2515,865
2517,3040
2522,246705
2523,522640
2530,77
2601,573323
2607,44589561
2608,259440
2609,7124761
2611,263932
2617,5796328
2620,1422588
2705,40
2709,18656200
2710,21391408
2711,3365743326
2716,21581093
2801,580
2804,164999
2811,10
2820,1827485
2836,464371
2843,60
2916,287049
2934,266760
2936,3598
3003,239
3004,430594
3005,16650
3101,2
3105,9000
3201,184135
3204,80494
3206,946
3208,45936
3209,47067
3210,1250
3212,2450
3215,329
3301,16425
3302,8389
3303,132159
3304,943880
3305,81268
3306,536
3307,193743
3401,429434
3402,105
3403,1367
3404,835421
3406,382209
3506,7866
3701,192045
3702,105620
3703,65283
3802,101119
3808,546182
3822,1
3901,1499365
3902,1156182
3903,584517
3904,120149
3906,900
3907,2750357
3908,307551
3912,7875
3915,2301307
3916,18850
3917,1652678
3918,116386
3919,13951
3920,1260466
3921,6393
3923,28573074
3924,1424158
3925,222916
3926,3866355
4001,219661944
4002,106904587
4005,16882
4008,249257
4009,2270786
4010,41
4011,1816168
4012,200425
4013,69801
4015,23849
4016,2561967
4017,76
4101,341250
4106,10000
4115,177176
4201,3271730
4202,353845850
4203,18107339
4205,50713
4401,335040
4402,51072
4403,5144192
4407,77222438
4408,12578012
4410,150130
4411,311
4412,34799546
4414,3
4415,90400
4418,4910447
4419,38109
4420,30297
4421,252473
4601,118244
4602,2103402
4706,14949173
4707,2359017
4801,3450
4802,52
4803,163530
4804,6197037
4805,113800
4809,78748
4811,20632
4813,10930
4814,160568
4817,16808
4818,1826563
4819,4830506
4820,273171
4821,282713
4823,147106
4901,3970
4902,102080
4905,27876
4907,3100
4911,20962
5001,129600
5002,7180
5003,491353
5007,5559
5111,1190
5201,22319658
5202,717000
5205,3695096
5207,185372
5208,671067
5209,90000
5210,15138
5303,78390
5305,128105
5307,6119
5402,212026
5407,929609
5503,3313239
5506,75379
5511,2
5512,59389
5513,1634400
5514,7625993
5516,436
5601,41659
5602,251876
5603,31728
5604,6709
5605,2853
5606,179210
5607,8944
5608,336184
5609,1862
5701,1922
5702,503
5703,626
5801,11482
5803,198841
5806,945969
5807,79129
5808,15325
5810,5285672
5811,4168
5901,2103871
5903,1183704
5904,90767
5907,10600
5911,884968
6001,6072
6005,110328
6006,4919908
6101,51567667
6102,41686009
6103,13001079
6104,62701392
6105,52540556
6106,29778378
6107,8246920
6108,77283146
6109,190198851
6110,537620471
6111,30532345
6112,4292332
6113,1616365
6114,8327438
6115,26961865
6116,20859539
6117,2477043
6201,101248939
6202,294952581
6203,1238310297
6204,1066891945
6205,279940679
6206,183977640
6207,13339877
6208,22550613
6209,5500015
6210,50077894
6211,60110514
6212,100746724
6213,554
6214,7135826
6215,1596
6216,62930
6217,182022
6301,1013909
6302,261611
6303,5826652
6304,1191993
6305,488332
6306,145260
6307,20865799
6310,103509
6401,7062006
6402,43375683
6403,160605468
6404,250733909
6405,5037142
6406,4454397
6501,110455
6504,4253147
6505,20364406
6506,7295446
6507,22343
6601,1690669
6702,2494740
6703,201694
6704,13087343
6801,2113
6802,69763
6804,3254
6809,120496
6810,594877
6812,3413
6813,8953
6815,2023
6909,656
6910,18914
6911,291297
6912,5684
6913,5882
6914,40
7001,889220
7002,2986
7003,3744
7005,1078058
7008,2646
7013,276753
7018,6300
7019,3677613
7020,118100
7101,12599600
7114,244597
7116,20890394
7117,210020
7202,324782496
7204,13931768
7208,2563850
7209,1804
7210,3254349
7212,5602
7215,53508
7216,280080
7219,21
7222,54398
7223,50676
7225,170613
7228,16000
7302,1871
7304,54167
7306,44662
7307,8250
7308,963023
7309,635888
7310,11473
7311,1134776
7312,6912
7314,124827
7315,32907
7317,2973
7318,580618
7321,151722
7322,41800
7323,1986565
7324,906287
7325,737197
7326,11912244
7401,1514904
7402,87500
7403,924712625
7404,1035026
7407,2565
7408,227962
7410,324
7413,5458
7601,15161672
7602,20832614
7604,543999
7606,1434922
7607,9883884
7610,579100
7611,215
7612,6675990
7615,14373
7616,229386
7801,13943239
7804,607619
7901,15152535
7902,45000
8002,6300
8101,31112
8201,36
8203,1441
8204,70
8205,175817
8207,857048
8208,49
8214,194
8215,4598
8301,404310
8302,48527
8306,35653
8308,70943
8309,617749
8310,142113
8401,37470
8402,4424115
8405,108640
8406,123745
8407,109072
8409,24439
8412,2786679
8413,2108572
8414,419839
8415,13075815
8417,1500
8418,12134
8419,257456
8421,57069
8422,6710349
8424,19699
8425,1213647
8426,258054
8427,40635
8428,247401
8429,148757
8430,645468
8431,581275456
8432,242
8436,3138561
8441,9322
8442,4680
8443,5714
8444,56500
8445,122870
8447,512353
8449,18831
8451,191042
8452,3453181
8453,1800
8455,71800
8456,566182
8458,126948
8459,412750
8460,36500
8461,2060
8462,158303
8463,16581
8465,123947
8466,340671
8471,1345645
8473,3355890
8474,47963
8477,75222
8478,12380
8479,59675
8480,58484
8481,55346
8482,7488
8483,206546
8484,13200
8486,80796
8501,1964593
8502,2848298
8503,26190
8504,26801717
8505,5968
8506,6017379
8507,60688
8508,737588
8509,16737
8510,1551
8511,361
8513,225248
8514,48771
8515,164060
8516,6704395
8517,2321227
8518,26854616
8519,5411
8522,969540
8523,235
8525,53481801
8527,5872
8528,18297
8529,216402
8531,1238582
8532,1097
8534,12777
8535,163599
8536,775469
8537,642476
8538,8566
8539,934
8541,2260630
8542,7836872
8543,2132099
8544,53665421
8546,11500
8547,43966
8548,2185091
8605,154774
8607,110327
8609,65095
8701,249000
8704,89950
8705,503889
8708,6273090
8710,162953
8711,1000
8712,36624
8713,26741
8714,8429967
8716,66358
8801,1.80E+07
8802,19882000
8803,8207714
8901,1290000
8903,267610
8905,1312
8906,39300
8907,753190
9001,77249150
9002,351199
9003,26152
9004,16192
9005,1368354
9006,1488093
9013,4638825
9014,3050
9015,7805302
9017,823
9018,3637173
9019,260
9021,15000
9022,131240
9023,11495
9025,9179
9026,12548
9027,11588
9028,521
9030,417271
9031,858449
9032,4618
9101,11201
9102,230521
9105,140
9111,58186
9113,1034394
9114,204081
9207,89
9301,15619
9305,36318
9401,3047069
9403,1955772
9404,3980809
9405,827874
9406,2007579
9503,2933636
9505,62842
9506,14479965
9507,1177822
9508,110053
9601,215899
9603,2804568
9604,750
9606,33188
9607,92932
9608,21136
9609,3257243
9612,309680
9613,1938
9615,9091
9616,190
9617,126440
9619,657052
9620,3892658
9701,22106
9999,1769211
10229,67356799
10310,12956
10420,971525
10511,43000
10619,2614
10641,8505
20130,150000
20230,15750
20430,959000
20450,1180000
20629,236350
20690,18400
20840,944
20890,6599
21019,165000
30111,376105
30119,4652
30192,27451885
30199,16799
30219,229855
30229,149606
30231,313717
30234,77017
30241,1179312
30242,2779293
30243,1351187
30249,764352
30259,18255428
30271,565042
30272,33677027
30273,54443119
30284,16620
30289,92596710
30311,8865211
30313,4153572
30319,176527
30323,402723
30324,216163
30326,368627
30329,27225
30333,4582
30339,440787
30341,2833115
30349,133440
30351,305881
30353,3863455
30354,177231
30355,251120
30359,12218847
30369,3122950
30382,64000
30389,225778371
30391,58300
30399,13
30432,30126
30433,21780
30439,820705
30442,134
30459,2190600
30479,948657
30487,1653911
30489,1453579
30499,3263502
30510,2514634
30520,24663814
30531,9576
30539,529842
30542,94194
30551,7025211
30554,79046
30559,14623396
30569,8067263
30572,907713
30611,10000
30612,215523
30614,38057375
30616,2528501
30617,85152434
30631,3050279
30632,6502840
30633,30226376
30635,112000
30636,300644
30639,3507440
30692,131
30693,3561877
30694,13823
30695,3782513
30711,9900
30721,3024823
30729,3830
30732,34619
30742,67656771
30743,732808
30749,859079
30751,3874993
30752,572817
30760,551772
30771,832525
30772,26436
30781,80205
30811,49652
30812,18764
30819,15
30890,4236378
40140,9981
40310,9544
40390,20232
40900,3144741
50100,9465594
50510,5277
50590,10530
50610,92400
50690,32205
50800,1457351
51191,108896
51199,82499
60110,12000
60120,640171
60210,0
60290,45336
60311,7144
60420,8591
60490,116640
70190,291244
70200,411492
70310,58379408
70320,7338659
70390,39046
70410,8133
70490,1894906
70610,13634
70690,4846
70700,92707
70810,60122
70820,812782
70890,135037
70930,390
70951,2971
70959,2862
70960,19743853
70970,11659
70993,1540056
70999,1547127
71010,11005
71022,1
71029,27028
71030,1956075
71040,45800
71080,57605
71140,100800
71190,54284
71231,5426
71239,166784
71290,1172850
71310,7450161
71320,13681001
71331,1019331207
71332,9827450
71333,19920237
71335,154030
71339,3476166
71340,4636549
71350,1360
71360,305435
71390,74354360
71410,232461
71420,22456
71440,44053
71490,1300
80111,262
80119,63114
80131,11462961
80132,17719444
80211,230584
80232,3000
80242,46080
80261,12281
80280,111681005
80290,686914
80310,326825958
80390,40548994
80410,286781
80430,268131
80440,822650
80450,19047703
80510,959077
80529,2868
80540,303161
80550,156165
80590,47569
80610,12953
80711,57434988
80719,12116
80720,0
80810,86996
80940,6048792
81030,82574
81090,74881
81190,376107
81290,4065
81310,847023
81320,7280
81330,12170
81340,4455924
81350,749
81400,23831877
90111,1230565
90112,475281
90121,16515
90122,61098
90190,654024
90210,480218
90220,73607
90230,599876
90240,1115420
90411,7754869
90412,1720
90421,37398329
90422,302179
90611,115572
90619,60
90710,60
90831,11143537
90832,63015
90921,282896
90922,46186
90931,15675
90932,19554
90961,16230
90962,38301
91011,6161696
91012,2053372
91030,11686493
91091,304860
91099,323501
100510,133142137
100590,249553073
100610,74102
100620,442654638
100630,61517730
100640,268928859
100790,102825
100810,2400
100821,49500
100829,4241150
110100,20045
110290,6695987
110412,19620
110419,252
110423,957960
110510,1241919
110520,306000
110610,2043467
110620,616980
110630,1763
110710,4
120110,4142803
120190,2831638
120230,163854604
120241,698115
120242,7863827
120510,8400
120600,1603738
120710,598161
120721,397639
120729,11500
120730,381922
120740,300154403
120750,2.00E+05
120770,15388
120799,8262828
120810,2723
120925,263
120929,60830
120930,263644
120991,2313613
120999,910693
121190,41019296
121221,704299
121229,11875
121293,8567367
121294,23221
121299,2047685
121300,168946
130190,735783
130212,2586
130219,862850
140110,502171
140120,147189
140190,424177
140490,5360484
151319,9338
151321,76396
151529,656040
151550,477607
151590,54637
151610,10135
151620,3763460
152190,32000
160210,112963
160411,28070
160413,193871
160414,10682
160415,50996
160419,26600
160420,889359
160510,1770
160529,2584416
160555,78450
160558,22550
170113,1813500
170114,40647353
170191,407324
170199,50086534
170220,38127936
170260,951721
170290,14005518
170310,6184781
170390,1445
170490,21634
180100,50
180620,3420
180631,229
180632,2151
180690,105063
190190,30772
190219,357982
190220,1215110
190230,1319640
190300,17070
190410,128530
190420,12111
190490,10481
190510,1250
190531,274889
190532,849118
190540,31278
190590,269086
200210,117800
200290,176999
200410,62
200520,287
200540,4440
200551,228
200559,39
200591,54619
200599,370
200600,7208
200710,69981
200791,180
200799,1962261
200811,8728561
200819,6519392
200820,206246
200830,630
200893,31755
200897,18891
200899,16914
200912,407871
200919,4320
200949,175423
200989,500
200990,534080
210111,3118591
210112,42257
210120,388453
210330,41455
210390,3271348
210410,4354
210610,43369
210690,3179999
220210,154225
220299,21707
220300,2365149
220410,74368
220421,69025
220600,5615
220710,108000
220720,1093970
220820,107881
220830,4444778
220840,149412
220850,6806
220860,8700
220870,38487
220890,15715
220900,2049
230120,2566843
230240,657579
230610,88801
230630,12875
230660,585833
240110,2672645
240120,1450692
240130,562316
240210,126249
240220,38914422
240290,2519190
240311,1565657
250510,69750
250590,3803247
251200,136200
251511,865
251741,3040
252210,80313
252220,166392
252329,522640
253090,77
260111,246000
260112,327323
260700,44589561
260800,259440
260900,7124761
261100,263932
261710,5796328
262011,62660
262029,1359928
270500,40
270900,18656200
271012,624393
271019,20767015
271121,3365743326
271600,21581093
280110,580
280430,164999
281121,10
282010,1827485
283699,464371
284329,60
291614,287049
293410,266760
293628,82
293690,3515
300390,239
300450,163
300490,430430
300590,16650
310100,2
310520,9000
320190,184135
320417,24094
320490,56400
320649,946
320810,7242
320820,4716
320890,33977
320910,25851
320990,21216
321000,1250
321290,2450
321590,329
330119,3199
330130,13225
330210,8067
330290,321
330300,132159
330410,18352
330420,2248
330491,27365
330499,895913
330590,81268
330610,536
330741,35623
330790,158119
340111,56442
340119,182150
340120,64198
340130,126643
340290,105
340311,1367
340420,835421
340600,382209
350610,7105
350691,100
350699,659
370191,192045
370252,842
370255,104778
370310,65283
380210,100100
380290,1019
380859,12560
380861,405593
380891,128029
382200,1
390110,95650
390120,487445
390190,916270
390210,1156182
390319,556892
390330,1500
390390,26125
390410,107999
390422,12150
390690,900
390720,1091
390740,101700
390750,113750
390769,2529781
390799,4034
390810,307551
391212,7875
391510,1007250
391530,237385
391590,1056672
391620,18850
391723,19943
391729,4040
391732,935775
391740,692918
391810,116386
391910,13875
391990,75
392010,325021
392020,304684
392061,27449
392062,146110
392069,18450
392091,273102
392094,165647
392119,6393
392310,14022961
392321,11110897
392329,2266419
392330,120440
392350,217672
392390,834682
392410,1357080
392490,67078
392510,145041
392590,77874
392620,633268
392630,8045
392640,136765
392690,3088274
400110,9934757
400121,182143432
400122,25941123
400129,1642631
400219,241218
400231,241574
400270,57571
400280,106364222
400591,16882
400821,249257
400912,8630
400931,1356350
400932,3182
400942,902623
401019,41
401110,1163578
401140,652590
401213,200425
401320,69801
401590,23849
401693,75249
401694,50716
401695,1991533
401699,444467
401700,76
410150,11250
410190,330000
410621,10000
411520,177176
420100,3271730
420211,39024446
420212,3763181
420219,21817710
420221,6335424
420222,165966576
420229,59170846
420231,1233852
420232,2104858
420239,12016903
420291,77138
420292,38228524
420299,4106388
420321,6340053
420329,11236220
420330,528601
420340,2463
420500,50713
440139,335040
440290,51072
440311,11324
440312,8741
440399,5124126
440729,62930794
440799,14291644
440810,545128
440839,10044004
440890,1988879
441019,150130
441192,311
441231,3096505
441233,83730
441239,31429467
441294,189842
441400,3
441520,90400
441810,4853540
441820,56906
441911,31616
441919,23
441990,6468
442010,1890
442090,28407
442110,39530
442191,561
442199,1680
460121,53186
460122,64558
460129,500
460211,8536
460212,2094705
460290,160
470620,14949173
470790,2359017
480100,3450
480210,11
480256,40
480300,163530
480421,2917
480431,9863
480439,2669137
480459,3515120
480519,113800
480990,78748
481110,763
481149,100
481159,19767
481190,1
481390,10930
481490,160568
481710,16808
481810,576642
481820,1024320
481890,225601
481910,4371680
481920,68302
481930,243444
481940,7323
481950,137834
481960,1920
482010,4505
482030,264463
482090,4202
482110,282713
482320,7926
482340,60501
482369,42557
482370,89
482390,36032
490110,2714
490199,1255
490290,102080
490599,27876
490700,3100
491110,846
491191,115
491199,20000
500100,129600
500200,7180
500300,491353
500710,5490
500720,69
511190,1190
520100,22319658
520210,483000
520299,234000
520511,237015
520512,3458078
520523,2
520790,185372
520819,596951
520829,34185
520849,39931
520929,90000
521019,15138
530390,78390
530500,128105
530710,6119
540219,72150
540232,5989
540247,133887
540710,217028
540741,89465
540751,550039
540752,30735
540754,12617
540761,6223
540769,23500
550320,3313239
550620,75379
551110,2
551219,59389
551311,344840
551319,37967
551321,1251593
551419,47
551429,1510
551449,7624435
551612,436
560121,37238
560122,4421
560229,204445
560290,47430
560312,27967
560314,943
560392,2818
560410,6709
560500,2853
560600,179210
560721,4875
560750,4069
560811,148174
560819,92280
560890,95729
560900,1862
570110,170
570190,1752
570241,503
570310,626
580133,11482
580300,198841
580620,85695
580632,601392
580639,258881
580710,2109
580790,77019
580810,15325
581092,508090
581099,4777582
581100,4168
590110,1701370
590190,402500
590310,50596
590320,859734
590390,273372
590410,86937
590490,3830
590700,10600
591110,884968
600192,6072
600535,110328
600622,21534
600631,4887893
600633,10310
600641,170
610120,126462
610130,1212543
610190,50228660
610210,321519
610220,14519
610230,19299681
610290,22050288
610310,324331
610322,57950
610329,41517
610332,67431
610333,583124
610339,877385
610341,623426
610342,6729776
610343,3686907
610349,9230
610413,4131872
610419,12930387
610422,41607
610423,238672
610429,285569
610432,33632
610433,916183
610439,21815
610441,361
610442,4687452
610443,2249642
610444,28554
610449,15219816
610452,258513
610453,546234
610459,31081
610461,310375
610462,5323009
610463,12787738
610469,2658869
610510,2277852
610520,1599672
610590,48663032
610610,3387969
610620,8120368
610690,18270039
610711,1497213
610712,1028938
610719,1364502
610721,2954695
610722,164584
610729,499131
610791,52216
610799,685637
610811,1526165
610819,4086601
610821,4665143
610822,42748901
610829,14340127
610831,1504793
610832,3897374
610839,2960457
610891,804795
610892,536463
610899,212320
610910,27718562
610990,162480289
611011,11466904
611012,13139565
611019,32103611
611020,106758064
611030,240497386
611090,133654939
611120,26266215
611130,2163018
611190,2103112
611211,632036
611212,1982553
611241,1677472
611249,269
611300,1616365
611420,660571
611430,7593892
611490,72974
611510,21182735
611521,1769
611522,406378
611529,1632551
611594,2239
611596,3709552
611599,26638
611610,65251
611691,12609
611692,529108
611693,16880752
611699,3371817
611710,1072219
611780,1404823
620111,1324356
620112,84699
620113,45655239
620119,22861920
620192,1541038
620193,25357307
620199,4424378
620211,3601691
620212,513989
620213,180366103
620219,41110281
620292,1545748
620293,66333063
620299,1481704
620311,2773260
620312,10813616
620319,44305231
620322,647178
620323,15693
620329,81303
620331,8658
620332,187786809
620333,4407160
620339,533199400
620341,213651
620342,440636693
620343,11520287
620349,1901350
620411,4456104
620412,2193298
620413,2097363
620419,10145428
620422,209934
620423,28582578
620431,5098364
620432,485036242
620433,9150720
620439,353033
620441,8988
620442,62439002
620443,54362436
620444,6924472
620449,629280
620451,3808
620452,21984593
620453,30858883
620459,1153275
620461,1040
620462,15353240
620463,11353591
620469,314496263
620520,229718569
620530,47974063
620590,2248046
620610,5810081
620620,132250
620630,23046937
620640,52342413
620690,102645958
620711,1843778
620719,3937764
620721,2915018
620722,2422336
620729,4940
620791,319926
620799,1896115
620811,1167988
620819,5533937
620821,7832134
620822,7587576
620829,7985
620891,54056
620892,330813
620899,36120
620920,2649011
620930,2568162
620990,282841
621010,27762001
621020,12636233
621030,1195592
621040,5715292
621050,2768773
621111,14035770
621112,1866081
621120,2030626
621132,1918241
621133,5840611
621139,36150
621142,3284794
621143,30597283
621149,500952
621210,93176310
621220,2674630
621230,384604
621290,4511179
621320,554
621410,3284741
621430,3838413
621440,5950
621490,6720
621510,1556
621590,40
621600,62930
621710,162846
621790,19175
630110,311879
630120,197942
630130,502890
630140,190
630190,1007
630210,188582
630222,519
630229,18813
630232,993
630239,50980
630251,153
630291,22
630299,1545
630312,1213080
630319,4431790
630399,181780
630419,644590
630493,116326
630499,431077
630510,11179
630532,19404
630533,165030
630539,292717
630690,145260
630710,162173
630720,12166212
630790,8537413
631090,103509
640110,66399
640199,6995606
640212,3288589
640219,6134389
640220,48681
640291,58200
640299,33845823
640312,11458391
640319,99710456
640320,34322
640340,501276
640359,381975
640391,10957247
640399,37561799
640411,113076709
640419,137232818
640420,424380
640510,182044
640520,184368
640590,4670729
640610,1943107
640620,948437
640690,1562852
650100,110455
650400,4253147
650500,20364406
650610,4702144
650691,810386
650699,1782916
650700,22343
660110,410666
660191,5893
660199,1274109
670210,840
670290,2493900
670300,201694
670411,12428082
670419,63699
670420,66720
670490,528839
680100,2113
680221,3984
680291,49877
680292,13150
680299,2751
680423,1500
680430,1754
680990,120496
681011,874
681099,594003
681280,567
681291,2845
681320,8953
681510,2023
690990,656
691010,58
691090,18856
691110,291277
691190,20
691200,5684
691310,5882
691490,40
700100,889220
700231,2986
700320,3744
700510,180138
700529,897919
700800,2646
701310,49
701328,1414
701337,274449
701341,249
701349,214
701399,374
701810,6300
701912,183858
701919,430359
701931,3034187
701932,25746
701939,289
701940,3172
702000,118100
710110,7358784
710121,2780153
710122,2460662
711411,244597
711610,821409
711620,20068984
711719,210020
720260,324782496
720410,2789852
720421,1877206
720429,331600
720430,46709
720449,8886399
720827,2193996
720854,8946
720890,360907
720925,1804
721049,1282213
721070,1672912
721090,299223
721230,5602
721510,53508
721633,280080
721990,21
722219,54398
722300,50676
722519,170613
722880,16000
730290,1871
730419,53268
730490,899
730611,44662
730719,8073
730721,176
730810,406339
730840,117525
730890,439158
730900,635888
731021,393
731029,11080
731100,1134776
731210,1800
731290,5112
731419,124827
731511,32907
731700,2973
731812,2931
731815,30
731816,1
731824,12194
731829,565459
732119,151722
732211,41800
732391,7203
732392,37988
732393,71
732394,47167
732399,1894133
732410,1176
732421,287
732490,904823
732510,708656
732599,28541
732620,15900
732690,11896344
740100,1514904
740200,87500
740311,923227039
740312,42000
740319,964500
740329,479085
740400,1035026
740710,1530
740729,1035
740811,1887
740819,226074
741012,324
741300,5458
760110,408112
760120,14753560
760200,20832614
760410,275606
760421,14837
760429,253555
760611,1376015
760612,58907
760711,338607
760719,7875948
760720,1669329
761010,336938
761090,242162
761100,215
761290,6675990
761510,14373
761699,229386
780110,3468355
780191,432500
780199,10042383
780419,607619
790111,15152535
790200,45000
800200,6300
810196,20452
810197,10660
820130,36
820320,1441
820412,70
820510,1070
820520,70
820559,465
820570,212
820590,174000
820719,297048
820770,560000
820810,49
821490,194
821520,3013
821599,1584
830140,313
830170,403997
830210,12540
830241,35700
830249,287
830621,7613
830629,28040
830810,6296
830890,64647
830990,617749
831000,142113
840120,37470
840212,4424115
840510,108640
840682,123745
840790,109072
840999,24439
841229,88129
841280,2698550
841311,9548
841320,26400
841330,8424
841360,1434452
841370,7695
841381,619216
841391,2835
841440,6862
841451,24206
841459,10101
841460,57730
841480,319409
841490,1529
841510,13075815
841710,1500
841821,15
841829,1108
841840,967
841869,10043
841939,37300
841950,194000
841981,25420
841989,736
842119,3132
842121,4040
842123,39514
842131,1392
842139,2530
842199,6460
842240,6703127
842290,7222
842420,19699
842539,39600
842542,1174047
842611,29254
842612,18800
842619,210000
842790,40635
842810,2448
842832,244953
842940,31455
842959,117302
843010,420500
843039,50000
843050,163668
843069,11300
843139,603876
843141,24355
843143,579620088
843149,1027136
843290,242
843621,3138561
844110,9322
844230,4680
844311,3140
844332,2574
844400,56500
844511,11400
844540,111470
844711,963
844720,511390
844900,18831
845129,54134
845150,20905
845180,116002
845210,34266
845221,30380
845229,93588
845290,3294946
845310,1800
845522,35000
845530,36800
845650,566182
845811,126948
845910,2750
845929,410000
846039,36500
846150,2060
846210,130905
846291,27398
846310,16581
846595,10106
846599,113840
846610,340171
846630,500
847130,50399
847149,300
847150,51417
847160,532768
847170,3513
847180,189811
847190,517435
847329,3324983
847330,8407
847350,22500
847420,47963
847710,32896
847730,435
847790,41891
847810,11180
847890,1200
847910,2000
847979,15175
847982,42500
848049,14535
848050,113
848071,4036
848079,39800
848110,4719
848180,50627
848210,7488
848310,47588
848350,200
848390,158757
848490,13200
848690,80796
850110,1817519
850131,70969
850132,22714
850134,22000
850152,1575
850164,29813
850212,40240
850213,305860
850220,22813
850239,2479384
850300,26190
850421,3704469
850431,8132938
850432,4471792
850434,85200
850440,73773
850450,4705086
850490,5628457
850511,5968
850660,6010599
850680,6780
850790,60688
850811,50114
850860,687474
850980,7716
850990,9020
851010,901
851020,650
851110,361
851310,3352
851390,221895
851420,48771
851519,3300
851529,15700
851539,5000
851580,139682
851590,378
851640,5940424
851660,758115
851679,699
851690,5155
851711,5966
851712,69565
851718,337649
851762,1821418
851770,86626
851810,7836953
851821,2815517
851822,3731
851829,14511996
851830,494234
851850,621442
851890,570741
851920,5411
852290,969540
852321,55
852351,180
852580,53481801
852719,5872
852859,349
852869,13650
852872,4297
852990,216402
853110,990
853180,904397
853190,333195
853229,1097
853400,12777
853521,156726
853530,39
853590,6832
853610,56196
853630,4757
853650,2672
853670,431
853690,711411
853710,642476
853810,1762
853890,6803
853931,934
854129,18045
854140,2156585
854160,86000
854290,7836872
854330,2033388
854370,98711
854411,8880674
854419,13189442
854430,6909060
854442,2011372
854449,9922588
854460,472976
854470,12279306
854690,11500
854720,43966
854810,2185091
860500,154774
860721,110327
860900,65095
870120,189000
870194,60000
870421,89950
870590,503889
870829,124619
870840,11033
870891,3846269
870895,1819119
870899,472049
871000,162953
871110,1000
871200,36624
871310,26741
871410,405763
871491,2191058
871495,5737079
871499,96067
871631,37500
871639,20000
871680,8858
880100,1.80E+07
880230,52000
880240,19830000
880330,8207714
890110,220000
890120,1070000
890310,267610
890590,1312
890690,39300
890710,753190
900110,186402
900130,68921698
900150,598698
900190,7542351
900219,351199
900311,26152
900410,16192
900510,884030
900580,137626
900590,346698
900661,4098
900691,797829
900699,686165
901310,12075
901320,4626750
901480,3050
901510,5919738
901580,103093
901590,1782469
901710,660
901720,12
901730,150
901812,3418
901819,373148
901832,336207
901849,564244
901890,2360154
901910,260
902140,15000
902219,20199
902221,46715
902229,1000
902230,63325
902300,11495
902590,9179
902610,9609
902680,200
902690,2738
902780,7928
902790,3660
902890,521
903031,415779
903033,1491
903180,858449
903289,4618
910119,11201
910219,45088
910229,185432
910519,140
911190,58186
911390,1034394
911430,54195
911490,149886
920790,89
930190,15619
930520,7136
930591,15557
930599,13625
940120,1680379
940130,2714
940140,105
940152,167581
940161,3100
940169,35619
940179,80141
940190,1077429
940310,2635
940320,82268
940330,473829
940340,346697
940350,22852
940360,806334
940370,59557
940382,9380
940389,11068
940390,141148
940410,42339
940429,723846
940430,3105446
